phase,method,frame_id,stratum,role,status,reason,raw_ser,iterations,notes
retrospective_audit,nbldpc_v13_r3_code_v1,6,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.078125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,24,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.11328125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,45,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.09375,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,52,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08203125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,54,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.109375,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,56,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.07421875,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,60,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.078125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,61,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.09375,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,63,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0703125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,66,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0625,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,85,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.109375,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,91,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08984375,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,103,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08984375,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,146,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08203125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,150,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.05859375,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,155,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08203125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,174,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08203125,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,176,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0703125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,200,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.09765625,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,206,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08203125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,213,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.09375,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,224,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08203125,4,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,228,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.10546875,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,235,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.05859375,1,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,237,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0625,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,252,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.06640625,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,272,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.05859375,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,297,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0703125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,301,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0703125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,302,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.046875,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,306,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0859375,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,313,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0703125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,314,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.09765625,4,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,318,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.09765625,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,322,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0859375,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,340,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.1015625,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,362,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.05078125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,365,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08203125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,366,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08203125,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,386,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0859375,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,388,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08984375,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,401,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0859375,1,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,423,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.08203125,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,425,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.07421875,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,429,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.06640625,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,438,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0859375,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,445,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.11328125,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,455,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0859375,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,476,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0703125,1,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,483,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0703125,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,486,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.07421875,2,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,492,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.09765625,3,hook_equivalence=ok
retrospective_audit,nbldpc_v13_r3_code_v1,494,d1024_bw200,retrospective_audit,syndrome_consistent,exact_correct,0.0703125,2,hook_equivalence=ok
