dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,passes_used,total_blocks_checked,parity_disclosures_bits,bisection_disclosures_bits,verification_bits,other_disclosures_bits,candidate_flips,verified_flips,block_size_schedule,num_passes,notes,dimension,bin_width_ps,data_mode,frame_cap,permutation_mode,seed,param_hash
real_typeii_20db_d1024_bw100_blk0,cascade_lite,14,True,True,0.1875,0.01875,0.0,0.0,368.0,36,10.948400013148785,4,150,300,36,32,0,12,12,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,90e9c5c1c4435fdb
real_typeii_20db_d1024_bw100_blk0,cascade_lite,15,True,True,0.328125,0.0328125,0.0,0.0,399.0,67,23.224500007927418,4,150,300,67,32,0,21,21,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,90e9c5c1c4435fdb
real_typeii_20db_d1024_bw120_blk0,cascade_lite,0,True,False,0.21875,0.021875,0.03125,0.003125,230.0,48,9.39040002413094,4,75,150,48,32,0,12,12,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,1,b274fad8603600d1
real_typeii_20db_d1024_bw120_blk0,cascade_lite,1,True,False,0.1875,0.01875,0.09375,0.009375,206.0,24,14.835699927061796,4,75,150,24,32,0,6,6,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,1,b274fad8603600d1
real_typeii_20db_d1024_bw120_blk0,cascade_lite,2,True,True,0.21875,0.021875,0.0,0.0,238.0,56,9.729299927130342,4,75,150,56,32,0,14,14,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,1,b274fad8603600d1
real_typeii_20db_d1024_bw120_blk0,cascade_lite,3,True,False,0.25,0.025,0.03125,0.003125,238.0,56,5.418500048108399,4,75,150,56,32,0,14,14,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,1,b274fad8603600d1
real_typeii_20db_d1024_bw100_blk0,cascade_lite,0,True,True,0.28125,0.028125,0.0,0.0,386.0,54,14.958299929276109,4,150,300,54,32,0,18,18,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,1,True,True,0.234375,0.0234375,0.0,0.0,381.0,49,24.206200032494962,4,150,300,49,32,0,15,15,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,2,True,True,0.234375,0.0234375,0.0,0.0,379.0,47,14.936299994587898,4,150,300,47,32,0,15,15,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,3,True,True,0.21875,0.021875,0.0,0.0,378.0,46,21.85400004964322,4,150,300,46,32,0,14,14,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,4,True,True,0.21875,0.021875,0.0,0.0,376.0,44,22.144399932585657,4,150,300,44,32,0,14,14,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,5,True,True,0.1875,0.01875,0.0,0.0,372.0,40,13.015500036999583,4,150,300,40,32,0,12,12,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,6,True,True,0.171875,0.0171875,0.0,0.0,368.0,34,29.21979990787804,4,151,302,34,32,0,11,11,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,7,True,True,0.25,0.025,0.0,0.0,384.0,52,6.835100008174777,4,150,300,52,32,0,16,16,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,8,True,True,0.25,0.025,0.0,0.0,384.0,52,18.705699942074716,4,150,300,52,32,0,16,16,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,9,True,True,0.25,0.025,0.0,0.0,384.0,52,20.5219000345096,4,150,300,52,32,0,16,16,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,10,True,True,0.15625,0.015625,0.0,0.0,364.0,32,24.87470000050962,4,150,300,32,32,0,10,10,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,11,True,True,0.25,0.025,0.0,0.0,386.0,54,15.418900060467422,4,150,300,54,32,0,16,16,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,12,True,True,0.25,0.025,0.0,0.0,386.0,54,18.758999998681247,4,150,300,54,32,0,16,16,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,13,True,True,0.25,0.025,0.0,0.0,382.0,50,18.360399990342557,4,150,300,50,32,0,16,16,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,14,True,True,0.1875,0.01875,0.0,0.0,368.0,36,23.646799963898957,4,150,300,36,32,0,12,12,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw100_blk0,cascade_lite,15,True,True,0.328125,0.0328125,0.0,0.0,399.0,67,10.794000001624227,4,150,300,67,32,0,21,21,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,0,c28ff99e89e31963
real_typeii_20db_d1024_bw120_blk0,cascade_lite,0,True,False,0.21875,0.021875,0.03125,0.003125,230.0,48,3.048099926672876,4,75,150,48,32,0,12,12,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,0,63bd09359267310c
real_typeii_20db_d1024_bw120_blk0,cascade_lite,1,True,False,0.1875,0.01875,0.09375,0.009375,206.0,24,6.701100035570562,4,75,150,24,32,0,6,6,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,0,63bd09359267310c
real_typeii_20db_d1024_bw120_blk0,cascade_lite,2,True,True,0.21875,0.021875,0.0,0.0,238.0,56,17.812700010836124,4,75,150,56,32,0,14,14,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,0,63bd09359267310c
real_typeii_20db_d1024_bw120_blk0,cascade_lite,3,True,False,0.25,0.025,0.03125,0.003125,238.0,56,13.458600034937263,4,75,150,56,32,0,14,14,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,0,63bd09359267310c
real_typeii_20db_d1024_bw100_blk0,cascade_lite,0,True,True,0.28125,0.028125,0.0,0.0,392.0,60,35.14559997711331,4,150,300,60,32,0,18,18,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,1,True,True,0.234375,0.0234375,0.0,0.0,379.0,47,19.08009999897331,4,150,300,47,32,0,15,15,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,2,True,True,0.234375,0.0234375,0.0,0.0,379.0,47,5.676099914126098,4,150,300,47,32,0,15,15,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,3,True,True,0.21875,0.021875,0.0,0.0,374.0,42,8.50750005338341,4,150,300,42,32,0,14,14,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,4,True,True,0.21875,0.021875,0.0,0.0,376.0,44,16.008100006729364,4,150,300,44,32,0,14,14,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,5,True,True,0.1875,0.01875,0.0,0.0,368.0,36,9.691599989309907,4,150,300,36,32,0,12,12,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,6,True,True,0.171875,0.0171875,0.0,0.0,367.0,35,9.322599973529577,4,150,300,35,32,0,11,11,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,7,True,True,0.25,0.025,0.0,0.0,384.0,52,15.66339994315058,4,150,300,52,32,0,16,16,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,8,True,True,0.25,0.025,0.0,0.0,384.0,52,31.599199981428683,4,150,300,52,32,0,16,16,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,9,True,True,0.25,0.025,0.0,0.0,386.0,54,5.428100004792213,4,150,300,54,32,0,16,16,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,10,True,True,0.15625,0.015625,0.0,0.0,362.0,30,20.93080000486225,4,150,300,30,32,0,10,10,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,11,True,True,0.25,0.025,0.0,0.0,384.0,52,27.838599984534085,4,150,300,52,32,0,16,16,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,12,True,True,0.25,0.025,0.0,0.0,380.0,48,10.339100030250847,4,150,300,48,32,0,16,16,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,13,True,True,0.25,0.025,0.0,0.0,380.0,48,40.93209991697222,4,150,300,48,32,0,16,16,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,14,True,True,0.1875,0.01875,0.0,0.0,368.0,36,21.887600072659552,4,150,300,36,32,0,12,12,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw100_blk0,cascade_lite,15,True,True,0.328125,0.0328125,0.0,0.0,397.0,65,18.2877000188455,4,150,300,65,32,0,21,21,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,a09833a965a0ddf8
real_typeii_20db_d1024_bw120_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,245.0,61,9.79210005607456,4,76,152,61,32,0,14,14,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw120_blk0,cascade_lite,1,True,True,0.1875,0.01875,0.0,0.0,234.0,52,12.332700076512992,4,75,150,52,32,0,12,12,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw120_blk0,cascade_lite,2,True,True,0.21875,0.021875,0.0,0.0,246.0,64,21.765900077298284,4,75,150,64,32,0,14,14,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw120_blk0,cascade_lite,3,True,True,0.25,0.025,0.0,0.0,256.0,74,11.385599966160953,4,75,150,74,32,0,16,16,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw120_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,374.0,42,13.677699957042933,4,150,300,42,32,0,14,14,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,1,da44be679542d120
real_typeii_20db_d1024_bw120_blk0,cascade_lite,1,True,True,0.1875,0.01875,0.0,0.0,368.0,36,16.617999994195998,4,150,300,36,32,0,12,12,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,1,da44be679542d120
real_typeii_20db_d1024_bw120_blk0,cascade_lite,2,True,True,0.21875,0.021875,0.0,0.0,374.0,42,22.47019996866584,4,150,300,42,32,0,14,14,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,1,da44be679542d120
real_typeii_20db_d1024_bw120_blk0,cascade_lite,3,True,True,0.25,0.025,0.0,0.0,384.0,52,14.214699971489608,4,150,300,52,32,0,16,16,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,1,da44be679542d120
real_typeii_20db_d1024_bw120_blk0,cascade_lite,0,True,False,0.21875,0.021875,0.03125,0.003125,230.0,48,20.712099969387054,4,75,150,48,32,0,12,12,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,0,aeacee9a04c960ac
real_typeii_20db_d1024_bw120_blk0,cascade_lite,1,True,False,0.1875,0.01875,0.09375,0.009375,206.0,24,15.090700006112456,4,75,150,24,32,0,6,6,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,0,aeacee9a04c960ac
real_typeii_20db_d1024_bw120_blk0,cascade_lite,2,True,True,0.21875,0.021875,0.0,0.0,238.0,56,13.351500034332275,4,75,150,56,32,0,14,14,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,0,aeacee9a04c960ac
real_typeii_20db_d1024_bw120_blk0,cascade_lite,3,True,False,0.25,0.025,0.03125,0.003125,238.0,56,18.744600005447865,4,75,150,56,32,0,14,14,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,0,aeacee9a04c960ac
real_typeii_20db_d1024_bw120_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,378.0,46,26.39939996879548,4,150,300,46,32,0,14,14,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,ab6194c1b8076873
real_typeii_20db_d1024_bw120_blk0,cascade_lite,1,True,True,0.1875,0.01875,0.0,0.0,368.0,36,16.72259997576475,4,150,300,36,32,0,12,12,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,ab6194c1b8076873
real_typeii_20db_d1024_bw120_blk0,cascade_lite,2,True,True,0.21875,0.021875,0.0,0.0,374.0,42,30.984700075350702,4,150,300,42,32,0,14,14,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,ab6194c1b8076873
real_typeii_20db_d1024_bw120_blk0,cascade_lite,3,True,True,0.25,0.025,0.0,0.0,382.0,50,34.962299978360534,4,150,300,50,32,0,16,16,"8,16,32,64",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,ab6194c1b8076873
real_typeii_20db_d1024_bw100_blk0,cascade_lite,0,True,True,0.28125,0.028125,0.0,0.0,261.0,77,23.256400017999113,4,76,152,77,32,0,18,18,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,1,True,True,0.234375,0.0234375,0.0,0.0,246.0,64,19.325500004924834,4,75,150,64,32,0,15,15,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,2,True,True,0.234375,0.0234375,0.0,0.0,245.0,61,7.649499922990799,4,76,152,61,32,0,15,15,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,3,True,True,0.21875,0.021875,0.0,0.0,238.0,56,15.192400082014501,4,75,150,56,32,0,14,14,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,4,True,True,0.21875,0.021875,0.0,0.0,246.0,64,18.078000051900744,4,75,150,64,32,0,14,14,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,5,True,True,0.1875,0.01875,0.0,0.0,232.0,50,6.368699949234724,4,75,150,50,32,0,12,12,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,6,True,True,0.171875,0.0171875,0.0,0.0,228.0,46,10.258299997076392,4,75,150,46,32,0,11,11,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,7,True,True,0.25,0.025,0.0,0.0,254.0,72,23.7720999866724,4,75,150,72,32,0,16,16,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,8,True,True,0.25,0.025,0.0,0.0,250.0,68,17.757600056938827,4,75,150,68,32,0,16,16,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,9,True,True,0.25,0.025,0.0,0.0,255.0,71,25.00179992057383,4,76,152,71,32,0,16,16,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,10,True,True,0.15625,0.015625,0.0,0.0,222.0,40,12.256700079888105,4,75,150,40,32,0,10,10,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,11,True,True,0.25,0.025,0.0,0.0,251.0,67,23.830000078305602,4,76,152,67,32,0,16,16,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,12,True,True,0.25,0.025,0.0,0.0,248.0,66,15.399600029923022,4,75,150,66,32,0,16,16,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,13,True,True,0.25,0.025,0.0,0.0,250.0,68,11.976699926890433,4,75,150,68,32,0,16,16,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,14,True,True,0.1875,0.01875,0.0,0.0,232.0,50,23.678999976255,4,75,150,50,32,0,12,12,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw100_blk0,cascade_lite,15,True,True,0.328125,0.0328125,0.0,0.0,272.0,90,25.41570004541427,4,75,150,90,32,0,21,21,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,ad1f4d64f73fcc30
real_typeii_20db_d1024_bw120_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,238.0,56,27.9252000618726,4,75,150,56,32,0,14,14,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,1,29020ebdb18ce89f
real_typeii_20db_d1024_bw120_blk0,cascade_lite,1,True,True,0.1875,0.01875,0.0,0.0,232.0,50,2.6587999891489744,4,75,150,50,32,0,12,12,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,1,29020ebdb18ce89f
real_typeii_20db_d1024_bw120_blk0,cascade_lite,2,True,True,0.21875,0.021875,0.0,0.0,238.0,56,12.369600008241832,4,75,150,56,32,0,14,14,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,1,29020ebdb18ce89f
real_typeii_20db_d1024_bw120_blk0,cascade_lite,3,True,True,0.25,0.025,0.0,0.0,251.0,67,26.121600065380335,4,76,152,67,32,0,16,16,"16,32,64,128",4,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,1,29020ebdb18ce89f
real_typeii_20db_d1024_bw120_blk0,cascade_lite,0,True,False,0.21875,0.021875,0.03125,0.003125,230.0,48,11.452000006102026,4,75,150,48,32,0,12,12,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,1,86320143d2d78cc2
real_typeii_20db_d1024_bw120_blk0,cascade_lite,1,True,False,0.1875,0.01875,0.09375,0.009375,206.0,24,10.5254000518471,4,75,150,24,32,0,6,6,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,1,86320143d2d78cc2
real_typeii_20db_d1024_bw120_blk0,cascade_lite,2,True,True,0.21875,0.021875,0.0,0.0,238.0,56,21.868200041353703,4,75,150,56,32,0,14,14,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,1,86320143d2d78cc2
real_typeii_20db_d1024_bw120_blk0,cascade_lite,3,True,False,0.25,0.025,0.03125,0.003125,238.0,56,19.54339991789311,4,75,150,56,32,0,14,14,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,identity,1,86320143d2d78cc2
real_typeii_20db_d1024_bw120_blk0,cascade_lite,0,True,True,0.21875,0.021875,0.0,0.0,245.0,61,15.982099925167859,4,76,152,61,32,0,14,14,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,c8e68be9f13a3ff7
real_typeii_20db_d1024_bw120_blk0,cascade_lite,1,True,True,0.1875,0.01875,0.0,0.0,234.0,52,14.18319996446371,4,75,150,52,32,0,12,12,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,c8e68be9f13a3ff7
real_typeii_20db_d1024_bw120_blk0,cascade_lite,2,True,True,0.21875,0.021875,0.0,0.0,246.0,64,26.041200035251677,4,75,150,64,32,0,14,14,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,c8e68be9f13a3ff7
real_typeii_20db_d1024_bw120_blk0,cascade_lite,3,True,True,0.25,0.025,0.0,0.0,256.0,74,7.0571000687778,4,75,150,74,32,0,16,16,"16,32,64,128",6,leakage_accounting=approximate_internal_transcript,1024,120,real_data,4,seeded_random,0,c8e68be9f13a3ff7
real_typeii_20db_d1024_bw100_blk0,cascade_lite,0,True,True,0.28125,0.028125,0.0,0.0,392.0,60,18.920399947091937,4,150,300,60,32,0,18,18,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
real_typeii_20db_d1024_bw100_blk0,cascade_lite,1,True,True,0.234375,0.0234375,0.0,0.0,379.0,47,19.07239994034171,4,150,300,47,32,0,15,15,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
real_typeii_20db_d1024_bw100_blk0,cascade_lite,2,True,True,0.234375,0.0234375,0.0,0.0,379.0,47,27.179099968634546,4,150,300,47,32,0,15,15,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
real_typeii_20db_d1024_bw100_blk0,cascade_lite,3,True,True,0.21875,0.021875,0.0,0.0,374.0,42,21.909400005824864,4,150,300,42,32,0,14,14,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
real_typeii_20db_d1024_bw100_blk0,cascade_lite,4,True,True,0.21875,0.021875,0.0,0.0,376.0,44,13.815399957820773,4,150,300,44,32,0,14,14,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
real_typeii_20db_d1024_bw100_blk0,cascade_lite,5,True,True,0.1875,0.01875,0.0,0.0,368.0,36,20.36920003592968,4,150,300,36,32,0,12,12,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
real_typeii_20db_d1024_bw100_blk0,cascade_lite,6,True,True,0.171875,0.0171875,0.0,0.0,367.0,35,17.27570011280477,4,150,300,35,32,0,11,11,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
real_typeii_20db_d1024_bw100_blk0,cascade_lite,7,True,True,0.25,0.025,0.0,0.0,384.0,52,26.52680000755936,4,150,300,52,32,0,16,16,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
real_typeii_20db_d1024_bw100_blk0,cascade_lite,8,True,True,0.25,0.025,0.0,0.0,384.0,52,25.58849996421486,4,150,300,52,32,0,16,16,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
real_typeii_20db_d1024_bw100_blk0,cascade_lite,9,True,True,0.25,0.025,0.0,0.0,386.0,54,31.490399967879057,4,150,300,54,32,0,16,16,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
real_typeii_20db_d1024_bw100_blk0,cascade_lite,10,True,True,0.15625,0.015625,0.0,0.0,362.0,30,11.278599966317415,4,150,300,30,32,0,10,10,"8,16,32,64",4,leakage_accounting=approximate_internal_transcript,1024,100,real_data,16,seeded_random,1,7faaaf788b90c25a
