frame_id,status,exact_correct,syndrome_ok,postprocess_used,iterations,decoder_status,runtime_s,syndrome_symbols,syndrome_bits
0,exact_mismatch,False,True,True,10,max_iter_reached,2.484,4,40
1,exact_mismatch,False,True,True,6,converged_no_syndrome,1.468,4,40
2,exact_mismatch,False,True,True,10,max_iter_reached,2.469,4,40
3,exact_correct,True,True,False,3,success,0.75,4,40
