frame_id,status,exact_correct,syndrome_ok,postprocess_used,iterations,decoder_status,runtime_s,syndrome_symbols,syndrome_bits
0,exact_mismatch,False,True,True,3,converged_no_syndrome,1.328,9,90
1,exact_mismatch,False,True,True,7,converged_no_syndrome,3.172,9,90
2,exact_mismatch,False,True,True,10,max_iter_reached,4.454,9,90
3,exact_correct,True,True,False,4,success,1.75,9,90
