session_id,source_label,mass_0_VAL,best_parametric,delta_CE,capacity_route_change,estimation_cost_win,terminal,CE_table_VAL,acc_table,fano_table,required_table,gap_table,class_table,params_table,CE_circulant_VAL,acc_circulant,fano_circulant,required_circulant,gap_circulant,class_circulant,params_circulant,CE_parametric_VAL,acc_parametric,fano_parametric,required_parametric,gap_parametric,class_parametric,params_parametric
20260123_1M_600k_0dB,1M,0.411529541015625,parametric,0.3628744421992786,False,True,V70R1_PARAMETRIC_MODEL_REDUCES_VAL_CE,7.150000879558332,0.411529541015625,6.86117174267782,9519,721,FEASIBLE,1048577,6.789004562596871,0.411529541015625,6.86117174267782,9038,1202,FEASIBLE,1025,6.787126437359054,0.411529541015625,6.86117174267782,9036,1204,FEASIBLE,4
20260107_PPLN_1p5M,1p5M,0.3704681396484375,parametric,0.366302729328944,True,True,V70R1_PARAMETRIC_MODEL_CHANGES_CAPACITY_ROUTE,7.547197377709444,0.3704681396484375,7.245462098798027,10047,193,MARGINAL,1048577,7.183038370086006,0.3704681396484375,7.245462098798027,9563,677,FEASIBLE,1025,7.1808946483805,0.3704681396484375,7.245462098798027,9560,680,FEASIBLE,4
20260123_2M_1p2M_0dB,2M,0.2747955322265625,parametric,0.3370088443122156,False,True,V70R1_PARAMETRIC_MODEL_REDUCES_VAL_CE,8.390139443334444,0.2747955322265625,8.099284519822511,11169,-929,NO_INFORMATION_MARGIN,1048577,8.054683543534182,0.2747955322265625,8.099284519822511,10723,-483,NO_INFORMATION_MARGIN,1025,8.053130599022229,0.2747955322265625,8.099284519822511,10721,-481,NO_INFORMATION_MARGIN,4
