dataset_id,dimension,bin_width_ps,frame_cap,frames_used_actual,method,method_status,backend_status,block_size_schedule,num_passes,permutation_mode,seed,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,raw_ser,post_ir_ser,leak_EC_actual_bits,leak_EC_per_input_bit,beta_eff_empirical,runtime_s,notes,param_hash,real_ir_success,success_classification
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,4,4,0,0,1.0,0.1171875,0.0,866.0,0.845703125,0.0,0.028665300022112206,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=564; bisection_disclosures_bits=174; verification_bits=128; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=282",7bb66119b31ce8cd,True,real_ir_success
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,4,3,0,1,0.75,0.19921875,0.01953125,1117.0,1.0908203125,0.0,0.06391370002529584,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=786; bisection_disclosures_bits=203; verification_bits=128; other_disclosures_bits=0; candidate_flips=59; verified_flips=59; total_blocks_checked=393",3ddb0e813f8c9fa7,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,4,4,0,0,1.0,0.19921875,0.0,1359.0,1.3271484375,0.0,0.046863800002029166,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1058; bisection_disclosures_bits=173; verification_bits=128; other_disclosures_bits=0; candidate_flips=66; verified_flips=66; total_blocks_checked=529",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,4,4,0,0,1.0,0.1171875,0.0,1313.0,1.2822265625,0.0,0.01447980001103133,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1056; bisection_disclosures_bits=129; verification_bits=128; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=528",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d1024_bw180_blk0,1024,180,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,4,4,0,0,1.0,0.2265625,0.0,1835.0,0.716796875,0.0,0.13515029998961836,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=1504; bisection_disclosures_bits=203; verification_bits=128; other_disclosures_bits=0; candidate_flips=58; verified_flips=58; total_blocks_checked=752",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,4,4,0,0,1.0,0.1171875,0.0,1093.0,1.0673828125,0.0,0.04197859999840148,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=826; bisection_disclosures_bits=139; verification_bits=128; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=413",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,4,4,0,0,1.0,0.25,0.0,970.0,0.37890625,0.0,0.13203229999635369,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=562; bisection_disclosures_bits=280; verification_bits=128; other_disclosures_bits=0; candidate_flips=64; verified_flips=64; total_blocks_checked=281",7bb66119b31ce8cd,True,real_ir_success
real_typeii_20db_d1024_bw180_blk0,1024,180,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,4,4,0,0,1.0,0.2265625,0.0,968.0,0.378125,0.0,0.15561909999814816,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=600; bisection_disclosures_bits=240; verification_bits=128; other_disclosures_bits=0; candidate_flips=58; verified_flips=58; total_blocks_checked=300",3ddb0e813f8c9fa7,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,4,4,0,0,1.0,0.25,0.0,1851.0,0.723046875,0.0,0.1443309999885969,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=1504; bisection_disclosures_bits=219; verification_bits=128; other_disclosures_bits=0; candidate_flips=64; verified_flips=64; total_blocks_checked=752",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,seeded_random,0,4,4,0,0,1.0,0.1171875,0.0,1153.0,1.1259765625,0.0,0.05798839998897165,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=896; bisection_disclosures_bits=129; verification_bits=128; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=448",1cdb1b55b06d0718,True,real_ir_success
real_typeii_20db_d16_bw60_blk0,16,60,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,4,4,0,0,1.0,0.23828125,0.0,1168.0,1.140625,0.0,0.03685210002004169,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=830; bisection_disclosures_bits=210; verification_bits=128; other_disclosures_bits=0; candidate_flips=68; verified_flips=68; total_blocks_checked=415",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d16_bw60_blk0,16,60,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,seeded_random,0,4,4,0,0,1.0,0.23828125,0.0,1219.0,1.1904296875,0.0,0.022409700002754107,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=898; bisection_disclosures_bits=193; verification_bits=128; other_disclosures_bits=0; candidate_flips=68; verified_flips=68; total_blocks_checked=449",1cdb1b55b06d0718,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,4,4,0,0,1.0,0.1171875,0.0,1138.0,1.111328125,0.0,0.08817470000940375,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=856; bisection_disclosures_bits=154; verification_bits=128; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=428",3ddb0e813f8c9fa7,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,4,4,0,0,1.0,0.25,0.0,1010.0,0.39453125,0.0,0.1704334999958519,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=602; bisection_disclosures_bits=280; verification_bits=128; other_disclosures_bits=0; candidate_flips=64; verified_flips=64; total_blocks_checked=301",3ddb0e813f8c9fa7,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,4,4,0,0,1.0,0.1171875,0.0,1253.0,1.2236328125,0.0,0.0976991000061389,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=986; bisection_disclosures_bits=139; verification_bits=128; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=493",7ee822c7f60512c0,True,real_ir_success
real_typeii_20db_d16_bw60_blk0,16,60,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,4,3,0,1,0.75,0.23828125,0.01953125,1130.0,1.103515625,0.0,0.0770691999932751,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=786; bisection_disclosures_bits=216; verification_bits=128; other_disclosures_bits=0; candidate_flips=62; verified_flips=62; total_blocks_checked=393",3ddb0e813f8c9fa7,False,verified_failure
real_typeii_20db_d32_bw100_blk0,32,100,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,4,3,0,1,0.75,0.23046875,0.03125,1215.0,0.94921875,0.0,0.055993800022406504,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=830; bisection_disclosures_bits=257; verification_bits=128; other_disclosures_bits=0; candidate_flips=79; verified_flips=79; total_blocks_checked=415",7bb66119b31ce8cd,False,verified_failure
real_typeii_20db_d16_bw60_blk0,16,60,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,4,2,0,2,0.5,0.23828125,0.02734375,910.0,0.888671875,0.0,0.08271710001281463,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=566; bisection_disclosures_bits=216; verification_bits=128; other_disclosures_bits=0; candidate_flips=60; verified_flips=60; total_blocks_checked=283",7bb66119b31ce8cd,False,verified_failure
real_typeii_20db_d16_bw60_blk0,16,60,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,4,4,0,0,1.0,0.23828125,0.0,1379.0,1.3466796875,0.0,0.07738339999923483,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1058; bisection_disclosures_bits=193; verification_bits=128; other_disclosures_bits=0; candidate_flips=68; verified_flips=68; total_blocks_checked=529",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d32_bw180_blk0,32,180,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,4,4,0,0,1.0,0.16796875,0.0,1446.0,1.1296875,0.0,0.03423509999993257,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=1034; bisection_disclosures_bits=284; verification_bits=128; other_disclosures_bits=0; candidate_flips=96; verified_flips=96; total_blocks_checked=517",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,seeded_random,0,4,4,0,0,1.0,0.25,0.0,2552.0,0.996875,0.0,0.21593849998316728,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=2240; bisection_disclosures_bits=184; verification_bits=128; other_disclosures_bits=0; candidate_flips=64; verified_flips=64; total_blocks_checked=1120",1cdb1b55b06d0718,True,real_ir_success
real_typeii_20db_d32_bw180_blk0,32,180,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,4,3,0,1,0.75,0.16796875,0.0078125,1196.0,0.934375,0.0,0.05903169998782687,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=748; bisection_disclosures_bits=320; verification_bits=128; other_disclosures_bits=0; candidate_flips=94; verified_flips=94; total_blocks_checked=374",7bb66119b31ce8cd,False,verified_failure
real_typeii_20db_d32_bw100_blk0,32,100,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,4,3,0,1,0.75,0.23046875,0.01171875,1414.0,1.1046875,0.0,0.08077999998931773,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=1036; bisection_disclosures_bits=250; verification_bits=128; other_disclosures_bits=0; candidate_flips=87; verified_flips=87; total_blocks_checked=518",e41b94e22127bc2a,False,verified_failure
real_typeii_20db_d1024_bw180_blk0,1024,180,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,4,4,0,0,1.0,0.2265625,0.0,2938.0,1.14765625,0.0,0.24066309997579083,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=2640; bisection_disclosures_bits=170; verification_bits=128; other_disclosures_bits=0; candidate_flips=58; verified_flips=58; total_blocks_checked=1320",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d32_bw100_blk0,32,100,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,4,4,0,0,1.0,0.23046875,0.0,1625.0,1.26953125,0.0,0.08765820000553504,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1236; bisection_disclosures_bits=261; verification_bits=128; other_disclosures_bits=0; candidate_flips=90; verified_flips=90; total_blocks_checked=618",7ee822c7f60512c0,True,real_ir_success
real_typeii_20db_d32_bw100_blk0,32,100,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,seeded_random,0,4,4,0,0,1.0,0.23046875,0.0,1490.0,1.1640625,0.0,0.06689640000695363,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=1124; bisection_disclosures_bits=238; verification_bits=128; other_disclosures_bits=0; candidate_flips=90; verified_flips=90; total_blocks_checked=562",1cdb1b55b06d0718,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,4,4,0,0,1.0,0.25,0.0,2251.0,0.879296875,0.0,0.24910149999777786,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1904; bisection_disclosures_bits=219; verification_bits=128; other_disclosures_bits=0; candidate_flips=64; verified_flips=64; total_blocks_checked=952",7ee822c7f60512c0,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,4,4,0,0,1.0,0.25,0.0,2952.0,1.153125,0.0,0.2469725999981165,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=2640; bisection_disclosures_bits=184; verification_bits=128; other_disclosures_bits=0; candidate_flips=64; verified_flips=64; total_blocks_checked=1320",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d16_bw60_blk0,16,60,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,4,4,0,0,1.0,0.23828125,0.0,1328.0,1.296875,0.0,0.14475030000903644,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=990; bisection_disclosures_bits=210; verification_bits=128; other_disclosures_bits=0; candidate_flips=68; verified_flips=68; total_blocks_checked=495",7ee822c7f60512c0,True,real_ir_success
real_typeii_20db_d32_bw100_blk0,32,100,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,4,3,0,1,0.75,0.23046875,0.015625,1484.0,1.159375,0.0,0.13094830000773072,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1080; bisection_disclosures_bits=276; verification_bits=128; other_disclosures_bits=0; candidate_flips=84; verified_flips=84; total_blocks_checked=540",3ddb0e813f8c9fa7,False,verified_failure
real_typeii_20db_d32_bw180_blk0,32,180,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,4,4,0,0,1.0,0.16796875,0.0,1646.0,1.2859375,0.0,0.09122450000722893,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1234; bisection_disclosures_bits=284; verification_bits=128; other_disclosures_bits=0; candidate_flips=96; verified_flips=96; total_blocks_checked=617",7ee822c7f60512c0,True,real_ir_success
