loss_db,stratum,denominator,successes,rate,ci_low,ci_high,ser_mean,ser_min,ser_max,leakage_mean_bits,rounds_mean,runtime_mean_s,fallback_count,data_exposure_note
16,bw120,289,289,1.0,0.9873168292605333,1.0,0.10873972750865052,0.0625,0.15234375,652.7335640138408,1.0103806228373702,0.1659826989620795,3,"v4 transfer (20260729_v1_binary_ldpc_v4_16db_transfer) previously selected 128 frames/stratum, d1024_bw120: 125/128 verified_success, d1024_bw180: 128/128 verified_success, d1024_bw200: 128/128 verified_success; those frames are exposure-used, remaining complete frames were not used in any confirmation; denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)"
16,bw180,290,290,1.0,0.9873602867586876,1.0,0.07474407327586206,0.03125,0.13671875,648,1,0.14477586206851592,0,"v4 transfer (20260729_v1_binary_ldpc_v4_16db_transfer) previously selected 128 frames/stratum, d1024_bw120: 125/128 verified_success, d1024_bw180: 128/128 verified_success, d1024_bw200: 128/128 verified_success; those frames are exposure-used, remaining complete frames were not used in any confirmation; denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)"
16,bw200,290,290,1.0,0.9873602867586876,1.0,0.06849407327586207,0.0234375,0.1171875,648,1,0.17839655172408975,0,"v4 transfer (20260729_v1_binary_ldpc_v4_16db_transfer) previously selected 128 frames/stratum, d1024_bw120: 125/128 verified_success, d1024_bw180: 128/128 verified_success, d1024_bw200: 128/128 verified_success; those frames are exposure-used, remaining complete frames were not used in any confirmation; denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)"
20,bw120,117,117,1.0,0.9689629683068884,1.0,0.23601095085470086,0.16015625,0.3046875,655.7948717948718,1.017094017094017,0.20697435897548133,2,"v3 synthetic package (20260726_v1_binary_ldpc_v3_synthetic) source manifest reserved 32 confirmation frames per stratum (85 eligible = 117 - 32, per binary-ldpc-v4-corrected-qualification-v2 proposal.md); d1024_bw120 role=confirmation required=32; denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)"
20,bw180,117,117,1.0,0.9689629683068884,1.0,0.2398170405982906,0.17578125,0.3125,648,1,0.1748119658107957,0,"v3 synthetic package (20260726_v1_binary_ldpc_v3_synthetic) source manifest reserved 32 confirmation frames per stratum (85 eligible = 117 - 32, per binary-ldpc-v4-corrected-qualification-v2 proposal.md); d1024_bw180 role=confirmation required=32; denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)"
20,bw200,117,117,1.0,0.9689629683068884,1.0,0.24185363247863248,0.18359375,0.3125,648,1,0.1276666666669612,0,"v3 synthetic package (20260726_v1_binary_ldpc_v3_synthetic) source manifest reserved 32 confirmation frames per stratum (85 eligible = 117 - 32, per binary-ldpc-v4-corrected-qualification-v2 proposal.md); d1024_bw200 role=confirmation required=32; denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)"
6,bw120,2676,2676,1.0,0.9986224446739203,1.0,0.13178046758221226,0.06640625,0.2109375,653.9641255605382,1.0130792227204783,0.17464050822126503,35,"retrospective evaluation of 6 dB sidecars (e2e_pipeline_20260303_105145); no prior v3/v4/official selection used these frames; denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)"
6,bw180,2685,2685,1.0,0.9986270590065723,1.0,0.09060608705772812,0.03515625,0.15625,649.0189944134078,1.0022346368715085,0.2007266294227625,6,"retrospective evaluation of 6 dB sidecars (e2e_pipeline_20260303_105145); no prior v3/v4/official selection used these frames; denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)"
6,bw200,2687,2687,1.0,0.9986280802189131,1.0,0.0819745534052847,0.03125,0.140625,649.3576479344995,1.0029772981019724,0.21008187569788742,8,"retrospective evaluation of 6 dB sidecars (e2e_pipeline_20260303_105145); no prior v3/v4/official selection used these frames; denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)"
