loss_db,stratum,denominator,successes,rate,ci_low,ci_high,ser_mean,ser_min,ser_max,leakage_mean_bits,rounds_mean,runtime_mean_s,fallback_count,data_exposure_note,pairing_version
20,bw120,117,117,1.0,0.9689629683068884,1.0,0.09328258547008547,0.05078125,0.14453125,659.6923076923077,1.0256410256410255,0.21941025640903056,3,"20 dB pairing_v2 sidecars (e2e_20dB_fullgrid_pairing_v2_candidate); pairing_version=pairing_v2; these v2-paired frames were not used for any v5/v4 confirmation (the v3 32-frame reservation applies to the e2e_new_ttbin_fullgrid pairing, not to this pairing); denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)",pairing_v2
20,bw180,117,117,1.0,0.9689629683068884,1.0,0.06413595085470085,0.03125,0.1015625,648,1,0.20031623931653383,0,"20 dB pairing_v2 sidecars (e2e_20dB_fullgrid_pairing_v2_candidate); pairing_version=pairing_v2; these v2-paired frames were not used for any v5/v4 confirmation (the v3 32-frame reservation applies to the e2e_new_ttbin_fullgrid pairing, not to this pairing); denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)",pairing_v2
20,bw200,117,117,1.0,0.9689629683068884,1.0,0.058860844017094016,0.01953125,0.09375,648,1,0.19283760683690634,0,"20 dB pairing_v2 sidecars (e2e_20dB_fullgrid_pairing_v2_candidate); pairing_version=pairing_v2; these v2-paired frames were not used for any v5/v4 confirmation (the v3 32-frame reservation applies to the e2e_new_ttbin_fullgrid pairing, not to this pairing); denominator = all complete frames, no eligibility filtering (sidecar_meta fail_reason=map_ser>=0.1 left unfiltered)",pairing_v2
