frame_id,status,exact_correct,syndrome_ok,postprocess_used,iterations,decoder_status,runtime_s,syndrome_symbols,syndrome_bits
0,exact_mismatch,False,True,True,3,converged_no_syndrome,0.875,4,40
1,exact_mismatch,False,True,True,3,converged_no_syndrome,0.891,4,40
2,exact_mismatch,False,True,True,3,converged_no_syndrome,0.906,4,40
3,exact_correct,True,True,False,3,success,0.906,4,40
4,exact_correct,True,True,False,1,success,0.297,4,40
5,exact_mismatch,False,True,True,3,converged_no_syndrome,0.89,4,40
6,exact_mismatch,False,True,True,3,converged_no_syndrome,0.859,4,40
7,exact_correct,True,True,False,3,success,0.907,4,40
