source_tag,frame_id,raw_ser,bitplane_mismatch,max_bitplane_mismatch,min_bitplane_mismatch,lsb_mismatch,msb_mismatch,final_entropy,stagnation_iterations,oscillation_detected
type2_2M_20260121_183657,2880,0.2734375,"[0.0, 0.00390625, 0.0, 0.00390625, 0.00390625, 0.01953125, 0.0078125, 0.046875, 0.05078125, 0.13671875]",0.13671875,0.0,0.13671875,0.0,0.11137322787962403,49,False
type2_2M_20260121_183657,2924,0.2890625,"[0.0, 0.0, 0.0, 0.0078125, 0.0078125, 0.015625, 0.0234375, 0.03125, 0.078125, 0.125]",0.125,0.0,0.125,0.0,0.06399116159223858,60,True
type2_2M_20260121_183657,3018,0.25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.01171875, 0.0234375, 0.03515625, 0.06640625, 0.11328125]",0.11328125,0.0,0.11328125,0.0,0.08994449424373077,51,False
type2_2M_20260121_183657,3126,0.28515625,"[0.0, 0.0078125, 0.0, 0.0, 0.0, 0.015625, 0.01171875, 0.0390625, 0.05078125, 0.16015625]",0.16015625,0.0,0.16015625,0.0,0.11443415117665706,50,True
type2_2M_20260121_183657,3156,0.25390625,"[0.0, 0.0, 0.0, 0.00390625, 0.00390625, 0.015625, 0.01953125, 0.0234375, 0.0859375, 0.1015625]",0.1015625,0.0,0.1015625,0.0,0.038830998144541634,50,True
type2_2M_20260121_183657,3198,0.24609375,"[0.0, 0.0, 0.0, 0.0, 0.00390625, 0.0, 0.00390625, 0.01953125, 0.0703125, 0.1484375]",0.1484375,0.0,0.1484375,0.0,0.06012456727035259,71,True
type2_2M_20260121_183657,3292,0.26953125,"[0.0, 0.0, 0.0078125, 0.0078125, 0.01171875, 0.0078125, 0.03515625, 0.01953125, 0.0546875, 0.125]",0.125,0.0,0.125,0.0,0.07245958567029318,47,True
type2_2M_20260121_183657,3405,0.2890625,"[0.0, 0.0, 0.0, 0.01171875, 0.00390625, 0.00390625, 0.0234375, 0.015625, 0.0625, 0.16796875]",0.16796875,0.0,0.16796875,0.0,0.07904931277531325,48,False
type2_2M_20260121_183657,3417,0.24609375,"[0.0, 0.0, 0.0, 0.00390625, 0.0, 0.00390625, 0.0078125, 0.04296875, 0.05078125, 0.13671875]",0.13671875,0.0,0.13671875,0.0,0.045399388298764345,61,True
type2_2M_20260121_183657,3543,0.2734375,"[0.0, 0.0, 0.0, 0.00390625, 0.0, 0.0078125, 0.03125, 0.04296875, 0.0703125, 0.1171875]",0.1171875,0.0,0.1171875,0.0,0.02739299041222072,62,True
type2_2M_20260121_183657,3580,0.28125,"[0.00390625, 0.0, 0.0, 0.0, 0.01171875, 0.0078125, 0.01171875, 0.04296875, 0.0625, 0.140625]",0.140625,0.0,0.140625,0.00390625,0.007147181014922329,48,False
type2_2M_20260121_183657,3605,0.23828125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.01953125, 0.01171875, 0.0234375, 0.06640625, 0.1171875]",0.1171875,0.0,0.1171875,0.0,0.049429957235438554,75,True
type2_2M_20260121_183657,3606,0.28125,"[0.0, 0.0, 0.0, 0.0, 0.00390625, 0.01171875, 0.015625, 0.0546875, 0.07421875, 0.12109375]",0.12109375,0.0,0.12109375,0.0,0.056776146010659716,45,True
