split,locked_frame_key,dataset_id,frame_id,method,config_id,decode_success,verify_success,verified_success,frame_status,raw_frame_ser,raw_frame_ber,post_frame_ser,leak_bits_frame,runtime_ms,method_status,config_json,run_elapsed_s
confirmation,real_typeii_20db_d1024_bw180_blk0:17,real_typeii_20db_d1024_bw180_blk0,17,cascade_lite,1725a914f7084a6a,True,True,True,verified_success,0.34375,0.034375,0.0,584.0,1.5596000012010336,ok,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",2.8290000000270084
confirmation,real_typeii_20db_d1024_bw180_blk0:24,real_typeii_20db_d1024_bw180_blk0,24,cascade_lite,1725a914f7084a6a,True,True,True,verified_success,0.25,0.025,0.0,566.0,1.0782999452203512,ok,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",2.8290000000270084
confirmation,real_typeii_20db_d1024_bw180_blk0:33,real_typeii_20db_d1024_bw180_blk0,33,cascade_lite,1725a914f7084a6a,True,True,True,verified_success,0.296875,0.0296875,0.0,574.0,1.1490000179037452,ok,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",2.8290000000270084
confirmation,real_typeii_20db_d1024_bw180_blk0:34,real_typeii_20db_d1024_bw180_blk0,34,cascade_lite,1725a914f7084a6a,True,True,True,verified_success,0.265625,0.0265625,0.0,566.0,1.1084999423474073,ok,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",2.8290000000270084
confirmation,real_typeii_20db_d1024_bw180_blk0:37,real_typeii_20db_d1024_bw180_blk0,37,cascade_lite,1725a914f7084a6a,True,True,True,verified_success,0.1875,0.01875,0.0,551.0,0.9549000533297658,ok,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",2.8290000000270084
confirmation,real_typeii_20db_d1024_bw180_blk0:52,real_typeii_20db_d1024_bw180_blk0,52,cascade_lite,1725a914f7084a6a,True,True,True,verified_success,0.25,0.025,0.0,560.0,1.0622000554576516,ok,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",2.8290000000270084
confirmation,real_typeii_20db_d1024_bw180_blk0:63,real_typeii_20db_d1024_bw180_blk0,63,cascade_lite,1725a914f7084a6a,True,True,True,verified_success,0.21875,0.021875,0.0,557.0,1.398799940943718,ok,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",2.8290000000270084
confirmation,real_typeii_20db_d1024_bw180_blk0:91,real_typeii_20db_d1024_bw180_blk0,91,cascade_lite,1725a914f7084a6a,True,True,True,verified_success,0.21875,0.021875,0.0,554.0,1.8596999580040574,ok,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",2.8290000000270084
confirmation,real_typeii_20db_d1024_bw180_blk0:97,real_typeii_20db_d1024_bw180_blk0,97,cascade_lite,1725a914f7084a6a,True,True,True,verified_success,0.28125,0.028125,0.0,570.0,2.4136999854817986,ok,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",2.8290000000270084
confirmation,real_typeii_20db_d1024_bw180_blk0:100,real_typeii_20db_d1024_bw180_blk0,100,cascade_lite,1725a914f7084a6a,True,True,True,verified_success,0.25,0.025,0.0,564.0,1.8784001003950834,ok,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",2.8290000000270084
