split,method,config_id,config_json,attempted_frames,verified_successes,failed_frames,same_method_total_leak_bits,runtime_s,method_status,leakage_comparison_note
confirmation,cascade_lite,1725a914f7084a6a,"{""block_size_schedule"": [12, 6, 24, 13], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",60,60,0,33664.0,0.09185020008590072,ok,method-specific disclosure accounting; not cross-method ranked
confirmation,layered_ldpc_lite,d113d97b728b14c2,"{""bitplane_rate_mode"": ""uniform"", ""bp_method"": ""minimum_sum"", ""column_weight"": 3, ""ldpc_seed"": 20260428, ""llr_mode"": ""bsc_estimated"", ""mapping"": ""gray"", ""max_iter"": 50, ""osd_order"": 0, ""parity_fraction"": 1.0}",60,59,1,40320.0,0.488107500015758,ok,method-specific disclosure accounting; not cross-method ranked
