split,locked_frame_key,dataset_id,frame_id,method,config_id,decode_success,verify_success,verified_success,frame_status,raw_frame_ser,raw_frame_ber,post_frame_ser,leak_bits_frame,runtime_ms,method_status,config_json,run_elapsed_s
tuning,real_typeii_20db_d1024_bw200_blk0:1,real_typeii_20db_d1024_bw200_blk0,1,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.25,0.025,0.0,252.0,1.0414000134915113,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:10,real_typeii_20db_d1024_bw200_blk0,10,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.15625,0.015625,0.0,224.0,0.6056000711396337,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:15,real_typeii_20db_d1024_bw200_blk0,15,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.34375,0.034375,0.0,283.0,0.9801000123843551,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:36,real_typeii_20db_d1024_bw200_blk0,36,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.28125,0.028125,0.0,260.0,0.8538999827578664,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:38,real_typeii_20db_d1024_bw200_blk0,38,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.3125,0.03125,0.0,270.0,0.902600004337728,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:44,real_typeii_20db_d1024_bw200_blk0,44,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.140625,0.0140625,0.0,221.0,0.533199985511601,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:48,real_typeii_20db_d1024_bw200_blk0,48,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.21875,0.021875,0.0,241.0,0.685199978761375,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:53,real_typeii_20db_d1024_bw200_blk0,53,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.25,0.025,0.0,253.0,0.7325999904423952,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:58,real_typeii_20db_d1024_bw200_blk0,58,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.1875,0.01875,0.0,232.0,0.6453999085351825,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:65,real_typeii_20db_d1024_bw200_blk0,65,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.34375,0.034375,0.0,282.0,0.9657000191509724,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:70,real_typeii_20db_d1024_bw200_blk0,70,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.21875,0.021875,0.0,238.0,0.6716999923810363,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:82,real_typeii_20db_d1024_bw200_blk0,82,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.1875,0.01875,0.0,232.0,0.6041999440640211,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:85,real_typeii_20db_d1024_bw200_blk0,85,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.234375,0.0234375,0.0,256.0,0.9735999628901482,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
tuning,real_typeii_20db_d1024_bw200_blk0:87,real_typeii_20db_d1024_bw200_blk0,87,cascade_lite,5c259b18b61c4c74,True,True,True,verified_success,0.203125,0.0203125,0.0,236.0,0.6554999854415655,ok,"{""block_size_schedule"": [16, 32, 64, 128], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.40700000000651926
