s1,ce_l1,ce_l2,ce_joint,ce_l1_std,ce_l2_std,ce_joint_std,chain_max_abs_err,m1,m2,eligible,wall_s
1-2-5-6-7,3.8632237221128682,3.2991237078459164,7.162347429958785,0.008220308157608087,0.010405419774143507,0.01830165163340225,0.0,60,51,True,0.1648319000378251
1-2-5-6-8,3.863625959815799,3.2987214701429854,7.162347429958785,0.007951174894568218,0.011948080815500231,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16117139998823404
1-2-5-6-9,3.861079876079786,3.301267553878999,7.162347429958785,0.00711929445678296,0.011317323672273037,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16013959993142635
1-2-5-7-8,3.8618352493380415,3.300512180620743,7.162347429958785,0.005693151747400676,0.013926209707087906,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16107909998390824
1-2-5-7-9,3.8587212778011333,3.3036261521576513,7.162347429958785,0.004718870633307997,0.013665154542102525,0.01830165163340225,8.881784197001252e-16,60,51,True,0.15958630002569407
1-2-5-8-9,3.8608062529027585,3.3015411770560266,7.162347429958785,0.006012337227065723,0.01333045044060948,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1571620999602601
1-2-6-7-8,3.8632342646969278,3.2991131652618573,7.162347429958785,0.007201075610191054,0.011541566042253778,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16319640004076064
1-2-6-7-9,3.860713030638857,3.3016343993199277,7.162347429958785,0.006849692189220476,0.011542657177032668,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1610396000323817
1-2-6-8-9,3.861508544608727,3.3008388853500574,7.162347429958785,0.008180755049983265,0.01109174302326294,0.01830165163340225,8.881784197001252e-16,60,51,True,0.15809649997390807
1-2-7-8-9,3.8595054138003704,3.302842016158414,7.162347429958785,0.006441426052479367,0.012628930694729385,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16410529997665435
1-3-4-5-6,3.863987362207563,3.298360067751222,7.162347429958785,0.00831108382929511,0.010279406073951516,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1591647999593988
1-3-4-5-7,3.8615111428441806,3.3008362871146035,7.162347429958785,0.005582176037358415,0.012832866143849899,0.01830165163340225,8.881784197001252e-16,60,51,True,0.15726869995705783
1-3-4-5-8,3.862951769959855,3.29939565999893,7.162347429958785,0.006880864898389142,0.012060713698008263,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16210790001787245
1-3-4-5-9,3.8587581445320045,3.30358928542678,7.162347429958785,0.006206962162172183,0.01213878264181463,0.01830165163340225,8.881784197001252e-16,60,51,True,0.15968680009245872
1-3-4-6-7,3.86269764829733,3.2996497816614547,7.162347429958785,0.007231397162767926,0.011725157499000854,0.01830165163340225,8.881784197001252e-16,60,51,True,0.15756360010709614
1-3-4-6-8,3.8639609542953095,3.2983864756634755,7.162347429958785,0.007712889595196922,0.011039424926420965,0.01830165163340225,8.881784197001252e-16,60,51,True,0.15970429999288172
1-3-4-6-9,3.861489482044877,3.3008579479139075,7.162347429958785,0.006942741143965164,0.011423897196964888,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1626741000218317
1-3-4-7-8,3.8621587052595006,3.300188724699284,7.162347429958785,0.006352422979199718,0.012196074701373606,0.01830165163340225,8.881784197001252e-16,60,51,True,0.15706979995593429
1-3-4-7-9,3.859169778409963,3.303177651548822,7.162347429958785,0.006602766223832185,0.01188122188455574,0.01830165163340225,8.881784197001252e-16,60,51,True,0.15864909999072552
1-3-4-8-9,3.8594269606761307,3.302920469282654,7.162347429958785,0.008414604051436472,0.009986067275718553,0.01830165163340225,0.0,60,51,True,0.16068919992540032
1-3-5-6-7,3.863996829849773,3.2983506001090115,7.162347429958785,0.008926360176084471,0.009447802927832013,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1596618000185117
1-3-5-6-8,3.863879760075326,3.2984676698834585,7.162347429958785,0.008962063463434002,0.010125897574266792,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16154000000096858
1-3-5-6-9,3.8615067883535965,3.3008406416051885,7.162347429958785,0.008951974086821763,0.009458419891888968,0.01830165163340225,8.881784197001252e-16,60,51,True,0.17031700001098216
1-3-5-7-8,3.86233389889658,3.300013531062205,7.162347429958785,0.007603365888121425,0.010915651198944394,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16450019995681942
1-3-5-7-9,3.8588272775869186,3.303520152371866,7.162347429958785,0.006812882548766059,0.011651247538590639,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16029270004946738
1-3-5-8-9,3.8594579988263815,3.302889431132403,7.162347429958785,0.007844769976300677,0.010770264622204893,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16114639991428703
1-3-6-7-8,3.862413580185488,3.2999338497732964,7.162347429958785,0.007352918047413309,0.011221568756870177,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16132880002260208
1-3-6-7-9,3.860808886328649,3.3015385436301354,7.162347429958785,0.007308771414187314,0.011076459247313247,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16021250002086163
1-3-6-8-9,3.860621227182384,3.301726202776401,7.162347429958785,0.009051053871628715,0.009565696289189832,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16020080004818738
1-3-7-8-9,3.8594968194785477,3.302850610480237,7.162347429958785,0.008113609036997984,0.01033751928811102,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16201990004628897
1-4-5-6-7,3.8629368294809625,3.299410600477822,7.162347429958785,0.006736230592029559,0.01210665226496323,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16065939993131906
1-4-5-6-8,3.8632088813946948,3.29913854856409,7.162347429958785,0.007294127871740487,0.01202274628499064,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1630074999993667
1-4-5-6-9,3.861256832678037,3.301090597280748,7.162347429958785,0.007011120160137707,0.011464137821663412,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1628208999754861
1-4-5-7-8,3.86232276678202,3.3000246631767647,7.162347429958785,0.006190143631027688,0.013056427043566849,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1607720999745652
1-4-5-7-9,3.858336367735414,3.3040110622233705,7.162347429958785,0.005543865010509488,0.012812926480917902,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1611136000137776
1-4-5-8-9,3.8589420519169493,3.3034053780418353,7.162347429958785,0.006792791536746313,0.011974425214474987,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16059079999104142
1-4-6-7-8,3.8619986894637974,3.300348740494987,7.162347429958785,0.007340777938180519,0.01166189617315205,0.01830165163340225,8.881784197001252e-16,60,51,True,0.15946469991467893
1-4-6-7-9,3.859399451661421,3.302947978297364,7.162347429958785,0.005877793308185547,0.012518662737794572,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16190119995735586
1-4-6-8-9,3.861366352151261,3.3009810778075237,7.162347429958785,0.007876479174491783,0.010518193264164422,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16259349999018013
1-4-7-8-9,3.857944234977319,3.304403194981466,7.162347429958785,0.007101336585609151,0.011357964568505824,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1616506000282243
1-5-6-7-8,3.8629983915218977,3.299349038436887,7.162347429958785,0.007318301935613434,0.011583377309135345,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1625391999259591
1-5-6-7-9,3.8619445785286652,3.3004028514301194,7.162347429958785,0.007273904694396095,0.011200605481705523,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16173509997315705
1-5-6-8-9,3.8613774335094773,3.3009699964493073,7.162347429958785,0.007437372279006065,0.011798043120841475,0.01830165163340225,0.0,60,51,True,0.1591842999914661
1-5-7-8-9,3.859039702828742,3.3033077271300426,7.162347429958785,0.0057871071048351585,0.012867915192281159,0.01830165163340225,8.881784197001252e-16,60,51,True,0.16485820000525564
1-6-7-8-9,3.8604959288015928,3.301851501157192,7.162347429958785,0.007168508846315989,0.011264807192584108,0.01830165163340225,8.881784197001252e-16,60,51,True,0.1652959999628365
2-3-4-5-6,3.839419212489868,3.3229282174689168,7.162347429958785,0.0071791764241839985,0.011590783231493436,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1605940000154078
2-3-4-5-7,3.8387693706161046,3.32357805934268,7.162347429958785,0.006596359076419387,0.011961785487258954,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1610068998998031
2-3-4-5-8,3.84023419660143,3.3221132333573546,7.162347429958785,0.005879335604048349,0.01249031390925504,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16399819997604936
2-3-4-5-9,3.8367511467906317,3.325596283168153,7.162347429958785,0.006877636173293468,0.011707352876701287,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16228799999225885
2-3-4-6-7,3.8388442252673043,3.3235032046914803,7.162347429958785,0.007680729148797052,0.011474551136931842,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1670161000220105
2-3-4-6-8,3.839381188031061,3.322966241927724,7.162347429958785,0.006679586928222964,0.011892392071873648,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1656443999381736
2-3-4-6-9,3.837599788403349,3.324747641555436,7.162347429958785,0.007307323355404143,0.011382639099293787,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16024080000352114
2-3-4-7-8,3.838669486569742,3.3236779433890424,7.162347429958785,0.00698255261500197,0.011343837760632709,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16098789998795837
2-3-4-7-9,3.837054832322005,3.3252925976367798,7.162347429958785,0.007994821654747202,0.010701745698025423,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1597190999891609
2-3-4-8-9,3.8360424790423067,3.3263049509164784,7.162347429958785,0.008482464888288318,0.009945249921174976,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16330519993789494
2-3-5-6-7,3.8400508033691274,3.322296626589657,7.162347429958785,0.008506920681461421,0.009920096074156235,0.01830165163340225,0.0,59,52,True,0.16188589995726943
2-3-5-6-8,3.8392522526566397,3.323095177302145,7.162347429958785,0.007885063711738409,0.0105545487167477,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1616577000822872
2-3-5-6-9,3.836714123974181,3.3256333059846037,7.162347429958785,0.00817598775976336,0.010523907305420506,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16340720001608133
2-3-5-7-8,3.8383396776846297,3.3240077522741553,7.162347429958785,0.006318734378177124,0.01201643798209255,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16228349995799363
2-3-5-7-9,3.835838590862652,3.3265088390961326,7.162347429958785,0.0071714945562975,0.011544996223416022,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16035260003991425
2-3-5-8-9,3.8369263791826125,3.325421050776172,7.162347429958785,0.007416260629222096,0.011076611169283417,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15760579996276647
2-3-6-7-8,3.838037455046272,3.3243099749125125,7.162347429958785,0.0071188387503667875,0.011414733834046384,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16207749990280718
2-3-6-7-9,3.8361205693286045,3.3262268606301806,7.162347429958785,0.007636931625655271,0.010939285270395067,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15867879998404533
2-3-6-8-9,3.836832354234649,3.3255150757241356,7.162347429958785,0.007951764249333944,0.010613982802979462,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1622521000681445
2-3-7-8-9,3.835240187724833,3.3271072422339514,7.162347429958785,0.008171534007356788,0.010181834950254626,0.01830165163340225,0.0,59,52,True,0.16383000009227544
2-4-5-6-7,3.839521037829048,3.322826392129737,7.162347429958785,0.006163420270330233,0.012171038989901578,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16172740003094077
2-4-5-6-8,3.8386004419641195,3.323746987994665,7.162347429958785,0.00609349933504798,0.012211690504781098,0.01830165163340225,8.881784197001252e-16,59,52,True,0.159728099941276
2-4-5-6-9,3.8370822254129293,3.3252652045458553,7.162347429958785,0.00831138248130411,0.010032093212366276,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15841779997572303
2-4-5-7-8,3.8388011780175075,3.323546251941277,7.162347429958785,0.004800910218988698,0.013737169284012732,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15903360000811517
2-4-5-7-9,3.83603264737616,3.3263147825826245,7.162347429958785,0.0067090364160787026,0.012116871756646485,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1610348999965936
2-4-5-8-9,3.835757726682525,3.3265897032762597,7.162347429958785,0.006656104366052602,0.011811070879765767,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16072519996669143
2-4-6-7-8,3.8376926744522057,3.324654755506579,7.162347429958785,0.006660980035173774,0.011857125747001665,0.01830165163340225,8.881784197001252e-16,59,52,True,0.160564300022088
2-4-6-7-9,3.835986279106689,3.3263611508520956,7.162347429958785,0.006824758058877828,0.012242514594603815,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16208330006338656
2-4-6-8-9,3.8374227428936423,3.3249246870651428,7.162347429958785,0.00727176780529075,0.01110132254097348,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15896339993923903
2-4-7-8-9,3.8350000454297772,3.3273473845290074,7.162347429958785,0.006724898976925795,0.011755024560598125,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1593914000550285
2-5-6-7-8,3.8375001537623414,3.324847276196443,7.162347429958785,0.005688043533991678,0.012707696623359212,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16400750004686415
2-5-6-7-9,3.8356045940924437,3.326742835866341,7.162347429958785,0.0064115179708671205,0.012013641273402318,0.01830165163340225,8.881784197001252e-16,59,52,True,0.17053679993841797
2-5-6-8-9,3.8368837323509957,3.325463697607789,7.162347429958785,0.006687443274295593,0.01186365472199616,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16394530003890395
2-5-7-8-9,3.834713341505905,3.3276340884528794,7.162347429958785,0.005566531076142536,0.012837813133193179,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15877620002720505
2-6-7-8-9,3.83509039320381,3.3272570367549745,7.162347429958785,0.006572139700666181,0.011787218004513772,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15940940007567406
3-4-5-6-7,3.8255009675300933,3.3368464624286913,7.162347429958785,0.007549697469729455,0.010934487056280957,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15837560000363737
3-4-5-6-8,3.8277859913432746,3.3345614386155105,7.162347429958785,0.008020644710316988,0.010293520853977577,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16043640009593219
3-4-5-6-9,3.824921445741034,3.3374259842177505,7.162347429958785,0.009394366376527545,0.00950068500958892,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15756259998306632
3-4-5-7-8,3.8259243936383287,3.336423036320456,7.162347429958785,0.00738247996026436,0.01135797615845817,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15784140001051128
3-4-5-7-9,3.82332069315229,3.3390267368064945,7.162347429958785,0.00829406274206151,0.011082316368021644,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1624569999985397
3-4-5-8-9,3.8232873537406515,3.339060076218133,7.162347429958785,0.008464537628955491,0.010279058613132858,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16083079995587468
3-4-6-7-8,3.8264584320733936,3.335888997885391,7.162347429958785,0.00727250324106256,0.011061573896631666,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16040209995117038
3-4-6-7-9,3.8245998801139742,3.3377475498448104,7.162347429958785,0.007964724884271577,0.010572829146608231,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15943480003625154
3-4-6-8-9,3.8250781558040057,3.337269274154779,7.162347429958785,0.008820232414913287,0.009513042766700862,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1603031000122428
3-4-7-8-9,3.8238113729244443,3.3385360570343403,7.162347429958785,0.008988073084614334,0.009915871543250456,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1597615999635309
3-5-6-7-8,3.8256147218029306,3.3367327081558544,7.162347429958785,0.009478308174695155,0.008847496537071464,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15898920001927763
3-5-6-7-9,3.8252368730618187,3.337110556896966,7.162347429958785,0.00997772926470611,0.008379694003378603,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16011259995866567
3-5-6-8-9,3.8248702043707246,3.33747722558806,7.162347429958785,0.010019489045374155,0.008414835056547276,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1592151999939233
3-5-7-8-9,3.823339880940591,3.3390075490181936,7.162347429958785,0.009558159124308976,0.008943360456531702,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15749259991571307
3-6-7-8-9,3.8240262933659745,3.33832113659281,7.162347429958785,0.009119203876234898,0.009396875056659221,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16022049996536225
4-5-6-7-8,3.819367157423846,3.3429802725349385,7.162347429958785,0.006947300805911351,0.011473994907843772,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15857329999562353
4-5-6-7-9,3.8176242815780737,3.3447231483807114,7.162347429958785,0.00829263265888386,0.010538198296897809,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15890949999447912
4-5-6-8-9,3.818113617005011,3.3442338129537736,7.162347429958785,0.008492180532990772,0.010603191803323066,0.01830165163340225,8.881784197001252e-16,59,52,True,0.1596638000337407
4-5-7-8-9,3.8158568333825382,3.3464905965762464,7.162347429958785,0.008061246515815211,0.0114453369111956,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16114890004973859
4-6-7-8-9,3.8164177734341544,3.34592965652463,7.162347429958785,0.008530341243696051,0.010160934289925405,0.01830165163340225,8.881784197001252e-16,59,52,True,0.15966680005658418
5-6-7-8-9,3.8147422680157206,3.347605161943064,7.162347429958785,0.007908365680269964,0.010938266098808835,0.01830165163340225,8.881784197001252e-16,59,52,True,0.16036099998746067
