split,locked_frame_key,dataset_id,frame_id,method,config_id,decode_success,verify_success,verified_success,frame_status,raw_frame_ser,raw_frame_ber,post_frame_ser,leak_bits_frame,runtime_ms,method_status,config_json,run_elapsed_s
tuning,real_typeii_20db_d1024_bw200_blk0:214,real_typeii_20db_d1024_bw200_blk0,214,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.34375,0.034375,0.0,406.0,1.0858000023290515,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:237,real_typeii_20db_d1024_bw200_blk0,237,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.21875,0.021875,0.0,376.0,0.853499979712069,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:238,real_typeii_20db_d1024_bw200_blk0,238,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.21875,0.021875,0.0,378.0,0.8017000509425998,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:243,real_typeii_20db_d1024_bw200_blk0,243,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.265625,0.0265625,0.0,385.0,0.8974000811576843,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:252,real_typeii_20db_d1024_bw200_blk0,252,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.171875,0.0171875,0.0,369.0,0.7249999325722456,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:255,real_typeii_20db_d1024_bw200_blk0,255,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.328125,0.0328125,0.0,399.0,1.0316999396309257,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:256,real_typeii_20db_d1024_bw200_blk0,256,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.21875,0.021875,0.0,378.0,0.8119000121951103,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:263,real_typeii_20db_d1024_bw200_blk0,263,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.1875,0.01875,0.0,368.0,0.7403000490739942,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:273,real_typeii_20db_d1024_bw200_blk0,273,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.203125,0.0203125,0.0,371.0,0.772500061430037,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:278,real_typeii_20db_d1024_bw200_blk0,278,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.234375,0.0234375,0.0,381.0,0.8352999575436115,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:296,real_typeii_20db_d1024_bw200_blk0,296,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.296875,0.0296875,0.0,393.0,0.977399991825223,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:304,real_typeii_20db_d1024_bw200_blk0,304,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.28125,0.028125,0.0,390.0,0.9386999299749732,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:317,real_typeii_20db_d1024_bw200_blk0,317,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.09375,0.009375,0.0,350.0,0.631400034762919,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:331,real_typeii_20db_d1024_bw200_blk0,331,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.1875,0.01875,0.0,373.0,0.7461999775841832,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:346,real_typeii_20db_d1024_bw200_blk0,346,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.234375,0.0234375,0.0,379.0,0.8236999856308103,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:361,real_typeii_20db_d1024_bw200_blk0,361,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.28125,0.028125,0.0,394.0,0.9368999162688851,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:369,real_typeii_20db_d1024_bw200_blk0,369,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.296875,0.0296875,0.0,391.0,0.9558000601828098,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:371,real_typeii_20db_d1024_bw200_blk0,371,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.171875,0.0171875,0.0,367.0,0.7263999432325363,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:372,real_typeii_20db_d1024_bw200_blk0,372,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.203125,0.0203125,0.0,371.0,0.7697000401094556,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:374,real_typeii_20db_d1024_bw200_blk0,374,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.25,0.025,0.0,384.0,0.8645000634714961,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:381,real_typeii_20db_d1024_bw200_blk0,381,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.15625,0.015625,0.0,362.0,0.6809999467805028,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:388,real_typeii_20db_d1024_bw200_blk0,388,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.1875,0.01875,0.0,368.0,0.7286999607458711,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:395,real_typeii_20db_d1024_bw200_blk0,395,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.25,0.025,0.0,380.0,0.8472000481560826,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:417,real_typeii_20db_d1024_bw200_blk0,417,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.21875,0.021875,0.0,376.0,0.8117000106722116,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:418,real_typeii_20db_d1024_bw200_blk0,418,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.234375,0.0234375,0.0,379.0,0.8276000153273344,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:422,real_typeii_20db_d1024_bw200_blk0,422,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.234375,0.0234375,0.0,380.0,0.8015000494197011,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:426,real_typeii_20db_d1024_bw200_blk0,426,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.328125,0.0328125,0.0,397.0,1.0192999616265297,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:430,real_typeii_20db_d1024_bw200_blk0,430,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.21875,0.021875,0.0,376.0,0.8192999521270394,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:434,real_typeii_20db_d1024_bw200_blk0,434,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.1875,0.01875,0.0,370.0,0.749400001950562,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:458,real_typeii_20db_d1024_bw200_blk0,458,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.21875,0.021875,0.0,376.0,0.8021999383345246,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:466,real_typeii_20db_d1024_bw200_blk0,466,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.3125,0.03125,0.0,401.0,1.3435999862849712,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:467,real_typeii_20db_d1024_bw200_blk0,467,cascade_lite,84c92442c713098b,True,True,True,verified_success,0.234375,0.0234375,0.0,379.0,1.0830999817699194,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 4, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.43700000003445894
tuning,real_typeii_20db_d1024_bw200_blk0:1,real_typeii_20db_d1024_bw200_blk0,1,cascade_lite,d4ddedc4cda55b9c,True,True,True,verified_success,0.25,0.025,0.0,384.0,1.026500016450882,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 6, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.5
tuning,real_typeii_20db_d1024_bw200_blk0:10,real_typeii_20db_d1024_bw200_blk0,10,cascade_lite,d4ddedc4cda55b9c,True,True,True,verified_success,0.15625,0.015625,0.0,364.0,0.7380999159067869,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 6, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.5
tuning,real_typeii_20db_d1024_bw200_blk0:15,real_typeii_20db_d1024_bw200_blk0,15,cascade_lite,d4ddedc4cda55b9c,True,True,True,verified_success,0.34375,0.034375,0.0,404.0,1.2631999561563134,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 6, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.5
tuning,real_typeii_20db_d1024_bw200_blk0:36,real_typeii_20db_d1024_bw200_blk0,36,cascade_lite,d4ddedc4cda55b9c,True,True,True,verified_success,0.28125,0.028125,0.0,390.0,0.9732999606058002,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 6, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.5
tuning,real_typeii_20db_d1024_bw200_blk0:38,real_typeii_20db_d1024_bw200_blk0,38,cascade_lite,d4ddedc4cda55b9c,True,True,True,verified_success,0.3125,0.03125,0.0,398.0,1.0426000226289034,ok,"{""block_size_schedule"": [8, 16, 32, 64], ""mapping"": ""gray"", ""num_passes"": 6, ""permutation_mode"": ""seeded_random"", ""seed"": 0, ""verify_mode"": ""crc32""}",0.5
