dataset_id,dimension,bin_width_ps,method,frame_len_symbols,param_hash,runtime_s,n_frames_attempted
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,64,f3f67ce02bdd88ce,0.4998985000129323,4
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,64,b07a3943cf9048dc,0.4976230000029318,4
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,64,221e5a91339f6e44,0.4981473999796435,4
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,64,e70c48e72e0f514c,0.4591867999988608,4
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,64,c0088d2836df2d57,0.4807716000068467,4
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,64,9670a15685aa444a,0.5128141999884974,4
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,64,dc1d252b3b27a80e,0.581605799990939,4
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,64,ec874e3fd7633e78,0.584528000006685,4
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,64,f3f67ce02bdd88ce,0.5798129000177141,4
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,64,1b68567774e87e2e,0.607979799999157,4
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,64,b07a3943cf9048dc,0.6070239999971818,4
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,64,221e5a91339f6e44,0.6154152999806684,4
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,64,9670a15685aa444a,0.5827331999898888,4
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,64,e70c48e72e0f514c,0.5414792000083253,4
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,64,e8db1e33326bc16a,0.5854157999856398,4
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,64,c0088d2836df2d57,0.5819583999982569,4
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,64,ec874e3fd7633e78,0.576525499986019,4
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,64,dc1d252b3b27a80e,0.6025209999934305,4
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,64,f3f67ce02bdd88ce,0.5864499000017531,4
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,64,1b68567774e87e2e,0.6166935000219382,4
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,64,221e5a91339f6e44,0.5830466999905184,4
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,64,b07a3943cf9048dc,0.6035312000021804,4
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,64,9670a15685aa444a,0.5622689999872819,4
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,64,e70c48e72e0f514c,0.5660516000061762,4
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,64,dc1d252b3b27a80e,0.5487088999943808,4
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,64,e8db1e33326bc16a,0.6054778000107035,4
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,64,c0088d2836df2d57,0.6089697999996133,4
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,64,1b68567774e87e2e,0.5454380000010133,4
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,64,ec874e3fd7633e78,0.5711892000108492,4
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,64,f3f67ce02bdd88ce,0.5780094999936409,4
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,64,b07a3943cf9048dc,0.571211599977687,4
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,64,221e5a91339f6e44,0.5619211999874096,4
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,64,e8db1e33326bc16a,0.5417032999976072,4
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,64,9670a15685aa444a,0.5650985999964178,4
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,64,dc1d252b3b27a80e,0.5413658999896143,4
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,64,e70c48e72e0f514c,0.5500747000041883,4
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,64,c0088d2836df2d57,0.6165195000066888,4
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,64,1b68567774e87e2e,0.5936323999776505,4
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,64,221e5a91339f6e44,0.5066440000082366,4
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,64,ec874e3fd7633e78,0.5720738999953028,4
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,64,f3f67ce02bdd88ce,0.5784845000016503,4
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,64,e8db1e33326bc16a,0.5193014999968,4
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,64,b07a3943cf9048dc,0.5867110000108369,4
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,64,9670a15685aa444a,0.5737301000044681,4
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,64,f3f67ce02bdd88ce,0.2738659000024199,4
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,64,ec874e3fd7633e78,0.3302139999868814,4
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,64,dc1d252b3b27a80e,0.356893799995305,4
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,64,1b68567774e87e2e,0.3601124999986496,4
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,64,221e5a91339f6e44,0.3295103999844286,4
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,64,b07a3943cf9048dc,0.3360391999885905,4
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,64,c0088d2836df2d57,0.5503757999977097,4
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,64,9670a15685aa444a,0.3617041000106837,4
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,64,e8db1e33326bc16a,0.3609280999808106,4
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,64,c0088d2836df2d57,0.3294290000048931,4
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,64,e70c48e72e0f514c,0.3529884999734349,4
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,1b68567774e87e2e,0.3137343999987934,4
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,dc1d252b3b27a80e,0.3377221999980975,4
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,f3f67ce02bdd88ce,0.3327550000103656,4
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,64,e70c48e72e0f514c,0.6128969000128563,4
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,ec874e3fd7633e78,0.3922263999993447,4
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,b07a3943cf9048dc,0.333789100026479,4
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,e8db1e33326bc16a,0.3139327999961097,4
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,c0088d2836df2d57,0.3044808999984525,4
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,9670a15685aa444a,0.3327857000112999,4
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,e70c48e72e0f514c,0.3229081000026781,4
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,221e5a91339f6e44,0.3909110999957192,4
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,dc1d252b3b27a80e,0.3330525999772362,4
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,ec874e3fd7633e78,0.3273490999999922,4
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,1b68567774e87e2e,0.3498386999999638,4
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,f3f67ce02bdd88ce,0.3437224000226706,4
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,b07a3943cf9048dc,0.3327643999946303,4
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,221e5a91339f6e44,0.340438199986238,4
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,e8db1e33326bc16a,0.3392088999971747,4
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,9670a15685aa444a,0.3599915999802761,4
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,c0088d2836df2d57,0.3183446000039112,4
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,e70c48e72e0f514c,0.3402050000149756,4
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,1b68567774e87e2e,0.298993700009305,4
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,dc1d252b3b27a80e,0.3363477000093553,4
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,b07a3943cf9048dc,0.2783709999930579,4
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,ec874e3fd7633e78,0.3097038999840151,4
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,f3f67ce02bdd88ce,0.3120301000017207,4
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,9670a15685aa444a,0.2502481999981683,4
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,221e5a91339f6e44,0.2864263000083156,4
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,c0088d2836df2d57,0.2190136999997776,4
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,e70c48e72e0f514c,0.2144780999806244,4
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,e8db1e33326bc16a,0.2390136999893002,4
qldpc_synth_q4_ser0p08_flen128,4,,qldpc_reference,64,43d014f94c106833,0.1956258999998681,4
