dataset_id,dimension,bin_width_ps,method,frame_len_symbols,param_hash,leak_EC_per_input_bit,beta_eff_empirical,raw_ser,post_ir_ser
real_typeii_20db_d1024_bw180_blk0,1024,180,cascade_lite,128,e41b94e22127bc2a,0.69921875,0.0,0.2578125,0.0
real_typeii_20db_d1024_bw100_blk0,1024,100,cascade_lite,128,7ee822c7f60512c0,0.844140625,0.0,0.224609375,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,cascade_lite,128,d8c9e97fcf2fa52f,1.1283203125,0.0,0.2578125,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,cascade_lite,128,1cdb1b55b06d0718,0.9736328125,0.0,0.2578125,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,128,3ddb0e813f8c9fa7,0.88671875,0.0,0.19921875,0.04296875
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,128,d8c9e97fcf2fa52f,1.267578125,0.0,0.19921875,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,128,1cdb1b55b06d0718,1.111328125,0.0,0.19921875,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,128,7bb66119b31ce8cd,0.80078125,0.0,0.19921875,0.04296875
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,128,e41b94e22127bc2a,1.060546875,0.0,0.1171875,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,128,e41b94e22127bc2a,1.111328125,0.0,0.19921875,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,128,7ee822c7f60512c0,0.846484375,0.0,0.23828125,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,128,e41b94e22127bc2a,0.691796875,0.0,0.23828125,0.0
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,128,7bb66119b31ce8cd,1.060546875,0.0,0.1171875,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,128,3ddb0e813f8c9fa7,0.3623046875,0.0,0.23828125,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,128,d8c9e97fcf2fa52f,1.1234375,0.0,0.23828125,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,128,7ee822c7f60512c0,1.267578125,0.0,0.19921875,0.0
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,128,3ddb0e813f8c9fa7,1.216796875,0.0,0.1171875,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,128,7bb66119b31ce8cd,0.3466796875,0.0,0.23828125,0.0
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,128,1cdb1b55b06d0718,1.060546875,0.0,0.1171875,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,128,1cdb1b55b06d0718,0.96875,0.0,0.23828125,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,128,7bb66119b31ce8cd,0.8095703125,0.0,0.23828125,0.04296875
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,128,d8c9e97fcf2fa52f,1.216796875,0.0,0.1171875,0.0
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,128,7ee822c7f60512c0,1.216796875,0.0,0.1171875,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,128,1cdb1b55b06d0718,1.125,0.0,0.23828125,0.0
real_typeii_20db_d32_bw180_blk0,32,180,cascade_lite,128,7bb66119b31ce8cd,1.00859375,0.0,0.16796875,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,128,3ddb0e813f8c9fa7,1.28125,0.0,0.23828125,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,128,d8c9e97fcf2fa52f,1.28125,0.0,0.23828125,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,128,1cdb1b55b06d0718,1.11953125,0.0,0.23046875,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,128,e41b94e22127bc2a,1.125,0.0,0.23828125,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,128,7bb66119b31ce8cd,1.11953125,0.0,0.23046875,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,128,7ee822c7f60512c0,1.27578125,0.0,0.23046875,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,128,7ee822c7f60512c0,1.28125,0.0,0.23828125,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,128,3ddb0e813f8c9fa7,1.27578125,0.0,0.23046875,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,128,d8c9e97fcf2fa52f,1.27578125,0.0,0.23046875,0.0
real_typeii_20db_d32_bw180_blk0,32,180,cascade_lite,128,7ee822c7f60512c0,1.28359375,0.0,0.16796875,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,128,e41b94e22127bc2a,1.11953125,0.0,0.23046875,0.0
real_typeii_20db_d32_bw40_blk0,32,40,cascade_lite,128,e41b94e22127bc2a,1.12890625,0.0,0.31640625,0.0
real_typeii_20db_d32_bw40_blk0,32,40,cascade_lite,128,7bb66119b31ce8cd,1.00859375,0.0,0.31640625,0.0
real_typeii_20db_d32_bw180_blk0,32,180,cascade_lite,128,3ddb0e813f8c9fa7,1.16484375,0.0,0.16796875,0.0
real_typeii_20db_d8_bw120_blk0,8,120,cascade_lite,128,7bb66119b31ce8cd,0.6614583333333334,0.0,0.125,0.015625
real_typeii_20db_d32_bw40_blk0,32,40,cascade_lite,128,1cdb1b55b06d0718,1.12890625,0.0,0.31640625,0.0
real_typeii_20db_d32_bw40_blk0,32,40,cascade_lite,128,7ee822c7f60512c0,1.28515625,0.0,0.31640625,0.0
real_typeii_20db_d32_bw180_blk0,32,180,cascade_lite,128,e41b94e22127bc2a,1.12734375,0.0,0.16796875,0.0
real_typeii_20db_d8_bw180_blk0,8,180,cascade_lite,128,7bb66119b31ce8cd,0.4739583333333333,0.0,0.0859375,0.0
real_typeii_20db_d8_bw120_blk0,8,120,cascade_lite,128,7ee822c7f60512c0,0.984375,0.0,0.125,0.0
real_typeii_20db_d32_bw60_blk0,32,60,cascade_lite,128,7bb66119b31ce8cd,0.83046875,0.0,0.26953125,0.0234375
real_typeii_20db_d32_bw180_blk0,32,180,cascade_lite,128,1cdb1b55b06d0718,1.12734375,0.0,0.16796875,0.0
real_typeii_20db_d32_bw40_blk0,32,40,cascade_lite,128,d8c9e97fcf2fa52f,1.28515625,0.0,0.31640625,0.0
real_typeii_20db_d8_bw120_blk0,8,120,cascade_lite,128,3ddb0e813f8c9fa7,0.7473958333333334,0.0,0.125,0.015625
real_typeii_20db_d8_bw120_blk0,8,120,cascade_lite,128,d8c9e97fcf2fa52f,1.2473958333333333,0.0,0.125,0.0
real_typeii_20db_d8_bw200_blk0,8,200,cascade_lite,128,3ddb0e813f8c9fa7,0.5299479166666666,0.0,0.1171875,0.015625
real_typeii_20db_d8_bw120_blk0,8,120,cascade_lite,128,e41b94e22127bc2a,0.9609375,0.0,0.125,0.0
real_typeii_20db_d8_bw180_blk0,8,180,cascade_lite,128,1cdb1b55b06d0718,1.0611979166666667,0.0,0.0859375,0.0
real_typeii_20db_d8_bw180_blk0,8,180,cascade_lite,128,e41b94e22127bc2a,0.93359375,0.0,0.0859375,0.0
real_typeii_20db_d8_bw200_blk0,8,200,cascade_lite,128,d8c9e97fcf2fa52f,1.2513020833333333,0.0,0.1171875,0.0
real_typeii_20db_d32_bw40_blk0,32,40,cascade_lite,128,3ddb0e813f8c9fa7,1.28515625,0.0,0.31640625,0.0
real_typeii_20db_d8_bw200_blk0,8,200,cascade_lite,128,e41b94e22127bc2a,0.97265625,0.0,0.1171875,0.0
real_typeii_20db_d8_bw120_blk0,8,120,cascade_lite,128,1cdb1b55b06d0718,1.0911458333333333,0.0,0.125,0.0
real_typeii_20db_d8_bw180_blk0,8,180,cascade_lite,128,7ee822c7f60512c0,1.08984375,0.0,0.0859375,0.0
real_typeii_20db_d8_bw200_blk0,8,200,cascade_lite,128,7bb66119b31ce8cd,0.80859375,0.0,0.1171875,0.015625
real_typeii_20db_d32_bw180_blk0,32,180,cascade_lite,128,d8c9e97fcf2fa52f,1.28359375,0.0,0.16796875,0.0
real_typeii_20db_d8_bw200_blk0,8,200,cascade_lite,128,7ee822c7f60512c0,1.12890625,0.0,0.1171875,0.0
real_typeii_20db_d8_bw180_blk0,8,180,cascade_lite,128,d8c9e97fcf2fa52f,1.2174479166666667,0.0,0.0859375,0.0
real_typeii_20db_d32_bw60_blk0,32,60,cascade_lite,128,7ee822c7f60512c0,1.26953125,0.0,0.26953125,0.0
real_typeii_20db_d8_bw180_blk0,8,180,cascade_lite,128,3ddb0e813f8c9fa7,0.8645833333333334,0.0,0.0859375,0.0
real_typeii_20db_d32_bw60_blk0,32,60,cascade_lite,128,e41b94e22127bc2a,1.11328125,0.0,0.26953125,0.0
real_typeii_20db_d8_bw50_blk0,8,50,cascade_lite,128,3ddb0e813f8c9fa7,0.9127604166666666,0.0,0.23828125,0.015625
real_typeii_20db_d32_bw60_blk0,32,60,cascade_lite,128,d8c9e97fcf2fa52f,1.26953125,0.0,0.26953125,0.0
real_typeii_20db_d8_bw50_blk0,8,50,cascade_lite,128,7ee822c7f60512c0,1.2330729166666667,0.0,0.23828125,0.0
real_typeii_20db_d8_bw50_blk0,8,50,cascade_lite,128,1cdb1b55b06d0718,1.203125,0.0,0.23828125,0.0
real_typeii_20db_d8_bw200_blk0,8,200,cascade_lite,128,1cdb1b55b06d0718,1.0950520833333333,0.0,0.1171875,0.0
real_typeii_20db_d8_bw50_blk0,8,50,cascade_lite,128,d8c9e97fcf2fa52f,1.359375,0.0,0.23828125,0.0
real_typeii_20db_d32_bw60_blk0,32,60,cascade_lite,128,1cdb1b55b06d0718,1.11328125,0.0,0.26953125,0.0
real_typeii_20db_d8_bw50_blk0,8,50,cascade_lite,128,e41b94e22127bc2a,1.0768229166666667,0.0,0.23828125,0.0
real_typeii_20db_d32_bw60_blk0,32,60,cascade_lite,128,3ddb0e813f8c9fa7,1.26953125,0.0,0.26953125,0.0
real_typeii_20db_d1024_bw100_blk0,1024,100,layered_ldpc_lite,128,e70c48e72e0f514c,1.025,0.0,0.224609375,0.0
real_typeii_20db_d1024_bw100_blk0,1024,100,layered_ldpc_lite,128,9670a15685aa444a,0.93125,0.0,0.224609375,0.064453125
real_typeii_20db_d1024_bw180_blk0,1024,180,layered_ldpc_lite,128,221e5a91339f6e44,0.8296875,0.0,0.2578125,0.12890625
real_typeii_20db_d1024_bw100_blk0,1024,100,layered_ldpc_lite,128,b07a3943cf9048dc,0.8296875,0.0,0.224609375,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,layered_ldpc_lite,128,b07a3943cf9048dc,0.8296875,0.0,0.2578125,0.12890625
real_typeii_20db_d1024_bw100_blk0,1024,100,layered_ldpc_lite,128,221e5a91339f6e44,0.8296875,0.0,0.224609375,0.0
real_typeii_20db_d1024_bw100_blk0,1024,100,layered_ldpc_lite,128,e8db1e33326bc16a,0.93125,0.0,0.224609375,0.064453125
real_typeii_20db_d1024_bw100_blk0,1024,100,layered_ldpc_lite,128,c0088d2836df2d57,1.025,0.0,0.224609375,0.0
real_typeii_20db_d16_bw100_blk0,16,100,layered_ldpc_lite,128,9670a15685aa444a,0.96875,0.0,0.19921875,0.0
real_typeii_20db_d16_bw100_blk0,16,100,layered_ldpc_lite,128,e8db1e33326bc16a,0.96875,0.0,0.19921875,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,layered_ldpc_lite,128,9670a15685aa444a,0.93125,0.0,0.2578125,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,layered_ldpc_lite,128,e8db1e33326bc16a,0.93125,0.0,0.2578125,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,layered_ldpc_lite,128,c0088d2836df2d57,1.025,0.0,0.2578125,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,layered_ldpc_lite,128,e70c48e72e0f514c,1.025,0.0,0.2578125,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,layered_ldpc_lite,128,b07a3943cf9048dc,0.8296875,0.0,0.23828125,0.125
real_typeii_20db_d1024_bw200_blk0,1024,200,layered_ldpc_lite,128,e8db1e33326bc16a,0.93125,0.0,0.23828125,0.064453125
real_typeii_20db_d1024_bw200_blk0,1024,200,layered_ldpc_lite,128,221e5a91339f6e44,0.8296875,0.0,0.23828125,0.06640625
real_typeii_20db_d16_bw100_blk0,16,100,layered_ldpc_lite,128,c0088d2836df2d57,1.0625,0.0,0.19921875,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,layered_ldpc_lite,128,e70c48e72e0f514c,1.025,0.0,0.23828125,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,layered_ldpc_lite,128,c0088d2836df2d57,1.025,0.0,0.23828125,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,layered_ldpc_lite,128,9670a15685aa444a,0.93125,0.0,0.23828125,0.064453125
real_typeii_20db_d16_bw100_blk0,16,100,layered_ldpc_lite,128,e70c48e72e0f514c,1.0625,0.0,0.19921875,0.0
real_typeii_20db_d16_bw180_blk0,16,180,layered_ldpc_lite,128,ec874e3fd7633e78,0.734375,0.0,0.1171875,0.0625
real_typeii_20db_d16_bw180_blk0,16,180,layered_ldpc_lite,128,f3f67ce02bdd88ce,0.734375,0.0,0.1171875,0.0625
real_typeii_20db_d16_bw180_blk0,16,180,layered_ldpc_lite,128,221e5a91339f6e44,0.8671875,0.0,0.1171875,0.0
real_typeii_20db_d16_bw180_blk0,16,180,layered_ldpc_lite,128,b07a3943cf9048dc,0.8671875,0.0,0.1171875,0.0
real_typeii_20db_d16_bw180_blk0,16,180,layered_ldpc_lite,128,9670a15685aa444a,0.96875,0.0,0.1171875,0.0
real_typeii_20db_d16_bw180_blk0,16,180,layered_ldpc_lite,128,e8db1e33326bc16a,0.96875,0.0,0.1171875,0.0
real_typeii_20db_d16_bw180_blk0,16,180,layered_ldpc_lite,128,e70c48e72e0f514c,1.0625,0.0,0.1171875,0.0
real_typeii_20db_d16_bw180_blk0,16,180,layered_ldpc_lite,128,c0088d2836df2d57,1.0625,0.0,0.1171875,0.0
real_typeii_20db_d16_bw60_blk0,16,60,layered_ldpc_lite,128,221e5a91339f6e44,0.8671875,0.0,0.23828125,0.12109375
real_typeii_20db_d16_bw60_blk0,16,60,layered_ldpc_lite,128,b07a3943cf9048dc,0.8671875,0.0,0.23828125,0.12109375
real_typeii_20db_d16_bw60_blk0,16,60,layered_ldpc_lite,128,c0088d2836df2d57,1.0625,0.0,0.23828125,0.0
real_typeii_20db_d16_bw60_blk0,16,60,layered_ldpc_lite,128,9670a15685aa444a,0.96875,0.0,0.23828125,0.0
real_typeii_20db_d16_bw60_blk0,16,60,layered_ldpc_lite,128,e8db1e33326bc16a,0.96875,0.0,0.23828125,0.0
real_typeii_20db_d16_bw60_blk0,16,60,layered_ldpc_lite,128,e70c48e72e0f514c,1.0625,0.0,0.23828125,0.0
real_typeii_20db_d32_bw100_blk0,32,100,layered_ldpc_lite,128,b07a3943cf9048dc,0.8546875,0.0,0.23046875,0.10546875
real_typeii_20db_d32_bw100_blk0,32,100,layered_ldpc_lite,128,221e5a91339f6e44,0.8546875,0.0,0.23046875,0.10546875
real_typeii_20db_d32_bw100_blk0,32,100,layered_ldpc_lite,128,9670a15685aa444a,0.95625,0.0,0.23046875,0.0
real_typeii_20db_d32_bw100_blk0,32,100,layered_ldpc_lite,128,e8db1e33326bc16a,0.95625,0.0,0.23046875,0.0
real_typeii_20db_d32_bw100_blk0,32,100,layered_ldpc_lite,128,c0088d2836df2d57,1.05,0.0,0.23046875,0.0
real_typeii_20db_d32_bw100_blk0,32,100,layered_ldpc_lite,128,e70c48e72e0f514c,1.05,0.0,0.23046875,0.0
real_typeii_20db_d32_bw180_blk0,32,180,layered_ldpc_lite,128,b07a3943cf9048dc,0.8546875,0.0,0.16796875,0.0859375
real_typeii_20db_d32_bw180_blk0,32,180,layered_ldpc_lite,128,221e5a91339f6e44,0.8546875,0.0,0.16796875,0.0859375
real_typeii_20db_d32_bw180_blk0,32,180,layered_ldpc_lite,128,9670a15685aa444a,0.95625,0.0,0.16796875,0.0
real_typeii_20db_d32_bw180_blk0,32,180,layered_ldpc_lite,128,e8db1e33326bc16a,0.95625,0.0,0.16796875,0.0
real_typeii_20db_d32_bw180_blk0,32,180,layered_ldpc_lite,128,c0088d2836df2d57,1.05,0.0,0.16796875,0.0
real_typeii_20db_d32_bw180_blk0,32,180,layered_ldpc_lite,128,e70c48e72e0f514c,1.05,0.0,0.16796875,0.0
real_typeii_20db_d32_bw40_blk0,32,40,layered_ldpc_lite,128,9670a15685aa444a,0.95625,0.0,0.31640625,0.1640625
real_typeii_20db_d32_bw40_blk0,32,40,layered_ldpc_lite,128,e8db1e33326bc16a,0.95625,0.0,0.31640625,0.1640625
real_typeii_20db_d32_bw40_blk0,32,40,layered_ldpc_lite,128,c0088d2836df2d57,1.05,0.0,0.31640625,0.0
real_typeii_20db_d32_bw40_blk0,32,40,layered_ldpc_lite,128,e70c48e72e0f514c,1.05,0.0,0.31640625,0.0
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc_lite,128,ec874e3fd7633e78,0.7552083333333334,0.0,0.125,0.06640625
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc_lite,128,f3f67ce02bdd88ce,0.7552083333333334,0.0,0.125,0.06640625
real_typeii_20db_d32_bw60_blk0,32,60,layered_ldpc_lite,128,e8db1e33326bc16a,0.95625,0.0,0.26953125,0.13671875
real_typeii_20db_d32_bw60_blk0,32,60,layered_ldpc_lite,128,9670a15685aa444a,0.95625,0.0,0.26953125,0.13671875
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc_lite,128,9670a15685aa444a,0.9895833333333334,0.0,0.125,0.0
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc_lite,128,b07a3943cf9048dc,0.8880208333333334,0.0,0.125,0.0
real_typeii_20db_d32_bw60_blk0,32,60,layered_ldpc_lite,128,c0088d2836df2d57,1.05,0.0,0.26953125,0.0
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc_lite,128,221e5a91339f6e44,0.8880208333333334,0.0,0.125,0.0
real_typeii_20db_d32_bw60_blk0,32,60,layered_ldpc_lite,128,e70c48e72e0f514c,1.05,0.0,0.26953125,0.0
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc_lite,128,e8db1e33326bc16a,0.9895833333333334,0.0,0.125,0.0
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc_lite,128,c0088d2836df2d57,1.0833333333333333,0.0,0.125,0.0
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc_lite,128,e70c48e72e0f514c,1.0833333333333333,0.0,0.125,0.0
real_typeii_20db_d8_bw180_blk0,8,180,layered_ldpc_lite,128,221e5a91339f6e44,0.8880208333333334,0.0,0.0859375,0.0
real_typeii_20db_d8_bw180_blk0,8,180,layered_ldpc_lite,128,ec874e3fd7633e78,0.7552083333333334,0.0,0.0859375,0.0
real_typeii_20db_d8_bw180_blk0,8,180,layered_ldpc_lite,128,f3f67ce02bdd88ce,0.7552083333333334,0.0,0.0859375,0.0
real_typeii_20db_d8_bw180_blk0,8,180,layered_ldpc_lite,128,b07a3943cf9048dc,0.8880208333333334,0.0,0.0859375,0.0
real_typeii_20db_d8_bw180_blk0,8,180,layered_ldpc_lite,128,c0088d2836df2d57,1.0833333333333333,0.0,0.0859375,0.0
real_typeii_20db_d8_bw180_blk0,8,180,layered_ldpc_lite,128,9670a15685aa444a,0.9895833333333334,0.0,0.0859375,0.0
real_typeii_20db_d8_bw180_blk0,8,180,layered_ldpc_lite,128,e8db1e33326bc16a,0.9895833333333334,0.0,0.0859375,0.0
real_typeii_20db_d8_bw180_blk0,8,180,layered_ldpc_lite,128,e70c48e72e0f514c,1.0833333333333333,0.0,0.0859375,0.0
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc_lite,128,f3f67ce02bdd88ce,0.7552083333333334,0.0,0.1171875,0.0703125
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc_lite,128,ec874e3fd7633e78,0.7552083333333334,0.0,0.1171875,0.0703125
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc_lite,128,b07a3943cf9048dc,0.8880208333333334,0.0,0.1171875,0.0
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc_lite,128,221e5a91339f6e44,0.8880208333333334,0.0,0.1171875,0.0
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc_lite,128,9670a15685aa444a,0.9895833333333334,0.0,0.1171875,0.0
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc_lite,128,e8db1e33326bc16a,0.9895833333333334,0.0,0.1171875,0.0
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc_lite,128,e70c48e72e0f514c,1.0833333333333333,0.0,0.1171875,0.0
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc_lite,128,c0088d2836df2d57,1.0833333333333333,0.0,0.1171875,0.0
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc_lite,128,9670a15685aa444a,0.9895833333333334,0.0,0.23828125,0.0
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc_lite,128,221e5a91339f6e44,0.8880208333333334,0.0,0.23828125,0.109375
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc_lite,128,b07a3943cf9048dc,0.8880208333333334,0.0,0.23828125,0.12890625
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc_lite,128,c0088d2836df2d57,1.0833333333333333,0.0,0.23828125,0.0
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc_lite,128,e70c48e72e0f514c,1.0833333333333333,0.0,0.23828125,0.0
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc_lite,128,e8db1e33326bc16a,0.9895833333333334,0.0,0.23828125,0.0
real_typeii_20db_d1024_bw100_blk0,1024,100,cascade_lite,256,7bb66119b31ce8cd,0.33125,0.0,0.232421875,0.001953125
real_typeii_20db_d1024_bw100_blk0,1024,100,cascade_lite,256,3ddb0e813f8c9fa7,0.3482421875,0.0,0.232421875,0.0
real_typeii_20db_d1024_bw100_blk0,1024,100,cascade_lite,256,1cdb1b55b06d0718,0.95400390625,0.0,0.232421875,0.0
real_typeii_20db_d1024_bw100_blk0,1024,100,cascade_lite,256,7ee822c7f60512c0,0.83203125,0.0,0.232421875,0.0
real_typeii_20db_d1024_bw100_blk0,1024,100,cascade_lite,256,e41b94e22127bc2a,0.678125,0.0,0.232421875,0.0
real_typeii_20db_d1024_bw100_blk0,1024,100,cascade_lite,256,d8c9e97fcf2fa52f,1.10791015625,0.0,0.232421875,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,256,7bb66119b31ce8cd,0.3396484375,0.0,0.25,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,256,3ddb0e813f8c9fa7,0.984375,0.0,0.19921875,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,256,7bb66119b31ce8cd,0.830078125,0.0,0.19921875,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,cascade_lite,256,1cdb1b55b06d0718,0.96044921875,0.0,0.2578125,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,256,7ee822c7f60512c0,0.984375,0.0,0.19921875,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,cascade_lite,256,7bb66119b31ce8cd,0.34365234375,0.0,0.2578125,0.005859375
real_typeii_20db_d1024_bw180_blk0,1024,180,cascade_lite,256,7ee822c7f60512c0,0.83916015625,0.0,0.2578125,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,256,e41b94e22127bc2a,0.830078125,0.0,0.19921875,0.0
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,256,3ddb0e813f8c9fa7,1.1826171875,0.0,0.1171875,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,256,d8c9e97fcf2fa52f,1.2255859375,0.0,0.19921875,0.0
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,256,1cdb1b55b06d0718,1.0283203125,0.0,0.1171875,0.0
real_typeii_20db_d16_bw100_blk0,16,100,cascade_lite,256,1cdb1b55b06d0718,1.0712890625,0.0,0.19921875,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,cascade_lite,256,d8c9e97fcf2fa52f,1.11435546875,0.0,0.2578125,0.0
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,256,d8c9e97fcf2fa52f,1.1826171875,0.0,0.1171875,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,256,3ddb0e813f8c9fa7,1.2421875,0.0,0.23828125,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,cascade_lite,256,e41b94e22127bc2a,0.68525390625,0.0,0.2578125,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,256,7ee822c7f60512c0,1.2421875,0.0,0.23828125,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,256,3ddb0e813f8c9fa7,0.3552734375,0.0,0.25,0.0
real_typeii_20db_d1024_bw180_blk0,1024,180,cascade_lite,256,3ddb0e813f8c9fa7,0.36337890625,0.0,0.2578125,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,256,e41b94e22127bc2a,1.087890625,0.0,0.23828125,0.0
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,256,7bb66119b31ce8cd,1.0283203125,0.0,0.1171875,0.0
real_typeii_20db_d32_bw180_blk0,32,180,cascade_lite,256,7bb66119b31ce8cd,0.86640625,0.0,0.16796875,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,256,e41b94e22127bc2a,0.68271484375,0.0,0.25,0.0
real_typeii_20db_d16_bw180_blk0,16,180,cascade_lite,256,7ee822c7f60512c0,1.1826171875,0.0,0.1171875,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,256,3ddb0e813f8c9fa7,1.2375,0.0,0.23046875,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,256,d8c9e97fcf2fa52f,1.11318359375,0.0,0.25,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,256,7bb66119b31ce8cd,1.0828125,0.0,0.23046875,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,256,1cdb1b55b06d0718,0.95927734375,0.0,0.25,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,256,d8c9e97fcf2fa52f,1.2375,0.0,0.23046875,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,256,1cdb1b55b06d0718,1.087890625,0.0,0.23828125,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,256,e41b94e22127bc2a,1.0828125,0.0,0.23046875,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,256,7ee822c7f60512c0,1.2375,0.0,0.23046875,0.0
real_typeii_20db_d32_bw180_blk0,32,180,cascade_lite,256,3ddb0e813f8c9fa7,1.02109375,0.0,0.16796875,0.0
real_typeii_20db_d32_bw180_blk0,32,180,cascade_lite,256,e41b94e22127bc2a,0.86640625,0.0,0.16796875,0.0
real_typeii_20db_d16_bw60_blk0,16,60,cascade_lite,256,d8c9e97fcf2fa52f,1.2421875,0.0,0.23828125,0.0
real_typeii_20db_d1024_bw200_blk0,1024,200,cascade_lite,256,7ee822c7f60512c0,0.83662109375,0.0,0.25,0.0
real_typeii_20db_d32_bw100_blk0,32,100,cascade_lite,256,1cdb1b55b06d0718,1.0828125,0.0,0.23046875,0.0
