dataset_id,dimension,bin_width_ps,method,frame_len_symbols,param_hash,accepted_frame_fraction,n_frames_failed_decode,n_frames_failed_verify,n_frames_attempted
real_typeii_20db_d32_bw180_blk0,32,180,layered_ldpc,256,dc1d252b3b27a80e,0.0,1,0,1
real_typeii_20db_d32_bw180_blk0,32,180,layered_ldpc,256,ec874e3fd7633e78,0.0,1,0,1
real_typeii_20db_d32_bw180_blk0,32,180,layered_ldpc,256,f3f67ce02bdd88ce,0.0,1,0,1
real_typeii_20db_d32_bw40_blk0,32,40,layered_ldpc,256,dc1d252b3b27a80e,0.0,1,0,1
real_typeii_20db_d32_bw40_blk0,32,40,layered_ldpc,256,1b68567774e87e2e,0.0,1,0,1
real_typeii_20db_d32_bw40_blk0,32,40,layered_ldpc,256,f3f67ce02bdd88ce,0.0,1,0,1
real_typeii_20db_d32_bw40_blk0,32,40,layered_ldpc,256,ec874e3fd7633e78,0.0,1,0,1
real_typeii_20db_d32_bw40_blk0,32,40,layered_ldpc,256,b07a3943cf9048dc,0.0,1,0,1
real_typeii_20db_d32_bw40_blk0,32,40,layered_ldpc,256,221e5a91339f6e44,0.0,1,0,1
real_typeii_20db_d32_bw60_blk0,32,60,layered_ldpc,256,dc1d252b3b27a80e,0.0,1,0,1
real_typeii_20db_d32_bw60_blk0,32,60,layered_ldpc,256,1b68567774e87e2e,0.0,1,0,1
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc,256,dc1d252b3b27a80e,0.0,1,0,1
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc,256,ec874e3fd7633e78,0.0,1,0,1
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc,256,1b68567774e87e2e,0.0,1,0,1
real_typeii_20db_d8_bw120_blk0,8,120,layered_ldpc,256,f3f67ce02bdd88ce,0.0,1,0,1
real_typeii_20db_d32_bw60_blk0,32,60,layered_ldpc,256,ec874e3fd7633e78,0.0,1,0,1
real_typeii_20db_d32_bw60_blk0,32,60,layered_ldpc,256,f3f67ce02bdd88ce,0.0,1,0,1
real_typeii_20db_d32_bw60_blk0,32,60,layered_ldpc,256,221e5a91339f6e44,0.0,1,0,1
real_typeii_20db_d32_bw60_blk0,32,60,layered_ldpc,256,b07a3943cf9048dc,0.0,1,0,1
real_typeii_20db_d8_bw180_blk0,8,180,layered_ldpc,256,1b68567774e87e2e,0.0,1,0,1
real_typeii_20db_d8_bw180_blk0,8,180,layered_ldpc,256,dc1d252b3b27a80e,0.0,1,0,1
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc,256,dc1d252b3b27a80e,0.0,1,0,1
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc,256,1b68567774e87e2e,0.0,1,0,1
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc,256,f3f67ce02bdd88ce,0.0,1,0,1
real_typeii_20db_d8_bw200_blk0,8,200,layered_ldpc,256,ec874e3fd7633e78,0.0,1,0,1
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc,256,1b68567774e87e2e,0.0,1,0,1
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc,256,dc1d252b3b27a80e,0.0,1,0,1
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc,256,f3f67ce02bdd88ce,0.0,1,0,1
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc,256,ec874e3fd7633e78,0.0,1,0,1
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc,256,b07a3943cf9048dc,0.0,1,0,1
real_typeii_20db_d8_bw50_blk0,8,50,layered_ldpc,256,221e5a91339f6e44,0.0,1,0,1
