dataset_id,dimension,bin_width_ps,method,frame_len_symbols,n_frames_attempted,n_frames_success,accepted_frame_fraction,success_classification,param_hash
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,64,4,3.0,0.75,decode_improved_but_unverified,221e5a91339f6e44
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,4,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,4,3.0,0.75,decode_improved_but_unverified,ec874e3fd7633e78
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,4,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,4,3.0,0.75,decode_improved_but_unverified,f3f67ce02bdd88ce
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,b07a3943cf9048dc
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,221e5a91339f6e44
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,4,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,4,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,4,2.0,0.5,decode_improved_but_unverified,b07a3943cf9048dc
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,4,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,4,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,4,2.0,0.5,decode_improved_but_unverified,9670a15685aa444a
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,4,2.0,0.5,decode_improved_but_unverified,221e5a91339f6e44
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,4,4.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,64,4,2.0,0.5,decode_improved_but_unverified,e8db1e33326bc16a
qldpc_synth_q4_ser0p08_flen128,4,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q4_ser0p01_flen128,4,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q4_ser0p05_flen64,4,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q4_ser0p01_flen64,4,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,4,,qldpc_reference,64,4,3.0,0.75,reference_only,43d014f94c106833
qldpc_synth_q8_ser0p01_flen128,8,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q4_ser0p03_flen128,4,,qldpc_reference,64,4,3.0,0.75,reference_only,43d014f94c106833
qldpc_synth_q4_ser0p05_flen128,4,,qldpc_reference,64,4,3.0,0.75,reference_only,43d014f94c106833
qldpc_synth_q8_ser0p03_flen64,8,,qldpc_reference,64,4,3.0,0.75,reference_only,43d014f94c106833
qldpc_synth_q8_ser0p03_flen128,8,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q4_ser0p08_flen64,4,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q8_ser0p05_flen128,8,,qldpc_reference,64,4,3.0,0.75,reference_only,43d014f94c106833
qldpc_synth_q8_ser0p01_flen64,8,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q16_ser0p01_flen128,16,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q8_ser0p05_flen64,8,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q8_ser0p08_flen128,8,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q16_ser0p05_flen64,16,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q8_ser0p08_flen64,8,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q16_ser0p05_flen128,16,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q32_ser0p01_flen64,32,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q32_ser0p03_flen128,32,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q32_ser0p03_flen64,32,,qldpc_reference,64,4,3.0,0.75,reference_only,43d014f94c106833
qldpc_synth_q16_ser0p08_flen128,16,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q32_ser0p05_flen64,32,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q16_ser0p03_flen128,16,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q32_ser0p01_flen128,32,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q32_ser0p08_flen128,32,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q16_ser0p08_flen64,16,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
qldpc_synth_q16_ser0p01_flen64,16,,qldpc_reference,64,4,4.0,1.0,reference_only,43d014f94c106833
qldpc_synth_q16_ser0p03_flen64,16,,qldpc_reference,64,4,3.0,0.75,reference_only,43d014f94c106833
qldpc_synth_q32_ser0p05_flen128,32,,qldpc_reference,64,4,3.0,0.75,reference_only,43d014f94c106833
qldpc_synth_q32_ser0p08_flen64,32,,qldpc_reference,64,4,2.0,0.5,reference_only,43d014f94c106833
real_typeii_20db_d1024_bw100_blk0,1024,100.0,cascade_lite,128,4,4.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d1024_bw100_blk0,1024,100.0,cascade_lite,128,4,3.0,0.75,verified_failure,7bb66119b31ce8cd
real_typeii_20db_d1024_bw100_blk0,1024,100.0,cascade_lite,128,4,4.0,1.0,real_ir_success,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw100_blk0,1024,100.0,cascade_lite,128,4,4.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d1024_bw180_blk0,1024,180.0,cascade_lite,128,4,3.0,0.75,verified_failure,7bb66119b31ce8cd
real_typeii_20db_d1024_bw180_blk0,1024,180.0,cascade_lite,128,4,4.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d1024_bw100_blk0,1024,100.0,cascade_lite,128,4,4.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d1024_bw180_blk0,1024,180.0,cascade_lite,128,4,3.0,0.75,verified_failure,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw180_blk0,1024,180.0,cascade_lite,128,4,4.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d1024_bw100_blk0,1024,100.0,cascade_lite,128,4,4.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d1024_bw180_blk0,1024,180.0,cascade_lite,128,4,4.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d1024_bw180_blk0,1024,180.0,cascade_lite,128,4,4.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d16_bw100_blk0,16,100.0,cascade_lite,128,2,1.0,0.5,verified_failure,3ddb0e813f8c9fa7
real_typeii_20db_d16_bw100_blk0,16,100.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d16_bw100_blk0,16,100.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d16_bw100_blk0,16,100.0,cascade_lite,128,2,1.0,0.5,verified_failure,7bb66119b31ce8cd
real_typeii_20db_d16_bw180_blk0,16,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d16_bw100_blk0,16,100.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d1024_bw200_blk0,1024,200.0,cascade_lite,128,4,4.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d1024_bw200_blk0,1024,200.0,cascade_lite,128,4,4.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d16_bw180_blk0,16,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7bb66119b31ce8cd
real_typeii_20db_d1024_bw200_blk0,1024,200.0,cascade_lite,128,4,4.0,1.0,real_ir_success,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw200_blk0,1024,200.0,cascade_lite,128,4,4.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d16_bw100_blk0,16,100.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d16_bw180_blk0,16,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw200_blk0,1024,200.0,cascade_lite,128,4,4.0,1.0,real_ir_success,7bb66119b31ce8cd
real_typeii_20db_d16_bw180_blk0,16,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d1024_bw200_blk0,1024,200.0,cascade_lite,128,4,4.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d16_bw60_blk0,16,60.0,cascade_lite,128,2,1.0,0.5,verified_failure,7bb66119b31ce8cd
real_typeii_20db_d16_bw180_blk0,16,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d16_bw180_blk0,16,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d16_bw60_blk0,16,60.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d32_bw180_blk0,32,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7bb66119b31ce8cd
real_typeii_20db_d16_bw60_blk0,16,60.0,cascade_lite,128,2,2.0,1.0,real_ir_success,3ddb0e813f8c9fa7
real_typeii_20db_d16_bw60_blk0,16,60.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d32_bw100_blk0,32,100.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d16_bw60_blk0,16,60.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d32_bw100_blk0,32,100.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7bb66119b31ce8cd
real_typeii_20db_d32_bw100_blk0,32,100.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d16_bw60_blk0,16,60.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d32_bw100_blk0,32,100.0,cascade_lite,128,2,2.0,1.0,real_ir_success,3ddb0e813f8c9fa7
real_typeii_20db_d32_bw100_blk0,32,100.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d32_bw180_blk0,32,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d32_bw100_blk0,32,100.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d32_bw40_blk0,32,40.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d32_bw40_blk0,32,40.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7bb66119b31ce8cd
real_typeii_20db_d32_bw180_blk0,32,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,3ddb0e813f8c9fa7
real_typeii_20db_d8_bw120_blk0,8,120.0,cascade_lite,128,2,1.0,0.5,verified_failure,7bb66119b31ce8cd
real_typeii_20db_d32_bw40_blk0,32,40.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d32_bw40_blk0,32,40.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d32_bw180_blk0,32,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d8_bw180_blk0,8,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7bb66119b31ce8cd
real_typeii_20db_d8_bw120_blk0,8,120.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d32_bw60_blk0,32,60.0,cascade_lite,128,2,1.0,0.5,verified_failure,7bb66119b31ce8cd
real_typeii_20db_d32_bw180_blk0,32,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d32_bw40_blk0,32,40.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d8_bw120_blk0,8,120.0,cascade_lite,128,2,1.0,0.5,verified_failure,3ddb0e813f8c9fa7
real_typeii_20db_d8_bw120_blk0,8,120.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d8_bw200_blk0,8,200.0,cascade_lite,128,2,1.0,0.5,verified_failure,3ddb0e813f8c9fa7
real_typeii_20db_d8_bw120_blk0,8,120.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d8_bw180_blk0,8,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d8_bw180_blk0,8,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d8_bw200_blk0,8,200.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d32_bw40_blk0,32,40.0,cascade_lite,128,2,2.0,1.0,real_ir_success,3ddb0e813f8c9fa7
real_typeii_20db_d8_bw50_blk0,8,50.0,cascade_lite,128,2,0.0,0.0,verified_failure,7bb66119b31ce8cd
real_typeii_20db_d8_bw200_blk0,8,200.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d8_bw120_blk0,8,120.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d8_bw180_blk0,8,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d8_bw200_blk0,8,200.0,cascade_lite,128,2,1.0,0.5,verified_failure,7bb66119b31ce8cd
real_typeii_20db_d32_bw180_blk0,32,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d8_bw200_blk0,8,200.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d8_bw180_blk0,8,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d32_bw60_blk0,32,60.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d8_bw180_blk0,8,180.0,cascade_lite,128,2,2.0,1.0,real_ir_success,3ddb0e813f8c9fa7
real_typeii_20db_d32_bw60_blk0,32,60.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d8_bw50_blk0,8,50.0,cascade_lite,128,2,1.0,0.5,verified_failure,3ddb0e813f8c9fa7
real_typeii_20db_d32_bw60_blk0,32,60.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d8_bw50_blk0,8,50.0,cascade_lite,128,2,2.0,1.0,real_ir_success,7ee822c7f60512c0
real_typeii_20db_d8_bw50_blk0,8,50.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d8_bw200_blk0,8,200.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d8_bw50_blk0,8,50.0,cascade_lite,128,2,2.0,1.0,real_ir_success,d8c9e97fcf2fa52f
real_typeii_20db_d32_bw60_blk0,32,60.0,cascade_lite,128,2,2.0,1.0,real_ir_success,1cdb1b55b06d0718
real_typeii_20db_d8_bw50_blk0,8,50.0,cascade_lite,128,2,2.0,1.0,real_ir_success,e41b94e22127bc2a
real_typeii_20db_d32_bw60_blk0,32,60.0,cascade_lite,128,2,2.0,1.0,real_ir_success,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw100_blk0,1024,100.0,layered_ldpc_lite,128,4,4.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d1024_bw180_blk0,1024,180.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw100_blk0,1024,100.0,layered_ldpc_lite,128,4,3.0,0.75,decode_improved_but_unverified,9670a15685aa444a
real_typeii_20db_d1024_bw100_blk0,1024,100.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d1024_bw180_blk0,1024,180.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d1024_bw180_blk0,1024,180.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d1024_bw100_blk0,1024,100.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d1024_bw100_blk0,1024,100.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d1024_bw100_blk0,1024,100.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw180_blk0,1024,180.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d1024_bw180_blk0,1024,180.0,layered_ldpc_lite,128,4,2.0,0.5,decode_improved_but_unverified,221e5a91339f6e44
real_typeii_20db_d1024_bw100_blk0,1024,100.0,layered_ldpc_lite,128,4,4.0,1.0,real_ir_success,b07a3943cf9048dc
real_typeii_20db_d1024_bw180_blk0,1024,180.0,layered_ldpc_lite,128,4,2.0,0.5,decode_improved_but_unverified,b07a3943cf9048dc
real_typeii_20db_d1024_bw100_blk0,1024,100.0,layered_ldpc_lite,128,4,4.0,1.0,real_ir_success,221e5a91339f6e44
real_typeii_20db_d1024_bw100_blk0,1024,100.0,layered_ldpc_lite,128,4,3.0,0.75,decode_improved_but_unverified,e8db1e33326bc16a
real_typeii_20db_d1024_bw100_blk0,1024,100.0,layered_ldpc_lite,128,4,4.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d16_bw100_blk0,16,100.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d16_bw100_blk0,16,100.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d16_bw100_blk0,16,100.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d16_bw100_blk0,16,100.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d16_bw100_blk0,16,100.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,b07a3943cf9048dc
real_typeii_20db_d16_bw100_blk0,16,100.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,221e5a91339f6e44
real_typeii_20db_d16_bw100_blk0,16,100.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d16_bw100_blk0,16,100.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d1024_bw180_blk0,1024,180.0,layered_ldpc_lite,128,4,4.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d1024_bw200_blk0,1024,200.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d1024_bw180_blk0,1024,180.0,layered_ldpc_lite,128,4,4.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d1024_bw200_blk0,1024,200.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d1024_bw180_blk0,1024,180.0,layered_ldpc_lite,128,4,4.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d1024_bw180_blk0,1024,180.0,layered_ldpc_lite,128,4,4.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d1024_bw200_blk0,1024,200.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d1024_bw200_blk0,1024,200.0,layered_ldpc_lite,128,4,2.0,0.5,decode_improved_but_unverified,b07a3943cf9048dc
real_typeii_20db_d1024_bw200_blk0,1024,200.0,layered_ldpc_lite,128,4,3.0,0.75,decode_improved_but_unverified,e8db1e33326bc16a
real_typeii_20db_d1024_bw200_blk0,1024,200.0,layered_ldpc_lite,128,4,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw200_blk0,1024,200.0,layered_ldpc_lite,128,4,3.0,0.75,decode_improved_but_unverified,221e5a91339f6e44
real_typeii_20db_d16_bw100_blk0,16,100.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d1024_bw200_blk0,1024,200.0,layered_ldpc_lite,128,4,4.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d1024_bw200_blk0,1024,200.0,layered_ldpc_lite,128,4,4.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d1024_bw200_blk0,1024,200.0,layered_ldpc_lite,128,4,3.0,0.75,decode_improved_but_unverified,9670a15685aa444a
real_typeii_20db_d16_bw100_blk0,16,100.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d16_bw180_blk0,16,180.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d16_bw180_blk0,16,180.0,layered_ldpc_lite,128,2,1.0,0.5,decode_improved_but_unverified,ec874e3fd7633e78
real_typeii_20db_d16_bw180_blk0,16,180.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d16_bw180_blk0,16,180.0,layered_ldpc_lite,128,2,1.0,0.5,decode_improved_but_unverified,f3f67ce02bdd88ce
real_typeii_20db_d16_bw180_blk0,16,180.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,221e5a91339f6e44
real_typeii_20db_d16_bw180_blk0,16,180.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,b07a3943cf9048dc
real_typeii_20db_d16_bw180_blk0,16,180.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d16_bw180_blk0,16,180.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d16_bw180_blk0,16,180.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d16_bw180_blk0,16,180.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,128,2,1.0,0.5,decode_improved_but_unverified,221e5a91339f6e44
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,128,2,1.0,0.5,decode_improved_but_unverified,b07a3943cf9048dc
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,128,2,1.0,0.5,decode_improved_but_unverified,b07a3943cf9048dc
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,128,2,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,128,2,1.0,0.5,decode_improved_but_unverified,221e5a91339f6e44
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,128,2,2.0,1.0,real_ir_success,c0088d2836df2d57
