dataset_id,dimension,bin_width_ps,method,frame_len_symbols,n_frames_attempted,n_frames_success,accepted_frame_fraction,success_classification,param_hash
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,221e5a91339f6e44
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,b07a3943cf9048dc
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d16_bw60_blk0,16,60.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,b07a3943cf9048dc
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,221e5a91339f6e44
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d32_bw100_blk0,32,100.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,b07a3943cf9048dc
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,221e5a91339f6e44
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d32_bw180_blk0,32,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,b07a3943cf9048dc
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,221e5a91339f6e44
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d32_bw40_blk0,32,40.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,221e5a91339f6e44
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,b07a3943cf9048dc
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,b07a3943cf9048dc
real_typeii_20db_d32_bw60_blk0,32,60.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,221e5a91339f6e44
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d8_bw120_blk0,8,120.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,ec874e3fd7633e78
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,f3f67ce02bdd88ce
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,b07a3943cf9048dc
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,221e5a91339f6e44
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d8_bw180_blk0,8,180.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,b07a3943cf9048dc
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,221e5a91339f6e44
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,1b68567774e87e2e
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,dc1d252b3b27a80e
real_typeii_20db_d8_bw200_blk0,8,200.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e70c48e72e0f514c
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,f3f67ce02bdd88ce
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,ec874e3fd7633e78
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,b07a3943cf9048dc
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,256,1,0.0,0.0,decode_failed,221e5a91339f6e44
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e8db1e33326bc16a
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,9670a15685aa444a
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,c0088d2836df2d57
real_typeii_20db_d8_bw50_blk0,8,50.0,layered_ldpc_lite,256,1,1.0,1.0,real_ir_success,e70c48e72e0f514c
polar_row_0,4,20.0,polar_historical,4,64,0.0,0.0,historical_baseline,
polar_row_1,4,30.0,polar_historical,4,64,0.0,0.0,historical_baseline,
polar_row_2,4,40.0,polar_historical,4,64,0.0,0.0,historical_baseline,
polar_row_3,4,50.0,polar_historical,4,64,0.0,0.0,historical_baseline,
polar_row_4,4,60.0,polar_historical,4,64,0.0,0.0,historical_baseline,
polar_row_5,4,80.0,polar_historical,4,64,0.0,0.0,historical_baseline,
polar_row_6,4,100.0,polar_historical,4,64,0.0,0.0,historical_baseline,
polar_row_7,4,120.0,polar_historical,4,64,64.0,1.0,historical_baseline,
polar_row_8,4,150.0,polar_historical,4,64,64.0,1.0,historical_baseline,
polar_row_9,4,180.0,polar_historical,4,64,64.0,1.0,historical_baseline,
polar_row_10,4,200.0,polar_historical,4,64,64.0,1.0,historical_baseline,
polar_row_11,8,20.0,polar_historical,8,32,0.0,0.0,historical_baseline,
polar_row_12,8,30.0,polar_historical,8,32,0.0,0.0,historical_baseline,
polar_row_13,8,40.0,polar_historical,8,32,0.0,0.0,historical_baseline,
polar_row_14,8,50.0,polar_historical,8,32,0.0,0.0,historical_baseline,
polar_row_15,8,60.0,polar_historical,8,32,0.0,0.0,historical_baseline,
polar_row_16,8,80.0,polar_historical,8,32,0.0,0.0,historical_baseline,
polar_row_17,8,100.0,polar_historical,8,32,0.0,0.0,historical_baseline,
polar_row_18,8,120.0,polar_historical,8,32,0.0,0.0,historical_baseline,
polar_row_19,8,150.0,polar_historical,8,32,32.0,1.0,historical_baseline,
polar_row_20,8,180.0,polar_historical,8,32,32.0,1.0,historical_baseline,
polar_row_21,8,200.0,polar_historical,8,32,0.0,0.0,historical_baseline,
polar_row_22,16,20.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_23,16,30.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_24,16,40.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_25,16,50.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_26,16,60.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_27,16,80.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_28,16,100.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_29,16,120.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_30,16,150.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_31,16,180.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_32,16,200.0,polar_historical,16,16,0.0,0.0,historical_baseline,
polar_row_33,32,20.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_34,32,30.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_35,32,40.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_36,32,50.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_37,32,60.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_38,32,80.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_39,32,100.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_40,32,120.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_41,32,150.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_42,32,180.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_43,32,200.0,polar_historical,32,8,0.0,0.0,historical_baseline,
polar_row_44,64,20.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_45,64,30.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_46,64,40.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_47,64,50.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_48,64,60.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_49,64,80.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_50,64,100.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_51,64,120.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_52,64,150.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_53,64,180.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_54,64,200.0,polar_historical,64,4,0.0,0.0,historical_baseline,
polar_row_55,128,20.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_56,128,30.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_57,128,40.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_58,128,50.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_59,128,60.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_60,128,80.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_61,128,100.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_62,128,120.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_63,128,150.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_64,128,180.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_65,128,200.0,polar_historical,128,2,0.0,0.0,historical_baseline,
polar_row_66,256,20.0,polar_historical,256,1,0.0,0.0,historical_baseline,
polar_row_67,256,30.0,polar_historical,256,1,0.0,0.0,historical_baseline,
polar_row_68,256,40.0,polar_historical,256,1,0.0,0.0,historical_baseline,
polar_row_69,256,50.0,polar_historical,256,1,0.0,0.0,historical_baseline,
polar_row_70,256,60.0,polar_historical,256,1,0.0,0.0,historical_baseline,
polar_row_71,256,80.0,polar_historical,256,1,0.0,0.0,historical_baseline,
polar_row_72,256,100.0,polar_historical,256,1,0.0,0.0,historical_baseline,
polar_row_73,256,120.0,polar_historical,256,1,0.0,0.0,historical_baseline,
polar_row_74,256,150.0,polar_historical,256,1,0.0,0.0,historical_baseline,
polar_row_75,256,180.0,polar_historical,256,1,0.0,0.0,historical_baseline,
polar_row_76,256,200.0,polar_historical,256,1,1.0,1.0,historical_baseline,
polar_row_77,512,20.0,polar_historical,512,1,0.0,0.0,historical_baseline,
polar_row_78,512,30.0,polar_historical,512,1,0.0,0.0,historical_baseline,
polar_row_79,512,40.0,polar_historical,512,1,0.0,0.0,historical_baseline,
polar_row_80,512,50.0,polar_historical,512,1,0.0,0.0,historical_baseline,
polar_row_81,512,60.0,polar_historical,512,1,0.0,0.0,historical_baseline,
polar_row_82,512,80.0,polar_historical,512,1,1.0,1.0,historical_baseline,
polar_row_83,512,100.0,polar_historical,512,1,1.0,1.0,historical_baseline,
polar_row_84,512,120.0,polar_historical,512,1,1.0,1.0,historical_baseline,
polar_row_85,512,150.0,polar_historical,512,1,1.0,1.0,historical_baseline,
polar_row_86,512,180.0,polar_historical,512,1,1.0,1.0,historical_baseline,
polar_row_87,512,200.0,polar_historical,512,1,1.0,1.0,historical_baseline,
polar_row_88,1024,20.0,polar_historical,1024,42,0.0,0.0,historical_baseline,
polar_row_89,1024,30.0,polar_historical,1024,49,0.0,0.0,historical_baseline,
polar_row_90,1024,40.0,polar_historical,1024,28,0.0,0.0,historical_baseline,
polar_row_91,1024,50.0,polar_historical,1024,28,0.0,0.0,historical_baseline,
polar_row_92,1024,60.0,polar_historical,1024,29,0.0,0.0,historical_baseline,
polar_row_93,1024,80.0,polar_historical,1024,29,0.0,0.0,historical_baseline,
polar_row_94,1024,100.0,polar_historical,1024,29,0.0,0.0,historical_baseline,
polar_row_95,1024,120.0,polar_historical,1024,29,0.0,0.0,historical_baseline,
polar_row_96,1024,150.0,polar_historical,1024,29,0.0,0.0,historical_baseline,
polar_row_97,1024,180.0,polar_historical,1024,29,0.0,0.0,historical_baseline,
polar_row_98,1024,200.0,polar_historical,1024,29,0.0,0.0,historical_baseline,
polar_row_99,2048,20.0,polar_historical,2048,12,0.0,0.0,historical_baseline,
polar_row_100,2048,30.0,polar_historical,2048,13,0.0,0.0,historical_baseline,
polar_row_101,2048,40.0,polar_historical,2048,14,0.0,0.0,historical_baseline,
polar_row_102,2048,50.0,polar_historical,2048,14,0.0,0.0,historical_baseline,
polar_row_103,2048,60.0,polar_historical,2048,14,0.0,0.0,historical_baseline,
polar_row_104,2048,80.0,polar_historical,2048,14,0.0,0.0,historical_baseline,
polar_row_105,2048,100.0,polar_historical,2048,14,0.0,0.0,historical_baseline,
polar_row_106,2048,120.0,polar_historical,2048,14,0.0,0.0,historical_baseline,
polar_row_107,2048,150.0,polar_historical,2048,14,0.0,0.0,historical_baseline,
polar_row_108,2048,180.0,polar_historical,2048,14,0.0,0.0,historical_baseline,
polar_row_109,2048,200.0,polar_historical,2048,14,0.0,0.0,historical_baseline,
polar_row_110,4096,20.0,polar_historical,4096,6,0.0,0.0,historical_baseline,
polar_row_111,4096,30.0,polar_historical,4096,6,0.0,0.0,historical_baseline,
polar_row_112,4096,40.0,polar_historical,4096,7,0.0,0.0,historical_baseline,
polar_row_113,4096,50.0,polar_historical,4096,7,0.0,0.0,historical_baseline,
polar_row_114,4096,60.0,polar_historical,4096,7,0.0,0.0,historical_baseline,
polar_row_115,4096,80.0,polar_historical,4096,7,0.0,0.0,historical_baseline,
polar_row_116,4096,100.0,polar_historical,4096,7,0.0,0.0,historical_baseline,
polar_row_117,4096,120.0,polar_historical,4096,7,0.0,0.0,historical_baseline,
polar_row_118,4096,150.0,polar_historical,4096,7,0.0,0.0,historical_baseline,
polar_row_119,4096,180.0,polar_historical,4096,7,0.0,0.0,historical_baseline,
polar_row_120,4096,200.0,polar_historical,4096,7,0.0,0.0,historical_baseline,
