frame_id,status,exact_correct,syndrome_ok,postprocess_used,iterations,decoder_status,runtime_s,syndrome_symbols,syndrome_bits
0,exact_mismatch,False,True,True,3,converged_no_syndrome,0.703,4,40
1,exact_correct,True,True,False,3,success,0.75,4,40
2,exact_correct,True,True,False,2,success,0.484,4,40
3,exact_correct,True,True,False,2,success,0.5,4,40
4,exact_mismatch,False,True,True,3,converged_no_syndrome,0.734,4,40
5,exact_mismatch,False,True,True,6,converged_no_syndrome,1.484,4,40
6,exact_mismatch,False,True,True,7,converged_no_syndrome,1.734,4,40
7,exact_correct,True,True,False,3,success,0.75,4,40
