dataset_id,dimension,bin_width_ps,frame_cap,frames_used_actual,method,method_status,backend_status,block_size_schedule,num_passes,permutation_mode,seed,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,raw_ser,post_ir_ser,leak_EC_actual_bits,leak_EC_per_input_bit,beta_eff_empirical,runtime_s,notes,param_hash,real_ir_success,success_classification
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,4,4,0,0,1.0,0.19921875,0.0,1056.0,1.03125,0.0,0.059315400023479,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=714; bisection_disclosures_bits=214; verification_bits=128; other_disclosures_bits=0; candidate_flips=66; verified_flips=66; total_blocks_checked=357",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,4,4,0,0,1.0,0.1171875,0.0,571.0,0.5576171875,0.0,0.1496448999969288,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=230; bisection_disclosures_bits=213; verification_bits=128; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=115",7bb66119b31ce8cd,True,real_ir_success
real_typeii_20db_d16_bw60_blk0,16,60,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,4,4,0,0,1.0,0.23828125,0.0,801.0,0.7822265625,0.0,0.148914399993373,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=384; bisection_disclosures_bits=289; verification_bits=128; other_disclosures_bits=0; candidate_flips=68; verified_flips=68; total_blocks_checked=192",7ee822c7f60512c0,True,real_ir_success
real_typeii_20db_d8_bw120_blk0,8,120,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,1,4,4,0,0,1.0,0.125,0.0,557.0,0.7252604166666666,0.0,0.1539575000060722,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=284; bisection_disclosures_bits=145; verification_bits=128; other_disclosures_bits=0; candidate_flips=38; verified_flips=38; total_blocks_checked=142",9b5934726b7a6d94,True,real_ir_success
real_typeii_20db_d8_bw180_blk0,8,180,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,4,4,0,0,1.0,0.0859375,0.0,428.0,0.5572916666666666,0.0,0.0229539000138174,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=172; bisection_disclosures_bits=128; verification_bits=128; other_disclosures_bits=0; candidate_flips=29; verified_flips=29; total_blocks_checked=86",7bb66119b31ce8cd,True,real_ir_success
real_typeii_20db_d8_bw50_blk0,8,50,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,seeded_random,1,4,4,0,0,1.0,0.23828125,0.0,948.0,1.234375,0.0,0.0628622000222094,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=624; bisection_disclosures_bits=196; verification_bits=128; other_disclosures_bits=0; candidate_flips=66; verified_flips=66; total_blocks_checked=312",8c14481b3b13ba97,True,real_ir_success
