frame_id,status,exact_correct,iterations,decoder_status,runtime_s,syndrome_symbols,syndrome_bits
0,exact_mismatch,False,10,max_iter_reached,37.891,73,730
1,exact_mismatch,False,10,max_iter_reached,38.25,73,730
2,exact_mismatch,False,10,max_iter_reached,38.828,73,730
3,exact_mismatch,False,10,max_iter_reached,31.625,73,730
