stratum,plan_frame_id,alice_sha256,bob_sha256,transcript_bytes_len,transcript_bytes_sha256,dataset_id,frame_id,n_pairs,pair_idx_sequence_sha256,method,attempted,denominator_included,status,failure_reason,dimension,frame_len_symbols,raw_ser,verification_invoked,verification_seed_id,verification_tag_bits,epsilon_ec,key_dependent_disclosure_bits_total,public_control_bits_total,transcript_first_event_id,transcript_last_event_id,transcript_sha256,runtime_s,decoder_call_count,verification_check_count,ldpc_syndrome_bits,verification_tag_bits_component,selection_sha256,channel_model_sha256,codebook_manifest_sha256,policy_sha256,mapping,leakage_comparison_policy,backend_name,backend_version
d1024_bw120,d1024_bw120:002de0381b6d4bec9e03404f676b5c36eeb4757ba6e47c0de4d2d2a311f89270,67b6ff2c784de084ea9489a09697dfd520fc53a42a4c10abc2be505bf65639c7,fc0b9738c199cb905851612cd1307cbfd2444e24dae91ba757d5d70811abc6e6,4392,ecef838b72056937286c8710d8ac55d677190f784d11c55f725576a324273903,d1024_bw120,d1024_bw120:002de0381b6d4bec9e03404f676b5c36eeb4757ba6e47c0de4d2d2a311f89270,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.11328125,true,7a8de448183d70d566aa36f0f87eee3b68be0e4fb37506654d232d59954fa48e,64,5.421010862427522e-20,648,2623,1,13,ecef838b72056937286c8710d8ac55d677190f784d11c55f725576a324273903,0.46900000001187436,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
d1024_bw120,d1024_bw120:00cb099122f15528cd3c5925808326d5dfee930f1778f2fa62fa39f5abf95c8d,2499a55fd891e9081863449e7ce26bdcbaab5f32bd9298c91fd2c771d60a5e2e,cd2a5e34ca225ac0e2054261e84a58e8c905689339f66c5268c4dbc6a014447f,4392,0e99781c2ba8376774bd3bd451415a0db358eb3e9e8b663fc4e821f90fd6490e,d1024_bw120,d1024_bw120:00cb099122f15528cd3c5925808326d5dfee930f1778f2fa62fa39f5abf95c8d,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.09765625,true,828f8833fd5261b75855bd59e37e6b56f9124f091ec16f1b1eae7bef3c4d0b38,64,5.421010862427522e-20,648,2623,1,13,0e99781c2ba8376774bd3bd451415a0db358eb3e9e8b663fc4e821f90fd6490e,0.0629999999946449,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
d1024_bw120,d1024_bw120:013137ecf34a683fe9580d4e1927c1e3f80504bbc67ec31712f17e4b32718530,3b6e0cc0e7b9697ef8b212b0c302187a77ff834349b3f7a2fc687febb7d2b450,9252d7ce0b1e284186b32b000c764196e4a145f10e76442df7419bdeeaa14637,4392,eaec07ae53deb86190767a8bc98e12114df49693b314d1e6e5f82ce9842d2096,d1024_bw120,d1024_bw120:013137ecf34a683fe9580d4e1927c1e3f80504bbc67ec31712f17e4b32718530,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.14453125,true,04510056fc9255423c04bbf8623cddb8a15569ba741bca4644bd0270673f67f6,64,5.421010862427522e-20,648,2623,1,13,eaec07ae53deb86190767a8bc98e12114df49693b314d1e6e5f82ce9842d2096,0.062000000005355105,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
d1024_bw120,d1024_bw120:0187821b8802791b821d8c97216ccfebd2a8a97299982a48622878277d8acff8,5947e54b05fbddd7422712fcc4481009f592dea2404f0e5272d096ab0cc03f23,4189e2acc2eca4a06ae045d9ed4c1d63ef3b9256da101ad82e7e479f46ec2983,4392,69bd770473d51a66ed20d9570c0a1705002e466e559beae6e579fe10c458d11b,d1024_bw120,d1024_bw120:0187821b8802791b821d8c97216ccfebd2a8a97299982a48622878277d8acff8,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.08984375,true,88b8660690fe088c8f6a7491c38784acc51185e0d3070a8cd8c979d9ac88b6ee,64,5.421010862427522e-20,648,2623,1,13,69bd770473d51a66ed20d9570c0a1705002e466e559beae6e579fe10c458d11b,0.0629999999946449,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
d1024_bw120,d1024_bw120:01ca651a3eb468789448d31aeca529a984d33cff0e9d39686fb8308f7a9285c2,fa7d13de8224f0f332dfa81314978b109a9a34303fa300bac05c129252ff878c,5faee26c16ddd35e5e380e9886e23fa35dc2a0e1d50d5c85b4c0a68dddcab5b9,4392,f183511c1d5ae734182b6a5b85a478304ce3854125e636bba58b1da701a3c402,d1024_bw120,d1024_bw120:01ca651a3eb468789448d31aeca529a984d33cff0e9d39686fb8308f7a9285c2,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.109375,true,d222e5b4efdeb06da7ed6caa5fc264b99a8dc1d7f1d8275b2cf8c293a7a46291,64,5.421010862427522e-20,648,2623,1,13,f183511c1d5ae734182b6a5b85a478304ce3854125e636bba58b1da701a3c402,0.046999999991385266,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
d1024_bw120,d1024_bw120:021c5188876f1a78f436a200f20dac3e54a488b0b5c80a55035a7e916f1ffc42,97db261d65373c25b45437c19a6e5b0c63b305f7b56ba88bad121df3c4b9ebc9,5e29bda203981ed4bd9eac0691b0167220d184d4495cb5bcf235910cb4c7b67d,4392,f983621bf00e8f3f35ccbaa6c897f2404f6fbd2f66b18adce4c210801f6ecb9f,d1024_bw120,d1024_bw120:021c5188876f1a78f436a200f20dac3e54a488b0b5c80a55035a7e916f1ffc42,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.09765625,true,32fe8e6f0f7587832530d7447cf869be222598580ea5e44d98687712f4d7ce69,64,5.421010862427522e-20,648,2623,1,13,f983621bf00e8f3f35ccbaa6c897f2404f6fbd2f66b18adce4c210801f6ecb9f,0.062000000005355105,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
d1024_bw120,d1024_bw120:0284476aeb4c0e6d27c41857414001818b0d3df1c81261f23ec65220802a2f68,4ed8d501c57d5bde8dc9df5ffc0508022b027f7ff8e1922582dd869108dc38a8,ae4dc31784b3153baa1a3a75e2d5f08cbbcac4fddfa421eab2819ac1f90b2291,4392,9503a096dde2eb6e6d8d3823add5d5c6172a3733817dace82723996c8b1ce47e,d1024_bw120,d1024_bw120:0284476aeb4c0e6d27c41857414001818b0d3df1c81261f23ec65220802a2f68,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.12890625,true,ac1041553a27f4dae74231bb5bd59cb0377644aa4ce586951da3b2dd8a5318cc,64,5.421010862427522e-20,648,2623,1,13,9503a096dde2eb6e6d8d3823add5d5c6172a3733817dace82723996c8b1ce47e,0.0629999999946449,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
d1024_bw120,d1024_bw120:02981cb00147926f7b42371fca08dfce7e30cb33d5c82c5a77d60fb548d9cc07,f50c7600c59f1f0cba4ca53462f0703975cfe14c1ad1256c2d8d0e0d94f4b702,4964cc00816ee92bf12d9faf7dac723ca6e43f5b7b4bbd3453cd835282d03cd5,4392,50853bdca5f738af56957c0b4685a5af7ef95eec3316f672b8f3351cb484a26b,d1024_bw120,d1024_bw120:02981cb00147926f7b42371fca08dfce7e30cb33d5c82c5a77d60fb548d9cc07,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.1171875,true,c57e6248e8a2034504d88ce58746844f75dfa94042d8b10757c63b94e1e62cb5,64,5.421010862427522e-20,648,2623,1,13,50853bdca5f738af56957c0b4685a5af7ef95eec3316f672b8f3351cb484a26b,0.062000000005355105,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
d1024_bw120,d1024_bw120:0303b651b7505a919125ca5a122c70288fb43b9814e5c15844a0410c16fb63e3,752d21bcdc6478dc828c9399cf498513134f7565feb9fd46385669d294390ce6,f3a0bd2e91484c70f98b689b1e80a51940559df4b177bb6ad663f049ff0d2b63,4392,754e2eb9e393c9a9993a03c4c040a1db93535d79424bf156355eb733b3734fb2,d1024_bw120,d1024_bw120:0303b651b7505a919125ca5a122c70288fb43b9814e5c15844a0410c16fb63e3,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.109375,true,3a59f59d91f693fa7b8ad430193ace6988942b6cbbb299746a461810fd5f9e78,64,5.421010862427522e-20,648,2623,1,13,754e2eb9e393c9a9993a03c4c040a1db93535d79424bf156355eb733b3734fb2,0.046999999991385266,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
d1024_bw120,d1024_bw120:04f7ff629337ca94af2e3e673676bf6bc213b94102f6c40aa06ffc1e126e596d,0400311ffd8799e7510370607b8b506f727972a1b281efb3ad1bd6e03e37e03c,e51a5e82528169d8a7ebc8d168446985764772ab080137df5eb68fbf201fd5d4,4392,9eaff1e2c17c9a1303a4a9ff4f72ea4ea1015b0633050ebf2ab6e7d5c2e49b93,d1024_bw120,d1024_bw120:04f7ff629337ca94af2e3e673676bf6bc213b94102f6c40aa06ffc1e126e596d,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.0703125,true,43a74c3331e80df88f8373b85ba350d56475317579e48dfc140bc0394f270d00,64,5.421010862427522e-20,648,2623,1,13,9eaff1e2c17c9a1303a4a9ff4f72ea4ea1015b0633050ebf2ab6e7d5c2e49b93,0.046000000002095476,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
