n,verify,block,parity,schedule,beta_raw_avg,beta_raw_synth,beta_raw_real,leak_parity_avg,leak_verify_avg,leak_total_avg,FER_avg,FER_synth,FER_real,throughput_avg,verify_per_bit
5120,32,32,1,"32,64,128,256",0.9777028854302772,0.9663269231161848,0.9890788477443695,35700.0,32.0,35732.0,0.98,0.98,0.98,2022432.4010380157,0.000625
5120,64,32,1,"32,64,128,256",0.9773424431291077,0.9656356426112974,0.9890492436469179,35972.5,64.0,36036.5,0.98,0.98,0.98,2020169.0106362212,0.00125
5120,64,64,1,"64,128,256,512",0.9708755534248266,0.9524966415780286,0.9892544652716246,41105.0,64.0,41169.0,0.97,0.96,0.98,2021836.9873681287,0.00125
5120,32,64,1,"64,128,256,512",0.9705746610656908,0.9519856762095661,0.9891636459218155,41248.0,32.0,41280.0,0.9724999999999999,0.965,0.98,2021379.2379148887,0.000625
5120,32,16,1,"16,32,64,128",0.9586098218151904,0.9305776145177664,0.9866420291126142,55121.0,32.0,55153.0,0.965,0.95,0.98,2023263.861972157,0.000625
5120,32,32,2,"32,64,128,256",0.954160749270121,0.9300529131271505,0.9782685854130915,72124.0,32.0,72156.0,0.9775,0.975,0.98,2013095.2878368082,0.000625
