frame_id,status,exact_correct,syndrome_ok,postprocess_used,iterations,decoder_status,runtime_s,syndrome_symbols,syndrome_bits
0,exact_mismatch,False,True,True,5,converged_no_syndrome,2.203,9,90
1,exact_correct,True,True,False,2,success,0.906,9,90
2,exact_mismatch,False,True,True,6,converged_no_syndrome,2.719,9,90
3,exact_mismatch,False,True,True,10,converged_no_syndrome,4.532,9,90
