dimension,bin_width_ps,status,sidecar_verdict,fail_reason,skip_reason,raw_ser,map_ser,near_neighbor_frac,n_pairs_actual,frame_diag_available,coincidence_rate_hz,coincidence_rate_source_tag,sc_hard_PIE,cpp_scl_hard_PIE,best_hard_PIE,chi_E,PIE_practical,SKR_measured_bps,accepted_rate_proxy,IAB_est,IAB_or_proxy,beta_or_proxy,leak_ec_bits_or_proxy,layers_success_sc,layers_success_scl,layers_success_best,security_claim_level,security_assumption_tag,pairing_model_tag,multi_event_handling_tag,frame_cleaning_tag,chi_E_source_tag,visibility_assumed,result_scope_tag,processing_rule_version,pairing_path_tag,effective_pairing_window_ps,threshold_ps,threshold_ratio_to_bw,pairing_window_source_tag,n_pairs_in_clean_frames,n_pairs_in_ambiguous_frames,clean_pair_fraction,both_multi_frame_fraction
1024,150,PASS,PASS,,,0.08075002355601621,0.08075002355601621,1.0,74291,1,24763.667245946628,explicit_acquisition_duration,7.482177734375,7.50537109375,7.604736328125,0.41862569224030377,7.186110635884696,177954.45257960656,24763.667245946628,8.78779714030544,8.78779714030544,0.8653745878185668,1.1830608121804396,10,10,10,engineering_diagnostic,zhang2014_niu2016_style_conditional_not_unconditional,nearest,candidate_pair_multievent_diagnostic_only,corrected_frame_candidate_pair_diagnostic_only,visibility_assumed_interface,0.95,polar_reconciliation_evaluation,pairing_v2,time_pairs_nearest,150,150,1.0,bw_fallback,74106,185,0.9975097925724515,0.001212839932080964
1024,180,PASS,PASS,,,0.06941046802333396,0.06941046802333396,1.0,74398,1,24799.33855286665,explicit_acquisition_duration,7.5634765625,7.340087890625,7.60986328125,0.41862569224030377,7.191237589009696,178337.935583952,24799.33855286665,8.942273386602908,8.942273386602908,0.8509987284274834,1.332410105352908,10,10,10,engineering_diagnostic,zhang2014_niu2016_style_conditional_not_unconditional,nearest,candidate_pair_multievent_diagnostic_only,corrected_frame_candidate_pair_diagnostic_only,visibility_assumed_interface,0.95,polar_reconciliation_evaluation,pairing_v2,time_pairs_nearest,180,180,1.0,bw_fallback,74183,215,0.9971101373692841,0.0014132278123233466
1024,200,PASS,PASS,,,0.0641409596970226,0.0641409596970226,1.0,74461,1,24820.338557286537,explicit_acquisition_duration,7.552490234375,7.66748046875,7.726318359375,0.41862569224030377,7.307692667134696,181379.4060708834,24820.338557286537,9.015012580749644,9.015012580749644,0.857050202666774,1.2886942213746444,10,10,10,engineering_diagnostic,zhang2014_niu2016_style_conditional_not_unconditional,nearest,candidate_pair_multievent_diagnostic_only,corrected_frame_candidate_pair_diagnostic_only,visibility_assumed_interface,0.95,polar_reconciliation_evaluation,pairing_v2,time_pairs_nearest,200,200,1.0,bw_fallback,74183,278,0.9962665019271834,0.001856710393541877
