dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,syndrome_bits_frame,verification_bits_frame,other_disclosures_bits,parity_fraction,h_rows,h_cols,h_density,mapping,llr_mode,bitplane_rate_mode,bitplane_raw_ber_list,bitplane_success_list,estimated_error_rate,osd_order,bp_method,max_iter,fallback_to_raw_bob,failure_reason,dimension,bin_width_ps,data_mode,frame_cap,param_hash
real_typeii_20db_d1024_bw180_blk0,layered_ldpc_lite,0,False,False,0.234375,0.0234375,0.234375,0.0234375,892.0,106,673.6590000218712,860,32,0,0.67,86,128,0.035065406976744186,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0, 0.0078125, 0.0, 0.0, 0.0078125, 0.0234375, 0.0625, 0.1328125]","[True, True, True, True, True, True, True, True, True, True]",0.0234375,0,minimum_sum,50,True,candidate_failed_verification,1024,180,real_data,4,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw180_blk0,layered_ldpc_lite,1,False,False,0.21875,0.021875,0.21875,0.021875,892.0,63,348.43429998727515,860,32,0,0.67,86,128,0.035065406976744186,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0, 0.015625, 0.015625, 0.0078125, 0.015625, 0.015625, 0.0390625, 0.109375]","[True, True, True, True, True, True, True, True, True, True]",0.021875,0,minimum_sum,50,True,candidate_failed_verification,1024,180,real_data,4,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw180_blk0,layered_ldpc_lite,2,False,False,0.296875,0.0296875,0.296875,0.0296875,892.0,156,346.4938999968581,860,32,0,0.67,86,128,0.035065406976744186,gray,bsc_estimated,uniform,"[0.0, 0.0078125, 0.0, 0.0078125, 0.0078125, 0.0, 0.0234375, 0.0703125, 0.078125, 0.1015625]","[True, True, True, True, True, True, True, True, True, True]",0.0296875,0,minimum_sum,50,True,candidate_failed_verification,1024,180,real_data,4,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw180_blk0,layered_ldpc_lite,3,False,False,0.28125,0.028125,0.28125,0.028125,892.0,106,376.6730000206735,860,32,0,0.67,86,128,0.035065406976744186,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0078125, 0.0, 0.0, 0.0, 0.0078125, 0.0390625, 0.0625, 0.1640625]","[True, True, True, True, True, True, True, True, True, True]",0.028125,0,minimum_sum,50,True,candidate_failed_verification,1024,180,real_data,4,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,0,False,False,0.2578125,0.02578125,0.2578125,0.02578125,1192.0,57,724.5955999824218,1160,32,0,0.9,116,128,0.02646821120689655,gray,hard,uniform,"[0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0078125, 0.015625, 0.0234375, 0.03125, 0.171875]","[True, True, True, True, True, True, True, True, True, True]",0.02578125,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,9670a15685aa444a
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,0,False,False,0.2578125,0.02578125,0.2578125,0.02578125,892.0,59,709.5650999981444,860,32,0,0.67,86,128,0.035065406976744186,gray,hard,uniform,"[0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0078125, 0.015625, 0.0234375, 0.03125, 0.171875]","[True, True, True, True, True, True, True, True, True, True]",0.02578125,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,ec874e3fd7633e78
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,1,False,False,0.2265625,0.02265625,0.2265625,0.02265625,892.0,67,366.2301999866031,860,32,0,0.67,86,128,0.035065406976744186,gray,hard,uniform,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.03125, 0.0234375, 0.0546875, 0.109375]","[True, True, True, True, True, True, True, True, True, True]",0.02265625,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,ec874e3fd7633e78
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,2,False,False,0.203125,0.0203125,0.203125,0.0203125,892.0,107,341.39909999794327,860,32,0,0.67,86,128,0.035065406976744186,gray,hard,uniform,"[0.0, 0.0078125, 0.0, 0.0, 0.0078125, 0.0, 0.015625, 0.0234375, 0.0703125, 0.078125]","[True, True, True, True, True, True, True, True, True, True]",0.0203125,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,ec874e3fd7633e78
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,3,False,False,0.2109375,0.02109375,0.2109375,0.02109375,892.0,104,369.15670000598766,860,32,0,0.67,86,128,0.035065406976744186,gray,hard,uniform,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0, 0.0390625, 0.0625, 0.1015625]","[True, True, True, True, True, True, True, True, True, True]",0.02109375,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,ec874e3fd7633e78
real_typeii_20db_d1024_bw180_blk0,layered_ldpc_lite,0,False,False,0.234375,0.0234375,0.234375,0.0234375,672.0,105,687.3404000070877,640,32,0,0.5,64,128,0.046875,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0, 0.0078125, 0.0, 0.0, 0.0078125, 0.0234375, 0.0625, 0.1328125]","[True, True, True, True, True, True, True, True, True, True]",0.0234375,0,minimum_sum,50,True,candidate_failed_verification,1024,180,real_data,4,1b68567774e87e2e
