dataset_id,source_path,loss_db,dimension,bin_width_ps,n_eff_pairs,frame_len_symbols,frame_len_bits,method,method_variant,method_status,processing_rule_version,pairing_path_tag,threshold_ps,effective_pairing_window_ps,n_frames_total,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,rejected_frame_fraction,raw_ser,raw_ber,post_ir_ser,post_ir_ber,leak_EC_actual_bits,leak_EC_per_frame,leak_EC_per_input_bit,beta_eff_empirical,runtime_s,throughput_input_bits_per_s,throughput_output_bits_per_s,notes,backend_status,error_message
polar_row_86,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,512,180,30149.0,512,4608,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,180,180,58,58,58.0,0.0,0.0,1.0,0.0,0.0642144018043716,0.0642144018043716,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_87,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,512,200,30168.0,512,4608,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,200,200,58,58,58.0,0.0,0.0,1.0,0.0,0.0590692124105011,0.0590692124105011,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_88,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,20,26165.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,20,20,25,25,0.0,25.0,0.0,0.0,1.0,0.3956048155933498,0.3956048155933498,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_89,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,30,28641.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,30,30,27,27,0.0,27.0,0.0,0.0,1.0,0.3138158583848329,0.3138158583848329,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_90,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,40,29328.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,40,40,28,28,0.0,28.0,0.0,0.0,1.0,0.2499318057828696,0.2499318057828696,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_91,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,50,29613.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,50,50,28,28,0.0,28.0,0.0,0.0,1.0,0.2045723162124742,0.2045723162124742,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_92,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,60,29779.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,60,60,29,29,0.0,29.0,0.0,0.0,1.0,0.1755263776486786,0.1755263776486786,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_93,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,80,29935.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,80,80,29,29,0.0,29.0,0.0,0.0,1.0,0.1363621179221646,0.1363621179221646,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_94,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,100,30012.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,100,100,29,29,0.0,29.0,0.0,0.0,1.0,0.1101226176196188,0.1101226176196188,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_95,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,120,30056.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,120,120,29,29,29.0,0.0,0.0,1.0,0.0,0.0933923343092893,0.0933923343092893,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_96,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,150,30104.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,150,150,29,29,29.0,0.0,0.0,1.0,0.0,0.0745748073345734,0.0745748073345734,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_97,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,180,30149.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,180,180,29,29,29.0,0.0,0.0,1.0,0.0,0.0642144018043716,0.0642144018043716,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_98,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,1024,200,30168.0,1024,10240,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,200,200,29,29,29.0,0.0,0.0,1.0,0.0,0.0590692124105011,0.0590692124105011,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_99,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,20,26165.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,20,20,12,12,0.0,12.0,0.0,0.0,1.0,0.3956048155933498,0.3956048155933498,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_100,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,30,28641.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,30,30,13,13,0.0,13.0,0.0,0.0,1.0,0.3138158583848329,0.3138158583848329,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_101,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,40,29328.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,40,40,14,14,0.0,14.0,0.0,0.0,1.0,0.2499318057828696,0.2499318057828696,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_102,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,50,29613.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,50,50,14,14,0.0,14.0,0.0,0.0,1.0,0.2045723162124742,0.2045723162124742,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_103,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,60,29779.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,60,60,14,14,0.0,14.0,0.0,0.0,1.0,0.1755263776486786,0.1755263776486786,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_104,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,80,29935.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,80,80,14,14,0.0,14.0,0.0,0.0,1.0,0.1363621179221646,0.1363621179221646,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_105,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,100,30012.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,100,100,14,14,0.0,14.0,0.0,0.0,1.0,0.1101226176196188,0.1101226176196188,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_106,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,120,30056.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,120,120,14,14,14.0,0.0,0.0,1.0,0.0,0.0933923343092893,0.0933923343092893,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_107,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,150,30104.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,150,150,14,14,14.0,0.0,0.0,1.0,0.0,0.0745748073345734,0.0745748073345734,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_108,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,180,30149.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,180,180,14,14,14.0,0.0,0.0,1.0,0.0,0.0642144018043716,0.0642144018043716,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_109,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,2048,200,30168.0,2048,22528,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,200,200,14,14,14.0,0.0,0.0,1.0,0.0,0.0590692124105011,0.0590692124105011,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_110,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,4096,20,26165.0,4096,49152,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,20,20,6,6,0.0,6.0,0.0,0.0,1.0,0.3956048155933498,0.3956048155933498,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_111,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,4096,30,28641.0,4096,49152,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,30,30,6,6,0.0,6.0,0.0,0.0,1.0,0.3138158583848329,0.3138158583848329,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_112,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,4096,40,29328.0,4096,49152,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,40,40,7,7,0.0,7.0,0.0,0.0,1.0,0.2499318057828696,0.2499318057828696,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_113,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,4096,50,29613.0,4096,49152,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,50,50,7,7,0.0,7.0,0.0,0.0,1.0,0.2045723162124742,0.2045723162124742,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_114,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,4096,60,29779.0,4096,49152,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,60,60,7,7,0.0,7.0,0.0,0.0,1.0,0.1755263776486786,0.1755263776486786,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
polar_row_115,D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv,20.0,4096,80,29935.0,4096,49152,polar_existing,read_existing,ok,pairing_v2,time_pairs_nearest,80,80,7,7,0.0,7.0,0.0,0.0,1.0,0.1363621179221646,0.1363621179221646,,,,,,,,,,"source=D:\Code\HD-QKD_Polar_Release\results\authoritative\_tmp_longrun_fresh_rerun\full_20dB\candidate_rerun\polar_diag_summary.csv; checked_files=_tmp_grid_table.csv,_tmp_src_table.csv,polar_e2e_results.csv,polar_layer_metrics.csv; source_missing_fields=dataset_id,loss_db,n_eff_pairs,frame_len_symbols,leak_EC_actual_bits,runtime_s; missing_after_companion_scan=leak_EC_actual_bits,runtime_s,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,throughput_input_bits_per_s",read_existing_file,
