dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,syndrome_bits_frame,verification_bits_frame,other_disclosures_bits,parity_fraction,h_rows,h_cols,h_density,mapping,llr_mode,bitplane_rate_mode,bitplane_raw_ber_list,bitplane_success_list,estimated_error_rate,osd_order,bp_method,max_iter,fallback_to_raw_bob,failure_reason,dimension,bin_width_ps,data_mode,frame_cap,param_hash
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,0,False,False,0.2421875,0.02421875,0.2421875,0.02421875,1312.0,73,1241.066899994621,1280,32,0,0.5,128,256,0.0234375,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0, 0.0, 0.00390625, 0.0078125, 0.0234375, 0.0234375, 0.04296875, 0.140625]","[True, True, True, True, True, True, True, True, True, True]",0.02421875,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,1b68567774e87e2e
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,1,False,False,0.20703125,0.020703125,0.20703125,0.020703125,1312.0,156,835.6787000084296,1280,32,0,0.5,128,256,0.0234375,gray,bsc_estimated,uniform,"[0.0, 0.00390625, 0.0, 0.0, 0.00390625, 0.00390625, 0.0078125, 0.03125, 0.06640625, 0.08984375]","[True, True, True, True, True, True, True, True, True, True]",0.020703125,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,1b68567774e87e2e
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,2,False,False,0.2265625,0.02265625,0.2265625,0.02265625,1312.0,111,832.4763000127859,1280,32,0,0.5,128,256,0.0234375,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.01953125, 0.02734375, 0.05078125, 0.12109375]","[True, True, True, True, True, True, True, True, True, True]",0.02265625,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,1b68567774e87e2e
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,3,False,False,0.25390625,0.025390625,0.25390625,0.025390625,1312.0,156,870.5786000064109,1280,32,0,0.5,128,256,0.0234375,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0, 0.00390625, 0.00390625, 0.0078125, 0.01171875, 0.0390625, 0.05859375, 0.12890625]","[True, True, True, True, True, True, True, True, True, True]",0.025390625,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,1b68567774e87e2e
real_typeii_20db_d1024_bw180_blk0,layered_ldpc_lite,0,False,False,0.2265625,0.02265625,0.2265625,0.02265625,1312.0,110,1161.218099994585,1280,32,0,0.5,128,256,0.0234375,gray,hard,uniform,"[0.0, 0.0, 0.0, 0.01171875, 0.0078125, 0.00390625, 0.01171875, 0.01953125, 0.05078125, 0.12109375]","[True, True, True, True, True, True, True, True, True, True]",0.02265625,0,minimum_sum,50,True,candidate_failed_verification,1024,180,real_data,4,dc1d252b3b27a80e
real_typeii_20db_d1024_bw180_blk0,layered_ldpc_lite,1,False,False,0.2890625,0.02890625,0.2890625,0.02890625,1312.0,156,904.6095999947283,1280,32,0,0.5,128,256,0.0234375,gray,hard,uniform,"[0.0, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.0, 0.015625, 0.0546875, 0.0703125, 0.1328125]","[True, True, True, True, True, True, True, True, True, True]",0.02890625,0,minimum_sum,50,True,candidate_failed_verification,1024,180,real_data,4,dc1d252b3b27a80e
real_typeii_20db_d1024_bw180_blk0,layered_ldpc_lite,2,False,False,0.23828125,0.023828125,0.23828125,0.023828125,1312.0,109,849.5966999907978,1280,32,0,0.5,128,256,0.0234375,gray,hard,uniform,"[0.0, 0.00390625, 0.0, 0.0, 0.0078125, 0.0078125, 0.01171875, 0.02734375, 0.06640625, 0.11328125]","[True, True, True, True, True, True, True, True, True, True]",0.023828125,0,minimum_sum,50,True,candidate_failed_verification,1024,180,real_data,4,dc1d252b3b27a80e
real_typeii_20db_d1024_bw180_blk0,layered_ldpc_lite,3,False,False,0.27734375,0.027734375,0.27734375,0.027734375,1312.0,155,865.6164999993052,1280,32,0,0.5,128,256,0.0234375,gray,hard,uniform,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.01171875, 0.0234375, 0.05078125, 0.06640625, 0.125]","[True, True, True, True, True, True, True, True, True, True]",0.027734375,0,minimum_sum,50,True,candidate_failed_verification,1024,180,real_data,4,dc1d252b3b27a80e
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,0,False,False,0.2421875,0.02421875,0.2421875,0.02421875,1752.0,62,1229.5095000008587,1720,32,0,0.67,172,256,0.01750999273255814,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0, 0.0, 0.00390625, 0.0078125, 0.0234375, 0.0234375, 0.04296875, 0.140625]","[True, True, True, True, True, True, True, True, True, True]",0.02421875,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,1,False,False,0.20703125,0.020703125,0.20703125,0.020703125,1752.0,68,895.7363000081386,1720,32,0,0.67,172,256,0.01750999273255814,gray,bsc_estimated,uniform,"[0.0, 0.00390625, 0.0, 0.0, 0.00390625, 0.00390625, 0.0078125, 0.03125, 0.06640625, 0.08984375]","[True, True, True, True, True, True, True, True, True, True]",0.020703125,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,2,False,False,0.2265625,0.02265625,0.2265625,0.02265625,1752.0,70,862.7215000160504,1720,32,0,0.67,172,256,0.01750999273255814,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.01953125, 0.02734375, 0.05078125, 0.12109375]","[True, True, True, True, True, True, True, True, True, True]",0.02265625,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,3,False,False,0.25390625,0.025390625,0.25390625,0.025390625,1752.0,111,855.8678000117652,1720,32,0,0.67,172,256,0.01750999273255814,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0, 0.00390625, 0.00390625, 0.0078125, 0.01171875, 0.0390625, 0.05859375, 0.12890625]","[True, True, True, True, True, True, True, True, True, True]",0.025390625,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,f3f67ce02bdd88ce
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,0,False,False,0.2421875,0.02421875,0.2421875,0.02421875,1312.0,74,1274.1340000065975,1280,32,0,0.5,128,256,0.0234375,gray,hard,uniform,"[0.0, 0.0, 0.0, 0.0, 0.00390625, 0.0078125, 0.0234375, 0.0234375, 0.04296875, 0.140625]","[True, True, True, True, True, True, True, True, True, True]",0.02421875,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,dc1d252b3b27a80e
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,1,False,False,0.20703125,0.020703125,0.20703125,0.020703125,1312.0,156,911.513200000627,1280,32,0,0.5,128,256,0.0234375,gray,hard,uniform,"[0.0, 0.00390625, 0.0, 0.0, 0.00390625, 0.00390625, 0.0078125, 0.03125, 0.06640625, 0.08984375]","[True, True, True, True, True, True, True, True, True, True]",0.020703125,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,dc1d252b3b27a80e
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,2,False,False,0.2265625,0.02265625,0.2265625,0.02265625,1312.0,111,816.6617000242695,1280,32,0,0.5,128,256,0.0234375,gray,hard,uniform,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.01953125, 0.02734375, 0.05078125, 0.12109375]","[True, True, True, True, True, True, True, True, True, True]",0.02265625,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,dc1d252b3b27a80e
real_typeii_20db_d1024_bw100_blk0,layered_ldpc_lite,3,False,False,0.25390625,0.025390625,0.25390625,0.025390625,1312.0,156,929.3515000026673,1280,32,0,0.5,128,256,0.0234375,gray,hard,uniform,"[0.0, 0.0, 0.0, 0.00390625, 0.00390625, 0.0078125, 0.01171875, 0.0390625, 0.05859375, 0.12890625]","[True, True, True, True, True, True, True, True, True, True]",0.025390625,0,minimum_sum,50,True,candidate_failed_verification,1024,100,real_data,4,dc1d252b3b27a80e
real_typeii_20db_d1024_bw180_blk0,layered_ldpc_lite,0,False,False,0.2265625,0.02265625,0.2265625,0.02265625,2082.0,62,1188.1638999911956,2050,32,0,0.8,205,256,0.014729420731707316,gray,bsc_estimated,uniform,"[0.0, 0.0, 0.0, 0.01171875, 0.0078125, 0.00390625, 0.01171875, 0.01953125, 0.05078125, 0.12109375]","[True, True, True, True, True, True, True, True, True, True]",0.02265625,0,minimum_sum,50,True,candidate_failed_verification,1024,180,real_data,4,221e5a91339f6e44
