attempted,cascade_lookback_bits,cascade_parity_bits,cascade_primary_bisection_bits,dataset_id,denominator_included,dimension,epsilon_ec,failure_reason,frame_id,frame_len_symbols,key_dependent_disclosure_bits_total,method,n_pairs,pair_idx_sequence_sha256,plan_frame_key,public_control_bits_total,qualification_role,raw_ser,runtime_s,status,transcript_bytes_len,transcript_bytes_sha256,transcript_first_event_id,transcript_last_event_id,transcript_sha256,verification_invoked,verification_seed_id,verification_tag_bits,verification_tag_bits_component
True,12,75,51,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,395,64,202,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:395,1087,confirmation,0.234375,0.0,verified_success,52403,ac10acbb2548aa5d46f9f4faf706a265dbb167291d4003e9e5e369e3d476b096,1,161,ac10acbb2548aa5d46f9f4faf706a265dbb167291d4003e9e5e369e3d476b096,True,ff38fb2c59feef49c304b1910d4876f04e8c5cf4f16e48aab66c34307ad7cbaa,64,64
True,8,75,70,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,258,64,217,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:258,1087,confirmation,0.296875,0.0,verified_success,58393,a03486e146fc45331e43cc1933e2fdeb15d50a26473937dbb117d761a0d02de6,1,179,a03486e146fc45331e43cc1933e2fdeb15d50a26473937dbb117d761a0d02de6,True,8efe893df73292055c5c8e8ccf1181b8f0fa397d20279a3598e6e8601a32c97a,64,64
True,0,75,64,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,384,64,203,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:384,1087,confirmation,0.25,0.01600000006146729,verified_success,52079,3838cbd185fe77487f272be3b26620c1742675de783df692ba25eb9f563d6407,1,160,3838cbd185fe77487f272be3b26620c1742675de783df692ba25eb9f563d6407,True,638640b0266a9689d3c47867e20ed558d52978289488f144ef2c114453d2104d,64,64
True,4,75,49,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,211,64,192,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:211,1087,confirmation,0.203125,0.0,verified_success,47784,d3a5be93e4fa2ea778a9bbd97fe4ee117770bb22cfc3035538c3b8868642fbfc,1,147,d3a5be93e4fa2ea778a9bbd97fe4ee117770bb22cfc3035538c3b8868642fbfc,True,6c4c6d1956e865f1f2ef7260086b241e7b7ec165a9938b48aec6b2cfc5396b65,64,64
True,12,75,51,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,14,64,202,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:14,1087,confirmation,0.234375,0.015999999945051968,verified_success,52254,7ee72692ec4f6b44a840592131822bbcb181c02bbb0a62594be61225744a6156,1,161,7ee72692ec4f6b44a840592131822bbcb181c02bbb0a62594be61225744a6156,True,2b659b8a4aaf1aefccb8e8d7be52f319a074e6df12ac9ad6b8ff78bd749ce204,64,64
True,4,75,65,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,23,64,208,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:23,1087,confirmation,0.265625,0.0,verified_success,54254,15e160a33f11d2f5f647f5479a5f751b7aca1427ffce4893283b1af21d681dfe,1,167,15e160a33f11d2f5f647f5479a5f751b7aca1427ffce4893283b1af21d681dfe,True,321cd611ccbe9bd687dfc5fcbe22ab4300f715f05c52261726d5afeb70429d60,64,64
True,12,75,59,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,97,64,210,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:97,1087,confirmation,0.265625,0.0,verified_success,55555,2b5031799e6e98b594619c05dda735bfa21d5a92d490e35b06942be61f5a7d7a,1,171,2b5031799e6e98b594619c05dda735bfa21d5a92d490e35b06942be61f5a7d7a,True,3942e6568490371d4ea5079a0a28eb9c87fec4a9d100c088bc5b9f47297b01ae,64,64
True,12,75,55,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,462,64,206,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:462,1087,confirmation,0.25,0.0,verified_success,54108,38dbecf757eeca214285701f669a4da58a1ab21a817b0d874e52ddc70098d1f1,1,166,38dbecf757eeca214285701f669a4da58a1ab21a817b0d874e52ddc70098d1f1,True,af0c018e61c216493e19cb99f2bfebb80289badc6aa564e07a898437c654851a,64,64
True,0,75,68,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,402,64,207,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:402,1087,confirmation,0.265625,0.0,verified_success,53750,8aa958a03565e2ed9ce88486c5e9d65f532ef664f2904689f49d0c4c0c03c16b,1,165,8aa958a03565e2ed9ce88486c5e9d65f532ef664f2904689f49d0c4c0c03c16b,True,be8accc21992e24cbce9b889e37c95831bb0c95f0050cc32dbd7247438caee1c,64,64
True,4,75,49,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,326,64,192,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:326,1087,confirmation,0.203125,0.0,verified_success,47759,06d5eef39cff93d8a1805080010251eb3d1e96d8af7f17072aa3bb238f1ff46e,1,147,06d5eef39cff93d8a1805080010251eb3d1e96d8af7f17072aa3bb238f1ff46e,True,475333d2cce7340cff79a5c44f0b3db9a86508fa287e03f0a20bf6ec686ea1ee,64,64
True,4,75,49,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,423,64,192,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:423,1087,confirmation,0.203125,0.0,verified_success,47769,61f5e185f3d82b488ce810939c8c3602fc488a310d0eabe9c0b2872c169b79af,1,147,61f5e185f3d82b488ce810939c8c3602fc488a310d0eabe9c0b2872c169b79af,True,8c4d9c118d61e53f43262bde9e002d70d88ced9d92266952ea11f1982e90f278,64,64
True,8,75,50,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,265,64,197,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:265,1087,confirmation,0.21875,0.0,verified_success,50088,bed8066bf4b8610d050a26118294f75c9d7624454945ce4d86935fce3f317ba1,1,154,bed8066bf4b8610d050a26118294f75c9d7624454945ce4d86935fce3f317ba1,True,30555b3e212d78a044aa92c6111e9ef26c3764e9ce52420224583a6404d24e4d,64,64
True,8,75,50,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,134,64,197,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:134,1087,confirmation,0.21875,0.015000000013969839,verified_success,50120,583aa53f60c7ca016731a6ec135c264d5bb6d918fbedfd57f07c7ef2281d181d,1,154,583aa53f60c7ca016731a6ec135c264d5bb6d918fbedfd57f07c7ef2281d181d,True,79fad66e48920d09fe2476dc94dea3c439f6346520db3d80a2e92aea1fc7704b,64,64
True,0,75,68,real_typeii_20db_d1024_bw120_blk0,True,1024,5.421010862427522e-20,,68,64,207,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,real_typeii_20db_d1024_bw120_blk0:68,1087,confirmation,0.265625,0.0,verified_success,53588,c0ea023c37088800ab4bf436ca2bbf115e846a517eb0362f803413d7e20c5497,1,165,c0ea023c37088800ab4bf436ca2bbf115e846a517eb0362f803413d7e20c5497,True,8a68699d88bb6f788f299f8f1b2850823a545e0ffcf30fdd47e5e27766776795,64,64
