call_idx,arm,n,seed,point,rows_l1,rows_l2,mode,matrix_id,exact,syndrome_ok,iterations,finite,crash,timeout,wall_timeout,prior_mass_on_truth,wall_s,rss_bytes,watchdog_ok,worker_pid,respawn_pid,error
117,M1_ACCUMULATOR_FOREST_MAX,128,2026091102,f1.2,118,104,L1,M1_ACCUMULATOR_FOREST_MAX|n128|L1k118/L2k104,False,False,-1,False,True,False,False,0.09462067312898056,0.010713000083342195,88236032,True,30676,,ValueError('Check node requires degree >= 2')
118,M1_ACCUMULATOR_FOREST_MAX,128,2026091102,square,128,128,L1,M1_ACCUMULATOR_FOREST_MAX|n128|L1k128/L2k128,False,False,-1,False,True,False,False,0.09462067312898056,0.01669330010190606,88330240,True,19308,,ValueError('Check node requires degree >= 2')
119,M1_ACCUMULATOR_FOREST_MAX,128,2026091103,f1.2,118,104,L1,M1_ACCUMULATOR_FOREST_MAX|n128|L1k118/L2k104,False,False,-1,False,True,False,False,0.09958248275512757,0.016891400096938014,88190976,True,36844,,ValueError('Check node requires degree >= 2')
120,M1_ACCUMULATOR_FOREST_MAX,128,2026091103,square,128,128,L1,M1_ACCUMULATOR_FOREST_MAX|n128|L1k128/L2k128,False,False,-1,False,True,False,False,0.09958248275512757,0.016656799940392375,88739840,True,35976,,ValueError('Check node requires degree >= 2')
121,M1_ACCUMULATOR_FOREST_MAX,128,2026091100,f1.2,118,104,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n128|L1k118/L2k104,False,False,-1,False,True,False,False,0.3026621112449098,0.015855300007387996,88621056,True,16112,,ValueError('Check node requires degree >= 2')
122,M1_ACCUMULATOR_FOREST_MAX,128,2026091102,f1.2,118,104,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n128|L1k118/L2k104,False,False,-1,False,True,False,False,0.26333347176093225,0.010095600038766861,88272896,True,30676,,ValueError('Check node requires degree >= 2')
123,M1_ACCUMULATOR_FOREST_MAX,128,2026091101,f1.2,118,104,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n128|L1k118/L2k104,False,False,-1,False,True,False,False,0.29031189508266325,0.015905900159850717,88444928,True,5240,,ValueError('Check node requires degree >= 2')
124,M1_ACCUMULATOR_FOREST_MAX,128,2026091100,square,128,128,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n128|L1k128/L2k128,False,False,-1,False,True,False,False,0.3026621112449098,0.012354500126093626,88420352,True,47648,,ValueError('Check node requires degree >= 2')
125,M1_ACCUMULATOR_FOREST_MAX,128,2026091101,square,128,128,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n128|L1k128/L2k128,False,False,-1,False,True,False,False,0.29031189508266325,0.010334700113162398,88526848,True,39856,,ValueError('Check node requires degree >= 2')
126,M1_ACCUMULATOR_FOREST_MAX,128,2026091102,square,128,128,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n128|L1k128/L2k128,False,False,-1,False,True,False,False,0.26333347176093225,0.016658500069752336,88469504,True,19308,,ValueError('Check node requires degree >= 2')
127,M1_ACCUMULATOR_FOREST_MAX,128,2026091103,f1.2,118,104,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n128|L1k118/L2k104,False,False,-1,False,True,False,False,0.2596635145879385,0.014464400010183454,88305664,True,36844,,ValueError('Check node requires degree >= 2')
128,M1_ACCUMULATOR_FOREST_MAX,128,2026091103,square,128,128,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n128|L1k128/L2k128,False,False,-1,False,True,False,False,0.2596635145879385,0.014762700069695711,88760320,True,35976,,ValueError('Check node requires degree >= 2')
129,T1_PEG_DV3,128,2026091101,f1.2,118,104,L2-APP,T1_PEG_DV3|n128|L1k118/L2k104,False,False,90,True,False,False,False,0.10181472087260976,1.1248310999944806,88477696,True,16964,,
130,T1_PEG_DV3,128,2026091100,f1.2,118,104,L2-APP,T1_PEG_DV3|n128|L1k118/L2k104,False,False,90,True,False,False,False,0.12996895059883462,1.3294382998719811,88526848,True,40600,,
131,T1_PEG_DV3,128,2026091102,f1.2,118,104,L2-APP,T1_PEG_DV3|n128|L1k118/L2k104,False,False,90,True,False,False,False,0.08580061105574281,1.2320760998409241,88604672,True,17684,,
132,T1_PEG_DV3,128,2026091102,square,128,128,L2-APP,T1_PEG_DV3|n128|L1k128/L2k128,False,False,90,True,False,False,False,0.08937311752722779,1.4114594999700785,88469504,True,34924,,
133,T1_PEG_DV3,128,2026091103,f1.2,118,104,L2-APP,T1_PEG_DV3|n128|L1k118/L2k104,False,False,90,True,False,False,False,0.08774911822281938,1.1983135000336915,88477696,True,29100,,
134,T1_PEG_DV3,128,2026091103,square,128,128,L2-APP,T1_PEG_DV3|n128|L1k128/L2k128,False,False,90,True,False,False,False,0.08331368344401208,1.4016294002067298,88760320,True,42992,,
135,T1_PEG_DV3,128,2026091101,square,128,128,L2-APP,T1_PEG_DV3|n128|L1k128/L2k128,False,False,90,True,False,False,False,0.10672875170325663,1.4112913000863045,88637440,True,6460,,
136,T1_PEG_DV3,128,2026091100,square,128,128,L2-APP,T1_PEG_DV3|n128|L1k128/L2k128,False,False,90,True,False,False,False,0.14286649278315866,1.3991658999584615,88739840,True,33636,,
137,T1_PEG_DV3,128,2026091101,f1.2,118,104,L2-oracle,T1_PEG_DV3|n128|L1k118/L2k104,True,True,5,True,False,False,False,0.29031189508266325,0.06151350005529821,88477696,True,16964,,
138,T1_PEG_DV3,128,2026091102,f1.2,118,104,L2-oracle,T1_PEG_DV3|n128|L1k118/L2k104,True,True,6,True,False,False,False,0.26333347176093225,0.07584679988212883,88604672,True,17684,,
139,T1_PEG_DV3,128,2026091103,f1.2,118,104,L2-oracle,T1_PEG_DV3|n128|L1k118/L2k104,True,True,7,True,False,False,False,0.2596635145879385,0.09679540013894439,88477696,True,29100,,
140,T1_PEG_DV3,128,2026091100,f1.2,118,104,L2-oracle,T1_PEG_DV3|n128|L1k118/L2k104,True,True,5,True,False,False,False,0.3026621112449098,0.07282530004158616,88539136,True,40600,,
141,T1_PEG_DV3,128,2026091102,square,128,128,L2-oracle,T1_PEG_DV3|n128|L1k128/L2k128,True,True,3,True,False,False,False,0.26333347176093225,0.04229629994370043,88502272,True,34924,,
142,T1_PEG_DV3,128,2026091103,square,128,128,L2-oracle,T1_PEG_DV3|n128|L1k128/L2k128,True,True,3,True,False,False,False,0.2596635145879385,0.04263769998215139,88764416,True,42992,,
143,T1_PEG_DV3,128,2026091100,square,128,128,L2-oracle,T1_PEG_DV3|n128|L1k128/L2k128,True,True,3,True,False,False,False,0.3026621112449098,0.04482010006904602,88739840,True,33636,,
144,T1_PEG_DV3,128,2026091101,square,128,128,L2-oracle,T1_PEG_DV3|n128|L1k128/L2k128,True,True,3,True,False,False,False,0.29031189508266325,0.04547820007428527,88637440,True,6460,,
145,T1_PEG_DV3,256,2026091100,f1.2,236,208,L1,T1_PEG_DV3|n256|L1k236/L2k208,False,False,90,True,False,False,False,0.10589810814299404,3.1720522998366505,39698432,True,2868,,
146,T1_PEG_DV3,256,2026091100,square,256,256,L1,T1_PEG_DV3|n256|L1k256/L2k256,False,False,90,True,False,False,False,0.10589810814299404,3.545990599785,40054784,True,40944,,
147,T1_PEG_DV3,256,2026091101,f1.2,236,208,L1,T1_PEG_DV3|n256|L1k236/L2k208,False,False,90,True,False,False,False,0.11013623970236333,3.3164430998731405,39784448,True,30676,,
148,T1_PEG_DV3,256,2026091101,square,256,256,L1,T1_PEG_DV3|n256|L1k256/L2k256,False,False,90,True,False,False,False,0.11013623970236333,3.461755600059405,39817216,True,16112,,
149,T1_PEG_DV3,256,2026091102,f1.2,236,208,L1,T1_PEG_DV3|n256|L1k236/L2k208,False,False,90,True,False,False,False,0.11407100259267136,3.185174399986863,43581440,True,39856,,
150,T1_PEG_DV3,256,2026091102,square,256,256,L1,T1_PEG_DV3|n256|L1k256/L2k256,False,False,90,True,False,False,False,0.11407100259267136,3.3280006998684257,40361984,True,47648,,
151,T1_PEG_DV3,256,2026091103,f1.2,236,208,L1,T1_PEG_DV3|n256|L1k236/L2k208,False,False,90,True,False,False,False,0.11032508085458881,3.2251295999158174,41758720,True,5240,,
152,T1_PEG_DV3,256,2026091103,square,256,256,L1,T1_PEG_DV3|n256|L1k256/L2k256,False,False,90,True,False,False,False,0.11032508085458881,3.6496767001226544,43745280,True,36844,,
153,M1_ACCUMULATOR_FOREST_MAX,256,2026091100,f1.2,236,208,L1,M1_ACCUMULATOR_FOREST_MAX|n256|L1k236/L2k208,False,False,-1,False,True,False,False,0.10589810814299404,0.027948200004175305,39587840,True,35976,,ValueError('Check node requires degree >= 2')
154,M1_ACCUMULATOR_FOREST_MAX,256,2026091100,square,256,256,L1,M1_ACCUMULATOR_FOREST_MAX|n256|L1k256/L2k256,False,False,-1,False,True,False,False,0.10589810814299404,0.0350486000534147,41721856,True,19308,,ValueError('Check node requires degree >= 2')
155,M1_ACCUMULATOR_FOREST_MAX,256,2026091101,f1.2,236,208,L1,M1_ACCUMULATOR_FOREST_MAX|n256|L1k236/L2k208,False,False,-1,False,True,False,False,0.11013623970236333,0.0379961000289768,39460864,True,16964,,ValueError('Check node requires degree >= 2')
156,M1_ACCUMULATOR_FOREST_MAX,256,2026091101,square,256,256,L1,M1_ACCUMULATOR_FOREST_MAX|n256|L1k256/L2k256,False,False,-1,False,True,False,False,0.11013623970236333,0.0385563001036644,39755776,True,17684,,ValueError('Check node requires degree >= 2')
157,M1_ACCUMULATOR_FOREST_MAX,256,2026091102,f1.2,236,208,L1,M1_ACCUMULATOR_FOREST_MAX|n256|L1k236/L2k208,False,False,-1,False,True,False,False,0.11407100259267136,0.038184700068086386,41906176,True,29100,,ValueError('Check node requires degree >= 2')
158,M1_ACCUMULATOR_FOREST_MAX,256,2026091102,square,256,256,L1,M1_ACCUMULATOR_FOREST_MAX|n256|L1k256/L2k256,False,False,-1,False,True,False,False,0.11407100259267136,0.024510700022801757,41349120,True,40600,,ValueError('Check node requires degree >= 2')
159,M1_ACCUMULATOR_FOREST_MAX,256,2026091103,f1.2,236,208,L1,M1_ACCUMULATOR_FOREST_MAX|n256|L1k236/L2k208,False,False,-1,False,True,False,False,0.11032508085458881,0.024860600009560585,40325120,True,34924,,ValueError('Check node requires degree >= 2')
160,M1_ACCUMULATOR_FOREST_MAX,256,2026091103,square,256,256,L1,M1_ACCUMULATOR_FOREST_MAX|n256|L1k256/L2k256,False,False,-1,False,True,False,False,0.11032508085458881,0.027720300015062094,39800832,True,42992,,ValueError('Check node requires degree >= 2')
161,M1_ACCUMULATOR_FOREST_MAX,256,2026091102,square,256,256,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n256|L1k256/L2k256,False,False,-1,False,True,False,False,0.29735461823601655,0.025963099906221032,41689088,True,40600,,ValueError('Check node requires degree >= 2')
162,M1_ACCUMULATOR_FOREST_MAX,256,2026091103,f1.2,236,208,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n256|L1k236/L2k208,False,False,-1,False,True,False,False,0.2993799518428623,0.027571999933570623,40611840,True,34924,,ValueError('Check node requires degree >= 2')
163,M1_ACCUMULATOR_FOREST_MAX,256,2026091100,f1.2,236,208,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n256|L1k236/L2k208,False,False,-1,False,True,False,False,0.2781854019960125,0.032614200143143535,39866368,True,35976,,ValueError('Check node requires degree >= 2')
164,M1_ACCUMULATOR_FOREST_MAX,256,2026091103,square,256,256,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n256|L1k256/L2k256,False,False,-1,False,True,False,False,0.2993799518428623,0.020578800002112985,40214528,True,42992,,ValueError('Check node requires degree >= 2')
165,M1_ACCUMULATOR_FOREST_MAX,256,2026091100,square,256,256,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n256|L1k256/L2k256,False,False,-1,False,True,False,False,0.2781854019960125,0.024763100082054734,42123264,True,19308,,ValueError('Check node requires degree >= 2')
166,M1_ACCUMULATOR_FOREST_MAX,256,2026091101,f1.2,236,208,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n256|L1k236/L2k208,False,False,-1,False,True,False,False,0.29170242599434354,0.019459200091660023,39772160,True,16964,,ValueError('Check node requires degree >= 2')
167,M1_ACCUMULATOR_FOREST_MAX,256,2026091101,square,256,256,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n256|L1k256/L2k256,False,False,-1,False,True,False,False,0.29170242599434354,0.033361699897795916,40034304,True,17684,,ValueError('Check node requires degree >= 2')
168,M1_ACCUMULATOR_FOREST_MAX,256,2026091102,f1.2,236,208,L2-oracle,M1_ACCUMULATOR_FOREST_MAX|n256|L1k236/L2k208,False,False,-1,False,True,False,False,0.29735461823601655,0.026766599854454398,42176512,True,29100,,ValueError('Check node requires degree >= 2')
169,T1_PEG_DV3,256,2026091100,f1.2,236,208,L2-APP,T1_PEG_DV3|n256|L1k236/L2k208,False,False,90,True,False,False,False,0.11600787252640057,2.940934400074184,40026112,True,2868,,
170,T1_PEG_DV3,256,2026091102,f1.2,236,208,L2-APP,T1_PEG_DV3|n256|L1k236/L2k208,False,False,90,True,False,False,False,0.13588455862045207,3.003727200208232,43995136,True,39856,,
171,T1_PEG_DV3,256,2026091103,f1.2,236,208,L2-APP,T1_PEG_DV3|n256|L1k236/L2k208,False,False,90,True,False,False,False,0.1320051443618384,2.917199900140986,42172416,True,5240,,
172,T1_PEG_DV3,256,2026091101,f1.2,236,208,L2-APP,T1_PEG_DV3|n256|L1k236/L2k208,False,False,90,True,False,False,False,0.12670249634284406,3.01165430014953,40128512,True,30676,,
173,T1_PEG_DV3,256,2026091102,square,256,256,L2-APP,T1_PEG_DV3|n256|L1k256/L2k256,True,True,57,True,False,False,False,0.15107113020026663,2.277121900115162,40886272,True,47648,,
174,T1_PEG_DV3,256,2026091101,square,256,256,L2-APP,T1_PEG_DV3|n256|L1k256/L2k256,True,True,9,True,False,False,False,0.153240775554648,0.3609152000863105,40308736,True,16112,,
175,T1_PEG_DV3,256,2026091100,square,256,256,L2-APP,T1_PEG_DV3|n256|L1k256/L2k256,False,False,90,True,False,False,False,0.13367360428344488,3.452581000048667,40517632,True,40944,,
176,T1_PEG_DV3,256,2026091103,square,256,256,L2-APP,T1_PEG_DV3|n256|L1k256/L2k256,True,True,8,True,False,False,False,0.13863691055467786,0.3183693999890238,44089344,True,36844,,
177,T1_PEG_DV3,256,2026091101,square,256,256,L2-oracle,T1_PEG_DV3|n256|L1k256/L2k256,True,True,4,True,False,False,False,0.29170242599434354,0.16349139995872974,40493056,True,16112,,
178,T1_PEG_DV3,256,2026091103,square,256,256,L2-oracle,T1_PEG_DV3|n256|L1k256/L2k256,True,True,3,True,False,False,False,0.2993799518428623,0.09653960005380213,44118016,True,36844,,
179,T1_PEG_DV3,256,2026091102,square,256,256,L2-oracle,T1_PEG_DV3|n256|L1k256/L2k256,True,True,3,True,False,False,False,0.29735461823601655,0.13240020000375807,40927232,True,47648,,
180,T1_PEG_DV3,256,2026091100,f1.2,236,208,L2-oracle,T1_PEG_DV3|n256|L1k236/L2k208,True,True,5,True,False,False,False,0.2781854019960125,0.14362899982370436,40144896,True,2868,,
181,T1_PEG_DV3,256,2026091103,f1.2,236,208,L2-oracle,T1_PEG_DV3|n256|L1k236/L2k208,True,True,5,True,False,False,False,0.2993799518428623,0.16096619982272387,42274816,True,5240,,
182,T1_PEG_DV3,256,2026091102,f1.2,236,208,L2-oracle,T1_PEG_DV3|n256|L1k236/L2k208,True,True,5,True,False,False,False,0.29735461823601655,0.1546467998996377,44060672,True,39856,,
183,T1_PEG_DV3,256,2026091101,f1.2,236,208,L2-oracle,T1_PEG_DV3|n256|L1k236/L2k208,True,True,6,True,False,False,False,0.29170242599434354,0.19783199997618794,40194048,True,30676,,
184,T1_PEG_DV3,256,2026091100,square,256,256,L2-oracle,T1_PEG_DV3|n256|L1k256/L2k256,True,True,4,True,False,False,False,0.2781854019960125,0.17550519993528724,40767488,True,40944,,
