call_idx,identity_idx,schedule,f,seed,condition,layer,rows,n,exact,syndrome_ok,iterations,status,finite,symbol_errors,unsatisfied_checks,wall_s,rss_bytes,check_node_updates,check_edge_updates,belief_max_prob,belief_mean_true_p,belief_mean_entropy,beliefs_conditioned,current_belief_label
103,52,ROW_LAYERED,1.0,2026091312,L2_ORACLE_U1,L2,43,64,False,False,90,converged_no_syndrome,True,20,8,0.307091157999821,105304064,3870,11610,0.9999999984905601,0.6337558688590776,1.5387834331703159,True,CHECK_UPDATED_CURRENT_BELIEF
104,52,FLOODING,1.0,2026091312,L2_ORACLE_U1,L2,43,64,False,False,90,converged_no_syndrome,True,20,10,0.30924302699713735,105304064,3870,11610,0.9999999984933843,0.6328234209975256,1.4789313228638803,True,CHECK_UPDATED_CURRENT_BELIEF
105,53,ROW_LAYERED,1.0,2026091313,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,42,33,0.35334673099714564,105304064,4410,13230,0.8663696424101344,0.21254776862877536,3.7032623768812147,True,CHECK_UPDATED_CURRENT_BELIEF
106,53,FLOODING,1.0,2026091313,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,42,33,0.3516770530040958,105304064,4410,13230,0.8663695617233342,0.21254777258893695,3.703262562480449,True,CHECK_UPDATED_CURRENT_BELIEF
107,54,ROW_LAYERED,1.0,2026091313,L1_ORACLE_U2,L1,49,64,True,True,3,converged_exact,True,0,0,0.012051739999151323,105304064,147,441,0.9999999999552502,0.9535422273729783,0.28261759665999714,True,CHECK_UPDATED_CURRENT_BELIEF
108,54,FLOODING,1.0,2026091313,L1_ORACLE_U2,L1,49,64,True,True,8,converged_exact,True,0,0,0.03110809699865058,105304064,392,1176,0.9999999999820384,0.9937801295880504,0.050410726074018496,True,CHECK_UPDATED_CURRENT_BELIEF
109,55,ROW_LAYERED,1.0,2026091313,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,42,37,0.31189239500236,105304064,3870,11610,0.5170588707552851,0.1308619120664034,4.189320029146031,True,CHECK_UPDATED_CURRENT_BELIEF
110,55,FLOODING,1.0,2026091313,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,42,37,0.30606094299582765,105304064,3870,11610,0.5170588707552854,0.13086191206640338,4.18932002914603,True,CHECK_UPDATED_CURRENT_BELIEF
111,56,ROW_LAYERED,1.0,2026091313,L2_ORACLE_U1,L2,43,64,False,False,90,converged_no_syndrome,True,18,4,0.3088672730009421,105304064,3870,11610,0.9999999999988962,0.6963826081901446,0.8269263782459302,True,CHECK_UPDATED_CURRENT_BELIEF
112,56,FLOODING,1.0,2026091313,L2_ORACLE_U1,L2,43,64,False,False,90,converged_no_syndrome,True,18,4,0.3058822900056839,105304064,3870,11610,0.999999999998896,0.6963836725420661,0.8269271322658934,True,CHECK_UPDATED_CURRENT_BELIEF
113,57,ROW_LAYERED,1.0,2026091314,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,46,46,0.35074530800193315,105304064,4410,13230,0.4386070229028751,0.09615521358281942,4.282818440691361,True,CHECK_UPDATED_CURRENT_BELIEF
114,57,FLOODING,1.0,2026091314,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,46,46,0.3455924769950798,105304064,4410,13230,0.4386070229028752,0.0961552135828194,4.282818440691361,True,CHECK_UPDATED_CURRENT_BELIEF
115,58,ROW_LAYERED,1.0,2026091314,L1_ORACLE_U2,L1,49,64,True,True,8,converged_exact,True,0,0,0.030785379000008106,105304064,392,1176,1.0,0.9140370427581832,0.5113804545293197,True,CHECK_UPDATED_CURRENT_BELIEF
116,58,FLOODING,1.0,2026091314,L1_ORACLE_U2,L1,49,64,True,True,13,converged_exact,True,0,0,0.04993455299700145,105304064,637,1911,1.0,0.8981307478113825,0.6033176680580905,True,CHECK_UPDATED_CURRENT_BELIEF
117,59,ROW_LAYERED,1.0,2026091314,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,39,0.3080749630025821,105304064,3870,11610,0.569602331105934,0.09459595446465904,4.1676608551702605,True,CHECK_UPDATED_CURRENT_BELIEF
118,59,FLOODING,1.0,2026091314,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,39,0.30507912900066003,105304064,3870,11610,0.5696023311059336,0.09459595446465913,4.167660855170261,True,CHECK_UPDATED_CURRENT_BELIEF
119,60,ROW_LAYERED,1.0,2026091314,L2_ORACLE_U1,L2,43,64,False,False,90,converged_no_syndrome,True,6,2,0.30617648800398456,105304064,3870,11610,0.9999999997631182,0.7744409933766078,1.0781778382513736,True,CHECK_UPDATED_CURRENT_BELIEF
120,60,FLOODING,1.0,2026091314,L2_ORACLE_U1,L2,43,64,False,False,90,converged_no_syndrome,True,6,2,0.3056183009975939,105304064,3870,11610,0.999999999706102,0.7750554928542115,1.069920176139771,True,CHECK_UPDATED_CURRENT_BELIEF
121,61,ROW_LAYERED,1.0,2026091315,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,47,20,0.35294443699967815,105304064,4410,13230,0.999991480377389,0.22484261359292576,2.327698034042946,True,CHECK_UPDATED_CURRENT_BELIEF
122,61,FLOODING,1.0,2026091315,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,47,20,0.34986241799924755,105304064,4410,13230,0.999991480377389,0.2248426135929257,2.3276980340429465,True,CHECK_UPDATED_CURRENT_BELIEF
123,62,ROW_LAYERED,1.0,2026091315,L1_ORACLE_U2,L1,49,64,False,False,90,converged_no_syndrome,True,12,5,0.35538441599783255,105304064,4410,13230,1.0,0.8247110581053092,0.700703007569534,True,CHECK_UPDATED_CURRENT_BELIEF
124,62,FLOODING,1.0,2026091315,L1_ORACLE_U2,L1,49,64,False,False,90,converged_no_syndrome,True,12,5,0.35024031899956753,105304064,4410,13230,1.0,0.8247112320083874,0.7006900408113663,True,CHECK_UPDATED_CURRENT_BELIEF
125,63,ROW_LAYERED,1.0,2026091315,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,43,0.30812100900220685,105304064,3870,11610,0.4030672218624551,0.0922150491942949,4.343407264161684,True,CHECK_UPDATED_CURRENT_BELIEF
126,63,FLOODING,1.0,2026091315,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,43,0.31280912100191927,105304064,3870,11610,0.4030672218624539,0.0922150491942949,4.343407264161683,True,CHECK_UPDATED_CURRENT_BELIEF
127,64,ROW_LAYERED,1.0,2026091315,L2_ORACLE_U1,L2,43,64,False,False,90,converged_no_syndrome,True,25,6,0.3135062610017485,105304064,3870,11610,0.9999999939202091,0.5962775517723461,1.2813579310964078,True,CHECK_UPDATED_CURRENT_BELIEF
128,64,FLOODING,1.0,2026091315,L2_ORACLE_U1,L2,43,64,False,False,90,converged_no_syndrome,True,25,6,0.3050625179967028,105304064,3870,11610,0.9999999945942888,0.6006755390370416,1.2377887844797724,True,CHECK_UPDATED_CURRENT_BELIEF
129,65,ROW_LAYERED,1.2,2026091300,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,48,36,0.42724674800410867,105304064,5310,15930,0.8860961989940445,0.11777945313974458,3.7983376661657253,True,CHECK_UPDATED_CURRENT_BELIEF
130,65,FLOODING,1.2,2026091300,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,48,36,0.4151847719986108,105304064,5310,15930,0.8860965118088707,0.1177794655759237,3.798337126689704,True,CHECK_UPDATED_CURRENT_BELIEF
131,66,ROW_LAYERED,1.2,2026091300,L1_ORACLE_U2,L1,59,64,True,True,7,converged_exact,True,0,0,0.033253745998081286,105304064,413,1239,1.0,0.9999999985171418,4.068151161813123e-08,True,CHECK_UPDATED_CURRENT_BELIEF
132,66,FLOODING,1.2,2026091300,L1_ORACLE_U2,L1,59,64,True,True,12,converged_exact,True,0,0,0.055179784998472314,105304064,708,2124,1.0,0.9999603743214628,0.0004772309592348016,True,CHECK_UPDATED_CURRENT_BELIEF
133,67,ROW_LAYERED,1.2,2026091300,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,45,43,0.37104388599982485,105304064,4680,14040,0.6243051456479201,0.1299826374070234,4.161386207952877,True,CHECK_UPDATED_CURRENT_BELIEF
134,67,FLOODING,1.2,2026091300,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,45,43,0.37137456499476684,105304064,4680,14040,0.624305145702287,0.1299826373685119,4.161386208044924,True,CHECK_UPDATED_CURRENT_BELIEF
135,68,ROW_LAYERED,1.2,2026091300,L2_ORACLE_U1,L2,52,64,True,True,22,converged_exact,True,0,0,0.09165213600499555,105304064,1144,3432,1.0,0.9644263460182847,0.1195210397325146,True,CHECK_UPDATED_CURRENT_BELIEF
136,68,FLOODING,1.2,2026091300,L2_ORACLE_U1,L2,52,64,True,True,35,converged_exact,True,0,0,0.14375027100322768,105304064,1820,5460,1.0,0.9683191739930287,0.112439177783745,True,CHECK_UPDATED_CURRENT_BELIEF
137,69,ROW_LAYERED,1.2,2026091301,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,46,32,0.4358317470032489,105304064,5310,15930,0.990475983239659,0.23373014312915874,3.1980519386403365,True,CHECK_UPDATED_CURRENT_BELIEF
138,69,FLOODING,1.2,2026091301,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,46,31,0.42940141999861225,105304064,5310,15930,0.9922246604066347,0.23375868142151882,3.184857207610615,True,CHECK_UPDATED_CURRENT_BELIEF
139,70,ROW_LAYERED,1.2,2026091301,L1_ORACLE_U2,L1,59,64,True,True,5,converged_exact,True,0,0,0.02394511299644364,105304064,295,885,1.0,0.9999982483654115,2.9519945640616596e-05,True,CHECK_UPDATED_CURRENT_BELIEF
140,70,FLOODING,1.2,2026091301,L1_ORACLE_U2,L1,59,64,True,True,7,converged_exact,True,0,0,0.03441116299654823,105304064,413,1239,1.0,0.9693570425275256,0.15258127014647577,True,CHECK_UPDATED_CURRENT_BELIEF
141,71,ROW_LAYERED,1.2,2026091301,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,49,42,0.3792236120061716,105304064,4680,14040,0.5921050031895367,0.09337227841460076,4.1398394571348645,True,CHECK_UPDATED_CURRENT_BELIEF
142,71,FLOODING,1.2,2026091301,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,49,42,0.3739241589937592,105304064,4680,14040,0.592105003189536,0.09337227841460077,4.139839457134864,True,CHECK_UPDATED_CURRENT_BELIEF
143,72,ROW_LAYERED,1.2,2026091301,L2_ORACLE_U1,L2,52,64,True,True,5,converged_exact,True,0,0,0.02130287999898428,105304064,260,780,1.0,0.9850010811967609,0.10923294670574957,True,CHECK_UPDATED_CURRENT_BELIEF
144,72,FLOODING,1.2,2026091301,L2_ORACLE_U1,L2,52,64,True,True,10,converged_exact,True,0,0,0.04226514000038151,105304064,520,1560,1.0,0.9501304078341037,0.2515235366501065,True,CHECK_UPDATED_CURRENT_BELIEF
145,73,ROW_LAYERED,1.2,2026091302,L1_MARGINAL,L1,59,64,True,True,9,converged_exact,True,0,0,0.04316956800175831,105304064,531,1593,1.0,0.9745112489965738,0.13011871769108607,True,CHECK_UPDATED_CURRENT_BELIEF
146,73,FLOODING,1.2,2026091302,L1_MARGINAL,L1,59,64,True,True,18,converged_exact,True,0,0,0.08495910999772605,105304064,1062,3186,1.0,0.948867961734293,0.2729529096429375,True,CHECK_UPDATED_CURRENT_BELIEF
147,74,ROW_LAYERED,1.2,2026091302,L1_ORACLE_U2,L1,59,64,True,True,3,converged_exact,True,0,0,0.014472199000010733,105304064,177,531,1.0,0.9999991865638876,1.3799512377604874e-05,True,CHECK_UPDATED_CURRENT_BELIEF
148,74,FLOODING,1.2,2026091302,L1_ORACLE_U2,L1,59,64,True,True,5,converged_exact,True,0,0,0.023847220996685792,105304064,295,885,1.0,0.9983281960948271,0.008268254114457736,True,CHECK_UPDATED_CURRENT_BELIEF
149,75,ROW_LAYERED,1.2,2026091302,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,39,40,0.37687480299791787,105304064,4680,14040,0.7010753189294636,0.1457331840842114,4.143573323166277,True,CHECK_UPDATED_CURRENT_BELIEF
150,75,FLOODING,1.2,2026091302,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,39,40,0.36733211899991147,105304064,4680,14040,0.7010753189305369,0.14573318408434358,4.14357332316549,True,CHECK_UPDATED_CURRENT_BELIEF
151,76,ROW_LAYERED,1.2,2026091302,L2_ORACLE_U1,L2,52,64,True,True,3,converged_exact,True,0,0,0.012530123996839393,105304064,156,468,1.0,0.9756061580600992,0.14439883397842548,True,CHECK_UPDATED_CURRENT_BELIEF
152,76,FLOODING,1.2,2026091302,L2_ORACLE_U1,L2,52,64,True,True,5,converged_exact,True,0,0,0.02065417500125477,105304064,260,780,0.9999999999999658,0.987809134009654,0.07829057410389942,True,CHECK_UPDATED_CURRENT_BELIEF
153,77,ROW_LAYERED,1.2,2026091303,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,56,0.4310509679999086,105304064,5310,15930,0.5308068931968472,0.10071703762350112,4.195385973385539,True,CHECK_UPDATED_CURRENT_BELIEF
154,77,FLOODING,1.2,2026091303,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,56,0.42981792600039626,105304064,5310,15930,0.5308068931967602,0.10071703762349937,4.19538597338563,True,CHECK_UPDATED_CURRENT_BELIEF
155,78,ROW_LAYERED,1.2,2026091303,L1_ORACLE_U2,L1,59,64,True,True,5,converged_exact,True,0,0,0.024044655001489446,105304064,295,885,1.0,0.999999988942254,2.7167942482917314e-07,True,CHECK_UPDATED_CURRENT_BELIEF
156,78,FLOODING,1.2,2026091303,L1_ORACLE_U2,L1,59,64,True,True,8,converged_exact,True,0,0,0.03797847200621618,105304064,472,1416,1.0,0.9989044438541687,0.0074205772189744924,True,CHECK_UPDATED_CURRENT_BELIEF
157,79,ROW_LAYERED,1.2,2026091303,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,48,51,0.3738958920002915,105304064,4680,14040,0.5375088333516436,0.10488983551330397,4.2878188567063935,True,CHECK_UPDATED_CURRENT_BELIEF
158,79,FLOODING,1.2,2026091303,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,48,51,0.3638067059946479,105304064,4680,14040,0.5375088333516427,0.10488983551330411,4.2878188567063935,True,CHECK_UPDATED_CURRENT_BELIEF
159,80,ROW_LAYERED,1.2,2026091303,L2_ORACLE_U1,L2,52,64,False,False,90,converged_no_syndrome,True,3,1,0.3781360130014946,105304064,4680,14040,1.0,0.9403464948716208,0.29045431384911535,True,CHECK_UPDATED_CURRENT_BELIEF
160,80,FLOODING,1.2,2026091303,L2_ORACLE_U1,L2,52,64,False,False,90,converged_no_syndrome,True,3,1,0.3695498110027984,105304064,4680,14040,1.0,0.9403464948713076,0.2904543138497913,True,CHECK_UPDATED_CURRENT_BELIEF
161,81,ROW_LAYERED,1.2,2026091304,L1_MARGINAL,L1,59,64,True,True,7,converged_exact,True,0,0,0.03344042500248179,105304064,413,1239,1.0,0.9890378511703105,0.10331150000140249,True,CHECK_UPDATED_CURRENT_BELIEF
162,81,FLOODING,1.2,2026091304,L1_MARGINAL,L1,59,64,True,True,13,converged_exact,True,0,0,0.060814504002337344,105304064,767,2301,1.0,0.92170118680446,0.5243871784952177,True,CHECK_UPDATED_CURRENT_BELIEF
163,82,ROW_LAYERED,1.2,2026091304,L1_ORACLE_U2,L1,59,64,True,True,2,converged_exact,True,0,0,0.009716661006677896,105304064,118,354,1.0,0.9946592668873917,0.03883764992374744,True,CHECK_UPDATED_CURRENT_BELIEF
164,82,FLOODING,1.2,2026091304,L1_ORACLE_U2,L1,59,64,True,True,4,converged_exact,True,0,0,0.019505137999658473,105304064,236,708,1.0,0.999850608793791,0.0017715925784822194,True,CHECK_UPDATED_CURRENT_BELIEF
165,83,ROW_LAYERED,1.2,2026091304,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,13,8,0.37580669600720285,105304064,4680,14040,1.0,0.7575376000289681,1.1434063276853652,True,CHECK_UPDATED_CURRENT_BELIEF
166,83,FLOODING,1.2,2026091304,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,13,8,0.3712212530008401,105304064,4680,14040,1.0,0.7574624648361534,1.145433113966178,True,CHECK_UPDATED_CURRENT_BELIEF
167,84,ROW_LAYERED,1.2,2026091304,L2_ORACLE_U1,L2,52,64,True,True,5,converged_exact,True,0,0,0.02104685200174572,105304064,260,780,1.0,0.9902601285002443,0.036533554905189135,True,CHECK_UPDATED_CURRENT_BELIEF
168,84,FLOODING,1.2,2026091304,L2_ORACLE_U1,L2,52,64,True,True,10,converged_exact,True,0,0,0.0398136509975302,105304064,520,1560,1.0,0.9790663027423254,0.07001520329045921,True,CHECK_UPDATED_CURRENT_BELIEF
169,85,ROW_LAYERED,1.2,2026091305,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,33,28,0.42844943800446345,105304064,5310,15930,0.9999999236812445,0.40226657593915394,2.618478929155331,True,CHECK_UPDATED_CURRENT_BELIEF
170,85,FLOODING,1.2,2026091305,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,43,39,0.4164493029966252,105304064,5310,15930,0.9884254606164798,0.21540011755532312,3.4362594251234393,True,CHECK_UPDATED_CURRENT_BELIEF
171,86,ROW_LAYERED,1.2,2026091305,L1_ORACLE_U2,L1,59,64,True,True,8,converged_exact,True,0,0,0.03871112200431526,105304064,472,1416,1.0,0.998560125604671,0.010855272839543312,True,CHECK_UPDATED_CURRENT_BELIEF
172,86,FLOODING,1.2,2026091305,L1_ORACLE_U2,L1,59,64,True,True,74,converged_exact,True,0,0,0.3439500379972742,105304064,4366,13098,1.0,0.9755282630587807,0.05728185706713125,True,CHECK_UPDATED_CURRENT_BELIEF
173,87,ROW_LAYERED,1.2,2026091305,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,42,38,0.37305267000192543,105304064,4680,14040,0.9997336742993765,0.20190020510481627,3.593710633067062,True,CHECK_UPDATED_CURRENT_BELIEF
174,87,FLOODING,1.2,2026091305,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,42,38,0.36682253300386947,105304064,4680,14040,0.9997336735222886,0.20190020506292095,3.593710612472946,True,CHECK_UPDATED_CURRENT_BELIEF
175,88,ROW_LAYERED,1.2,2026091305,L2_ORACLE_U1,L2,52,64,True,True,15,converged_exact,True,0,0,0.061551701997814234,105304064,780,2340,1.0,0.9603124507549908,0.18528033888835227,True,CHECK_UPDATED_CURRENT_BELIEF
176,88,FLOODING,1.2,2026091305,L2_ORACLE_U1,L2,52,64,True,True,28,converged_exact,True,0,0,0.11217645199940307,105304064,1456,4368,1.0,0.9579040974866513,0.1831483658004505,True,CHECK_UPDATED_CURRENT_BELIEF
177,89,ROW_LAYERED,1.2,2026091306,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,21,19,0.4337325169981341,105304064,5310,15930,1.0,0.5939815725533588,1.90344443530806,True,CHECK_UPDATED_CURRENT_BELIEF
178,89,FLOODING,1.2,2026091306,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,21,19,0.42271166200225707,105304064,5310,15930,1.0,0.5939815715527321,1.9034444397329353,True,CHECK_UPDATED_CURRENT_BELIEF
179,90,ROW_LAYERED,1.2,2026091306,L1_ORACLE_U2,L1,59,64,True,True,4,converged_exact,True,0,0,0.01951416900556069,105304064,236,708,1.0,0.9999999999822091,5.542807652578803e-10,True,CHECK_UPDATED_CURRENT_BELIEF
180,90,FLOODING,1.2,2026091306,L1_ORACLE_U2,L1,59,64,True,True,6,converged_exact,True,0,0,0.02859256499505136,105304064,354,1062,1.0,0.9999902717797509,0.00012769608907716153,True,CHECK_UPDATED_CURRENT_BELIEF
181,91,ROW_LAYERED,1.2,2026091306,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,37,36,0.3754117060016142,105304064,4680,14040,0.99999580581281,0.2569488750051765,3.601792709731602,True,CHECK_UPDATED_CURRENT_BELIEF
182,91,FLOODING,1.2,2026091306,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,37,36,0.3729258149978705,105304064,4680,14040,0.99999580581281,0.25694887500517694,3.6017927097315985,True,CHECK_UPDATED_CURRENT_BELIEF
183,92,ROW_LAYERED,1.2,2026091306,L2_ORACLE_U1,L2,52,64,True,True,3,converged_exact,True,0,0,0.012363549998553935,105304064,156,468,1.0,0.9694746055434873,0.14925576569644652,True,CHECK_UPDATED_CURRENT_BELIEF
184,92,FLOODING,1.2,2026091306,L2_ORACLE_U1,L2,52,64,True,True,6,converged_exact,True,0,0,0.02472719000070356,105304064,312,936,1.0,0.9801596838461757,0.11495900537145183,True,CHECK_UPDATED_CURRENT_BELIEF
185,93,ROW_LAYERED,1.2,2026091307,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,40,52,0.4289571790068294,105304064,5310,15930,0.7000878618458213,0.16152799517946848,4.040514928847289,True,CHECK_UPDATED_CURRENT_BELIEF
186,93,FLOODING,1.2,2026091307,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,40,52,0.4270894310029689,105304064,5310,15930,0.7000878618458153,0.16152799517946564,4.040514928847307,True,CHECK_UPDATED_CURRENT_BELIEF
187,94,ROW_LAYERED,1.2,2026091307,L1_ORACLE_U2,L1,59,64,True,True,3,converged_exact,True,0,0,0.014765765001357067,105304064,177,531,1.0,0.999981186117659,0.000257505169359179,True,CHECK_UPDATED_CURRENT_BELIEF
188,94,FLOODING,1.2,2026091307,L1_ORACLE_U2,L1,59,64,True,True,6,converged_exact,True,0,0,0.027896583997062407,105304064,354,1062,1.0,0.9999037814298053,0.0010492795692884302,True,CHECK_UPDATED_CURRENT_BELIEF
189,95,ROW_LAYERED,1.2,2026091307,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,35,23,0.3668021720004617,105304064,4680,14040,0.9999073158410101,0.3693366239691653,2.7412611152107185,True,CHECK_UPDATED_CURRENT_BELIEF
190,95,FLOODING,1.2,2026091307,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,35,23,0.3714664770013769,105304064,4680,14040,0.9999073158251596,0.3693366184100214,2.7412610898660414,True,CHECK_UPDATED_CURRENT_BELIEF
191,96,ROW_LAYERED,1.2,2026091307,L2_ORACLE_U1,L2,52,64,True,True,6,converged_exact,True,0,0,0.02526372799911769,105304064,312,936,1.0,0.9599348418378472,0.2496627067336179,True,CHECK_UPDATED_CURRENT_BELIEF
192,96,FLOODING,1.2,2026091307,L2_ORACLE_U1,L2,52,64,True,True,12,converged_exact,True,0,0,0.04865797499951441,105304064,624,1872,1.0,0.9481070311236863,0.28947417483908344,True,CHECK_UPDATED_CURRENT_BELIEF
193,97,ROW_LAYERED,1.2,2026091308,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,49,0.42674964600155363,105304064,5310,15930,0.6118938553215941,0.11637269039626841,4.037344938086921,True,CHECK_UPDATED_CURRENT_BELIEF
194,97,FLOODING,1.2,2026091308,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,49,0.4206056629991508,105304064,5310,15930,0.6118938553213116,0.11637269039625564,4.037344938087396,True,CHECK_UPDATED_CURRENT_BELIEF
195,98,ROW_LAYERED,1.2,2026091308,L1_ORACLE_U2,L1,59,64,True,True,4,converged_exact,True,0,0,0.019189751998055726,105304064,236,708,1.0,0.9992358739217655,0.007625039342259553,True,CHECK_UPDATED_CURRENT_BELIEF
196,98,FLOODING,1.2,2026091308,L1_ORACLE_U2,L1,59,64,True,True,7,converged_exact,True,0,0,0.03305273000296438,105304064,413,1239,1.0,0.9940653164974176,0.030543575759816977,True,CHECK_UPDATED_CURRENT_BELIEF
197,99,ROW_LAYERED,1.2,2026091308,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,39,0.37143633600499015,105304064,4680,14040,0.6674798453096721,0.1462543473068993,3.99995281182968,True,CHECK_UPDATED_CURRENT_BELIEF
198,99,FLOODING,1.2,2026091308,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,39,0.37093883500347147,105304064,4680,14040,0.6674798547288937,0.14625434863054348,3.9999528025783295,True,CHECK_UPDATED_CURRENT_BELIEF
199,100,ROW_LAYERED,1.2,2026091308,L2_ORACLE_U1,L2,52,64,True,True,9,converged_exact,True,0,0,0.03874857800110476,105304064,468,1404,1.0,0.996402979656645,0.024178339136662893,True,CHECK_UPDATED_CURRENT_BELIEF
200,100,FLOODING,1.2,2026091308,L2_ORACLE_U1,L2,52,64,True,True,15,converged_exact,True,0,0,0.06305832700309111,105304064,780,2340,1.0,0.9789704516059957,0.10095862382111204,True,CHECK_UPDATED_CURRENT_BELIEF
201,101,ROW_LAYERED,1.2,2026091309,L1_MARGINAL,L1,59,64,True,True,80,converged_exact,True,0,0,0.3780760180015932,105304064,4720,14160,1.0,0.99363115902754,0.05253309170234605,True,CHECK_UPDATED_CURRENT_BELIEF
202,101,FLOODING,1.2,2026091309,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,37,47,0.4181563480015029,105304064,5310,15930,0.6254125836539268,0.188815053057079,3.9947397799234072,True,CHECK_UPDATED_CURRENT_BELIEF
203,102,ROW_LAYERED,1.2,2026091309,L1_ORACLE_U2,L1,59,64,True,True,3,converged_exact,True,0,0,0.014792025998758618,105304064,177,531,1.0,0.9992939376316037,0.005631603864344055,True,CHECK_UPDATED_CURRENT_BELIEF
204,102,FLOODING,1.2,2026091309,L1_ORACLE_U2,L1,59,64,True,True,4,converged_exact,True,0,0,0.018625875003635883,105304064,236,708,0.9999999999999998,0.9861686826438676,0.09175825969267166,True,CHECK_UPDATED_CURRENT_BELIEF
205,103,ROW_LAYERED,1.2,2026091309,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,44,0.3761166380063514,105304064,4680,14040,0.7586680851987948,0.16002975856257948,4.042285120451335,True,CHECK_UPDATED_CURRENT_BELIEF
206,103,FLOODING,1.2,2026091309,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,44,0.3624616950037307,105304064,4680,14040,0.7586727758266667,0.16002973467498016,4.042285025829899,True,CHECK_UPDATED_CURRENT_BELIEF
207,104,ROW_LAYERED,1.2,2026091309,L2_ORACLE_U1,L2,52,64,False,False,90,converged_no_syndrome,True,15,6,0.37368838299880736,105304064,4680,14040,1.0,0.7664566391341308,0.18326152970944895,True,CHECK_UPDATED_CURRENT_BELIEF
208,104,FLOODING,1.2,2026091309,L2_ORACLE_U1,L2,52,64,False,False,90,converged_no_syndrome,True,14,7,0.37244809600088047,105304064,4680,14040,1.0,0.7821118890218901,0.1808682309173014,True,CHECK_UPDATED_CURRENT_BELIEF
209,105,ROW_LAYERED,1.2,2026091310,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,5,3,0.42778921099670697,105304064,5310,15930,1.0,0.9218750000039733,0.09865174056981289,True,CHECK_UPDATED_CURRENT_BELIEF
210,105,FLOODING,1.2,2026091310,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,4,6,0.42478161900362466,105304064,5310,15930,1.0,0.9289541161705791,0.06070020188179334,True,CHECK_UPDATED_CURRENT_BELIEF
211,106,ROW_LAYERED,1.2,2026091310,L1_ORACLE_U2,L1,59,64,True,True,5,converged_exact,True,0,0,0.02389301200310001,105304064,295,885,1.0,0.9999897710976786,0.0001560904594976051,True,CHECK_UPDATED_CURRENT_BELIEF
